,PSPTO_RS07310
SRX1828913,0.22511889710000002
SRX1828914,0.7509851009
SRX1828915,0.2015879892
SRX1828916,0.6409544521
SRX1828917,-0.4267068862
SRX1828918,-0.4783819993
SRX3983989,1.0466616414
SRX3983990,0.2796021775
SRX3983993,0.7123414118
SRX3983994,-0.1072105358
SRX3983995,1.1141719526
SRX3983996,0.7963947146
SRX3983997,0.28516217120000004
SRX3983998,0.7964173911
SRX3983999,0.9278232105
SRX3984000,0.8454647476
SRX3984001,0.2474241235
SRX3984002,0.5818123181
SRX3984003,0.1626093398
SRX3984004,0.6275493492
SRX3984005,-0.0107344243
SRX3984006,0.221445104
SRX3984007,0.48512808430000004
SRX3984008,1.0952964313
SRX3984009,0.1740860679
SRX3984010,0.474249205
SRX3984011,0.4402240676
SRX3984012,0.5401541987
SRX3984013,1.0159810522
SRX3984014,0.8230508276
SRX3984015,0.5359239269
SRX3984016,0.2757383244
SRX3984017,0.3734328809
SRX3984019,0.5421627002
SRX3984020,0.36545266060000003
SRX3984021,0.4440844151
SRX3984022,-0.5424560798
SRX3984023,-0.291531633
SRX3984024,0.6380570459
SRX3984025,1.0515915694
SRX3984026,2.5664237927
SRX3984027,0.9565421215000001
SRX3984028,1.2385080627
SRX3984029,1.1815163671
SRX3984031,0.6711901490000001
SRX3984032,0.2658423815
SRX3984034,0.3054149913
SRX3984035,-0.07204535620000001
SRX3984036,0.9451365421000001
SRX3984037,1.8573899153000002
SRX3984038,-0.0541282453
SRX3984039,1.295174483
SRX3984040,0.6545252547
SRX3984041,0.6931980362
SRX3984042,0.9899382210000001
SRX3984043,-0.17749249250000002
SRX3984045,1.4119834735
SRX3984046,0.3428011486
SRX3984047,0.297816843
SRX3984048,1.1369837992
SRX3984049,1.5786524302
SRX3984050,0.52978102
SRX3984051,-0.01693522
SRX3984052,-0.5344252714000001
SRX3984056,-0.1626272789
SRX3984057,-0.3655309706
SRX3984058,-0.0483456982
SRX3984059,0.6091349958
SRX3984061,0.5048746456000001
SRX3984062,0.9465504043
SRX3984063,1.2121809937
SRX3984064,0.0671826839
SRX3984065,0.5505429264
SRX3984066,0.4353591254
SRX3984067,0.6065690563
SRX3984068,0.9416191965
SRX3984069,0.13693545240000002
SRX3984070,0.1459220822
SRX3984071,0.1633318241
SRX3984073,0.8399054272
SRX3984074,1.0467989488
SRX3984077,0.7818170497
SRX3984078,0.2164091608
SRX3984079,1.4093182824000001
SRX3984080,-0.35668450690000003
SRX3984082,0.9769505747
SRX3984084,0.5584657236
SRX6997963,0.5338337231
SRX6997964,-0.6338099755000001
SRX6997965,0.8019057353
SRX6997967,0.5481276179
SRX6997968,0.0368921059
SRX6997969,0.09136611
SRX6997971,-1.081961341
SRX6997972,0.5414438482
SRX6997973,0.251463119
SRX3159100,-0.2219723126
SRX3159101,-0.1036713712
SRX3159102,-0.42666259040000004
SRX3159103,0.7523062743000001
SRX3159000,1.3065097189000001
SRX3159001,0.43639402260000004
SRX3159002,1.0887804382
SRX3159003,2.3176507026
SRX3159004,-0.5167649726
SRX3159005,-1.4742092152000001
SRX3159006,0.0925716022
SRX3159007,2.2655587585
SRX3159008,-1.4742092152000001
SRX3159009,0.15768520190000002
SRX3159010,0.2885614614
SRX3159012,0.3986572465
SRX3159013,1.4833940652
SRX3159014,1.5432980962
SRX3159015,2.8037783554
SRX3159016,-1.4742092152000001
SRX3159017,2.7923053398
SRX3159018,-1.4742092152000001
SRX3159019,1.7178435007
SRX3159020,1.7354219736
SRX3159021,1.3274390687
SRX3159022,1.5365570314
SRX3159023,2.6221731071
SRX3159024,0.9063055197000001
SRX3159025,-1.4742092152000001
SRX3159026,-1.4742092152000001
SRX3159027,0.9216686519
SRX3159028,1.274873266
SRX3159029,2.6501432606
SRX3159030,0.7730075879
SRX3159034,1.3795979604
SRX3159036,0.20296126790000002
SRX3159037,0.1062920324
SRX3159041,1.7462389589
SRX3159042,-0.7384381366
SRX3159043,0.8890572764
SRX3159045,2.6839628166000002
SRX3159047,1.1362677132
SRX3159048,0.2596616201
SRX3159049,2.1804693128
SRX3159050,1.0951691508
SRX3159051,0.0333788373
SRX3159052,2.586084517
SRX3159053,1.5528733384
SRX3159054,1.5433349949
SRX3159055,1.3974982741
SRX3159056,1.8048282475000001
SRX3159057,1.8846405345
SRX3159058,0.0413788546
SRX3159060,1.0380780793
SRX3159061,1.4418244963
SRX3159062,0.0244585099
SRX3159063,0.7504703127
SRX3159066,2.2136014917
SRX3159069,1.5493314684000001
SRX3159070,1.281802897
SRX3159071,0.638435709
SRX3159073,1.9887873281
SRX3159074,2.7848835047
SRX3159075,-1.4742092152000001
SRX3159076,1.3985204734
SRX3159080,-1.4742092152000001
SRX3159082,1.4713899482000001
SRX3159083,0.44669888100000005
SRX3159086,-1.4742092152000001
SRX3159087,0.6968618599
SRX3159088,2.2163815981
SRX3159089,2.2065865328
SRX3159090,1.0210210349
SRX3159091,1.5592932868
SRX3159092,1.7377369658
SRX3159093,0.7121574372
SRX3159094,-1.4742092152000001
SRX3159095,-0.262586382
SRX3159096,1.5861832957000002
SRX3159097,2.4168006999
SRX3159098,-0.0896606582
SRX3159099,2.9093265078
SRX3158988,-0.296918296
SRX3158989,1.2955477948
SRX3158990,-0.1116874474
SRX3158991,-0.0461567936
SRX3158992,1.1363873093
SRX3158996,-0.8394690133
SRX3644656,0.2567191273
SRX3644657,-0.08833973440000001
SRX3644658,-0.16837939300000002
SRX3644659,-1.0708032303
SRX3644660,-0.7846250836
SRX3644661,-0.4764573852
SRX3644662,0.3546632608
SRX3644663,-0.237542787
SRX3644664,0.1416374622
SRX3644665,-0.1979575785
SRX3644666,-0.8006263267
SRX3644667,-0.3894978367
SRX3644668,-0.4024262621
SRX3644669,-0.2442985165
SRX3644670,-0.4114584884
SRX3644671,-0.2766269731
SRX3644672,-0.8482525398
SRX3644673,-0.10814302020000001
