,SACI_RS07260
SRX5495523,-0.8584421746000643
SRX5495524,-0.8745886006211814
SRX5495525,0.2410332798073611
SRX5495526,-0.18901801094872892
SRX6762909,-0.13569314458094614
SRX6762910,0.13569314458094614
SRX6762911,0.32175382999289504
SRX6762912,0.6637220034097115
SRX3467357,0.10793549702671612
SRX3467358,-0.10793549702671612
SRX3467359,-0.00035288441820657823
SRX3467360,0.3066266095036827
SRX3565164,-0.05531644461029028
SRX3565165,0.9500468194284606
SRX3565166,0.9439964143901448
SRX3565167,1.007541121432593
SRX3565168,0.289573508790963
SRX3565169,1.0749962190798152
SRX3565170,1.0356770835019438
SRX3565171,0.6090326108329096
SRX3565172,1.1147994056633523
SRX3565173,0.2838858563374558
SRX3565174,-0.6106751196441191
SRX3565176,-0.2986310085016353
SRX3565177,0.9875953827049466
SRX3565178,0.8680827265958095
SRX3565179,0.8237492717154202
SRX3565180,-0.059342713706087125
SRX3565181,1.2503647912292142
SRX3565182,0.9054811679464184
SRX3565183,1.1000189410399868
SRX3565184,1.10642775650017
SRX3565185,0.5449484257089408
SRX3565186,0.07497809332117544
SRX3565187,-0.92282835316868
SRX3565188,0.22768255498990264
SRX3565191,0.3247118747226576
SRX3565192,-0.32627090939437586
SRX3565193,0.5457732715075005
SRX3565194,0.22679689380801005
SRX3565195,-1.5537121177971789
SRX3565197,0.5620327498315758
SRX3565198,1.01240436825747
SRX3565199,-1.468641382620966
SRX3565200,-1.258202117960746
SRX3565201,0.6238653166577413
SRX3565202,-1.2823374854976048
SRX3565203,-1.520326849642197
SRX3565204,-1.172332903120612
SRX3565205,-1.0106752200916116
SRX3565206,0.11465915831637652
SRX3565208,0.6466269495979722
SRX3565209,0.7274172230327514
SRX3565210,-1.503800410607642
SRX3565211,-1.3870715072027489
SRX4001511,0.28653882262976005
SRX4001513,-0.2865388226297618
SRX4001514,0.3385788830892551
SRX4001515,-0.03880089049236979
SRX4001516,0.24245296518635584
SRX4001517,0.5093023949653279
SRX4001518,-0.1645408045201462
SRX4001519,0.4674385652500863
SRX4001520,0.723062659353003
SRX4001521,0.2675845000819539
SRX4001522,0.404328088449816
SRX4001523,0.8102230540191115
SRX4001524,0.17063977653830875
SRX4001525,0.4006003510413194
SRX4001526,0.6422664931424737
SRX4001528,0.20505345646923526
SRX3823521,0.1198570449991081
SRX3823522,-0.14289540226499042
SRX3823523,0.02303835726588055
SRX3823524,0.7925800468776494
SRX3823525,0.6687194673849879
SRX3823526,0.8699074477605127
SRX3823527,0.6859495677927471
SRX3823528,0.6139138785850841
SRX3823529,0.6333299940955266
SRX3823530,0.5906011742402866
SRX3823531,0.6300535106048031
SRX3823532,0.5494403746713203
SRX3823533,1.2846297499111652
SRX3823534,1.3122012476956968
SRX3823536,1.389296638746763
SRX3823537,1.133782835364137
SRX3823538,1.1331909357794956
SRX3823539,0.934940734119662
SRX5653264,0.7197104521677442
SRX5653265,0.5684766566030389
SRX5653266,0.6923440063856071
SRX5653267,0.17666194675550173
SRX5653268,-0.3840983140287193
SRX5653269,0.20743636727322112
