,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-3.700743415417188e-17,1.5548873914129242,3.0,0.0,-1.7664449041,2.0,1.1614833019,4.0,0.6049616022000001,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,3.4707840524000004,0.144944320136222,3.0,1.0,3.4187140841,3.0,3.6345702425,5.0,3.3590678306,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,5.2768603140999994,1.5258868878508427,4.0,6.0,7.4223764661,20.0,5.1121307253,40.0,3.843263195,63.0,4.72967087,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.5311177082499999,1.3981832128388558,4.0,7.0,-2.4834258201,33.0,-0.6022672369000001,81.0,0.4583708386,82.0,0.5028513854000001,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,2.696884118125,0.8477891005673635,4.0,8.0,2.4096719057,51.0,2.3990684537,65.0,3.9417439086,76.0,2.0370522045,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,2.1444479213,1.2985737598007014,3.0,9.0,2.5968524683,22.0,3.1563051795,49.0,0.6801861161,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.721366818,1.088215002278413,2.0,10.0,1.4908510255,26.0,-0.0481173895,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,1.5956504792,0.8297726730531612,3.0,11.0,2.1857719941,54.0,0.6468771418,83.0,1.9543023017,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,3.5053914682750005,0.5068839032737165,4.0,12.0,2.8596751044,48.0,3.3780209452,64.0,4.031199649,78.0,3.7526701745,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.24886927715,2.5185024877042235,4.0,13.0,0.71356865,38.0,-2.2254246414,67.0,3.5635640932,72.0,-1.0562309932,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.5814619855000001,0.33288326938363716,3.0,14.0,0.568700243,41.0,0.2551431055,85.0,0.9205426080000001,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,3.7258631002250002,1.747197666650223,4.0,15.0,4.7584456116,52.0,2.5864889159,71.0,1.9369781962000001,80.0,5.6215396772,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,2.7412375386,1.1064228797527755,3.0,16.0,3.2426139172,53.0,1.4728863972,77.0,3.5082123014,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,3.6305078613333333,0.4926495056183342,3.0,17.0,3.0751948739,50.0,4.0150481699,66.0,3.8012805402,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,2.7308684959666665,1.1416547368342977,3.0,18.0,1.6536852726,25.0,2.6113318788,62.0,3.9275883365,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,2.549565704375,0.7706150719508297,4.0,19.0,2.7807401841,28.0,1.7089814453,56.0,3.5007336986,73.0,2.2078074895,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,2.4319488217000003,0.5420610308924386,4.0,21.0,1.7433205264,34.0,2.2548409654,45.0,2.8889500665,58.0,2.8406837285,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-0.4235993254999999,1.884909223612455,4.0,23.0,-1.4482297903,42.0,-1.791050624,70.0,-0.7892610595,79.0,2.3341441718000002,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,4.287880875275,1.0875065757173354,4.0,24.0,5.5828756636,29.0,4.6558110398,68.0,3.8765182974,74.0,3.0363185003,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,2.7650487319250003,1.0474189000443883,4.0,27.0,3.4758347459,31.0,2.0407452499,69.0,3.8351360614,75.0,1.7084788705,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,2.548704033625,1.1955899089236952,4.0,30.0,2.0739116501,32.0,2.4692006899,59.0,1.4289025021000001,86.0,4.2228012924,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,2.2362777283,,1.0,35.0,2.2362777283,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,2.4967472496250003,0.237459572046685,4.0,36.0,2.177361546,44.0,2.4751125945,60.0,2.6019182503,61.0,2.7325966077,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,-2.5000002068509275e-11,1.1970969181224413,4.0,37.0,-0.8784471985000001,46.0,-0.4429784443,57.0,-0.4479216646,84.0,1.7693473073,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,6.0866475285499995,1.3836918106034621,2.0,39.0,5.1082296662,43.0,7.0650653909,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-0.44844798885,0.4225550136128215,2.0,47.0,-0.7472395044,55.0,-0.1496564733,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,-1.850371707708594e-17,0.3917772635943673,3.0,87.0,-0.13259099400000002,90.0,0.4408674467,93.0,-0.30827645270000004,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,-1.2028015484333334,1.5652545524821313,3.0,88.0,-2.507936334,91.0,-1.6330495636,94.0,0.5325812523,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,-0.2942249686333333,0.9610750701648249,3.0,89.0,0.8059351043,92.0,-0.7182052393,95.0,-0.9704047709,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,0.0,1.1753080073083342,4.0,96.0,-1.5710230314,97.0,0.8964513139,98.0,-0.2305102806,99.0,0.9050819981,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,-0.5002640492999999,1.5434304880638343,2.0,100.0,0.5911061151,104.0,-1.5916342137,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,0.29034778549999996,2.039525996597014,2.0,101.0,1.7325104481,105.0,-1.1518148771,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,8.333334022836425e-12,1.975163160106376,12.0,102.0,-1.2059353222,110.0,4.5365155002,117.0,1.7686177256,125.0,2.3982216481,131.0,-0.8329597741,134.0,-0.8517093458,138.0,-2.1038739912,159.0,0.1761852454,162.0,-0.3884391676,164.0,-1.9663687965,170.0,-0.0812596523,174.0,-1.4489940695,,,,
33,immunity_isolated__WT_npr1,0.19296074385,0.40468516730927373,2.0,103.0,-0.09319488220000001,126.0,0.4791163699,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,0.41398854209999997,1.8997191175548456,14.0,106.0,1.2346358656,113.0,2.6079041279,121.0,-3.3454780716,127.0,3.2881344009,136.0,-0.7916022932,142.0,1.9468903779,145.0,-0.2164932111,150.0,1.3269059171,160.0,1.1787909983,161.0,-1.3005184614,163.0,-0.8039968971,167.0,-1.9518489083000001,172.0,2.2561426689,176.0,0.36637307550000003
35,immunity_isolated__AvrRpt2_npr1,-0.8080501086999999,1.6334567858543105,3.0,107.0,-2.6849439935,128.0,0.292054126,146.0,-0.0312604586,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,0.02393957303333331,1.6318043836939957,3.0,108.0,-1.3358598071,129.0,-0.4257601265,147.0,1.8334386527,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,-0.30767557030000003,0.12506003244886202,2.0,109.0,-0.2192447733,148.0,-0.39610636730000004,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,0.33888029759999994,1.5885214647451513,4.0,111.0,2.0628627826,119.0,0.6915318119,140.0,0.3770200433,165.0,-1.7758934474,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,0.3130275603750001,1.3116281537783616,4.0,112.0,2.0369887482,120.0,-0.9301047768,141.0,-0.4412384314,166.0,0.5864647015000001,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,1.4884089072666666,1.8852968916547344,3.0,114.0,3.2167732677,122.0,-0.5220332120000001,143.0,1.7704866661,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,-0.8544347203999999,1.3742109764696582,4.0,115.0,0.8445309521000001,123.0,-1.9181564844,144.0,-0.3218767924,168.0,-2.0222365569,,,,,,,,,,,,,,,,,,,,
