,A,Lrp,hns,QseB,ihfB
acid__delgadw_ph5__1,2.722153850697492,-0.20636768000000136,-0.05329887999999983,0.7028980705000007,0.19517709499999825
acid__delgadw_ph5__2,2.410234452181383,-0.13596409000000165,-0.07889036000000083,0.7715243295000009,0.1831834249999993
acid__delgade_ph5__1,4.168233083159059,-0.03282263000000185,-0.15523974000000074,0.796199123500001,0.3321859449999991
acid__delgade_ph5__2,3.923450874134215,-0.08436744000000118,-0.13083347999999972,0.8994898795000008,0.2395609849999989
oxidative__wt_pq__1,3.5638564506141077,-0.3174906800000006,0.4866831099999995,0.5750418545000011,0.9466146249999988
oxidative__wt_pq__2,3.2385910052789044,-0.2652203200000009,0.3823035299999997,0.7741312425000011,0.948808184999999
oxidative__deloxyr_pq__1,3.0815793846231934,-0.09725503000000124,0.5592633899999999,1.1167751915000013,0.8749087249999992
oxidative__deloxyr_pq__2,2.96374112430981,-0.14415623000000188,0.6406210599999991,0.7881593435000012,0.9672342149999996
oxidative__delsoxr_pq__1,2.344458531173208,-0.4801003560000012,0.30159601999999985,0.713085962500001,1.0713253449999982
oxidative__delsoxr_pq__2,3.0085513241589603,-0.4378053500000014,0.248399899999999,0.913448937500001,1.1682316949999991
oxidative__delsoxs_pq__1,3.11751565673142,-0.3665641600000011,0.32007260999999865,0.6124599505000008,1.1351437949999994
oxidative__delsoxs_pq__2,3.014810235365212,-0.2735768400000005,0.3146657899999994,0.6671209055000009,1.020138574999999
nac_ntrc__wt_csn__1,-1.2896893657087682,0.2274395999999985,-0.14105018000000058,0.16240139450000068,0.17254414499999982
nac_ntrc__wt_csn__2,-1.0907920213667026,0.3078409099999995,-0.20188571999999996,0.1797611485000008,0.2130251749999985
nac_ntrc__wt_cytd__1,-0.4181892298104088,0.12546446999999894,0.01979153999999994,0.2471864555000005,0.4575306549999994
nac_ntrc__wt_cytd__2,-0.7553463328280585,0.14888169999999867,0.16168657999999958,0.19201616950000044,0.5979945149999981
nac_ntrc__wt_gln__1,-0.588689204040807,0.06384898999999855,0.3798369399999988,0.486559960500001,1.0409726349999993
nac_ntrc__wt_gln__2,-1.2432313063333842,0.03403800999999973,0.4188996199999995,0.5200176765000011,1.1155340849999984
nac_ntrc__bw_delnac_csn__1,-0.1677273714447817,-0.26887009000000184,-0.7250022100000013,0.8844553605000005,0.2154991849999988
nac_ntrc__bw_delnac_csn__2,-0.3196812639161023,-0.4971630210000004,-1.0669142899999997,1.0085055195000008,-0.16648385500000096
nac_ntrc__bw_delnac_cytd__1,4.304470599112374,0.3625208999999981,-0.14804482000000085,0.5655909905000005,0.4645455949999988
nac_ntrc__bw_delnac_cytd__2,4.016766293743455,0.31627000999999844,-0.2630813500000002,0.4031939695000002,0.4230415649999984
nac_ntrc__bw_delnac_gln__1,4.269037276136482,0.20808447999999835,0.03699666999999885,0.8654977385000011,0.8464916449999986
nac_ntrc__bw_delnac_gln__2,4.471350445665838,0.1513593999999987,0.1266707699999987,0.6002306185000013,0.8042016749999998
nac_ntrc__bw_delnac_nh4__1,6.446094100389144,0.2307366199999983,-0.2424922700000014,-0.6749487624999992,-0.3020342150000008
nac_ntrc__bw_delnac_nh4__2,6.99201174457074,0.13001686999999862,-0.2669652300000003,-0.4902928964999993,-0.19284083500000013
misc__wt_no_te__1,4.328999821233313,-0.3009276000000014,0.18538133999999928,0.6407835685000007,0.8689442749999987
misc__wt_no_te__2,4.135125823401096,-0.1921471100000005,0.04769500999999998,0.8397633265000009,0.5093796549999983
misc__bw_delcbl__1,5.439709214768431,-0.3094116300000014,-0.2500818599999999,0.4453935165000011,-0.3394036750000016
misc__bw_delcbl__2,5.436571777276957,-0.2649644800000015,-0.2246719300000013,0.5686178505000008,-0.29720346500000083
misc__bw_delfabr__1,3.841069821252154,-0.2603695600000009,-0.4287578700000001,-1.011666901499999,-0.6204796650000013
misc__bw_delfabr__2,3.5101687420049688,-0.2737464100000011,-0.4429400300000008,-1.4396359854999994,-0.5922961330000014
misc__bw_delfadr__1,6.285346729222932,-0.3501175000000014,-0.24506315,-0.0003460024999992761,-0.2622498450000013
misc__bw_delfadr__2,6.474551152860174,-0.23017134000000186,-0.18162453000000056,0.1809657825000004,-0.13650693500000166
misc__nitr_031__1,2.002752945098616,-0.18571492000000056,0.07557949999999991,0.29002790750000074,0.036167394999999665
omics__wt_glu__1,2.453173783331409,-0.6196653030000014,-0.34721862000000137,0.4121090475000005,-0.13827825500000124
omics__wt_glu__2,2.59786316672004,-0.4167845500000009,-0.1983287400000009,0.28613726350000057,-0.2514746050000003
omics__wt_gly__1,2.437427283162854,-0.4620122400000018,-0.8712711200000012,-0.10008000549999928,-0.872324217000001
omics__wt_gly__2,2.186163728842895,-0.4594035800000018,-0.8541786299999998,0.2998326055000007,-0.8714248070000004
omics__wt_thr__1,2.09068358525036,-0.8237873590000007,-0.4445151599999999,0.7596424895000009,-0.1857289950000016
omics__wt_thr__2,1.719355602589492,-0.6692287650000015,-0.5067728500000008,0.8158390125000006,-0.3407635650000014
omics__bw_ac__1,-0.4629964527524929,-0.31974963000000045,0.07924672999999949,-0.07387507349999911,0.6479085849999997
omics__bw_ac__2,-0.0042403374927033,-0.27927106000000107,0.14440284999999875,-0.31310649549999914,0.6054734249999996
omics__bw_fum__1,-2.715233636558476,-0.4922631980000016,0.5290582599999993,0.001489116500000609,0.018456404999998455
omics__bw_fum__2,-2.122697344490864,-0.40191275000000093,0.50611535,-0.02663782149999916,-0.006356255000001809
omics__bw_glc__1,-0.2761692894537948,0.06089708999999921,0.3401018799999989,0.3244519875000007,0.16412660499999987
omics__bw_glc__2,-0.6588800861523956,0.047743039999998516,0.3089811499999993,0.6677774775000005,0.15512309499999866
omics__bw_pyr__1,-0.4973090655077553,-0.2498423800000005,0.4012276499999992,0.5996560915000009,0.6449217049999998
omics__bw_pyr__2,-0.4810702484013342,-0.1860641600000008,0.4222074099999986,0.09083574250000036,0.6594726449999992
ompr__wt_nacl__1,2.9777162766705403,-1.7687857470000008,0.2401362200000001,-0.3206397204999991,0.27755200499999866
ompr__wt_nacl__2,2.6298346066856344,-1.6018835700000018,0.09760655000000007,-0.4047491534999992,0.08413458499999926
ompr__bw_delompr_nacl__1,5.884539935495175,-2.108711887000002,-0.1648590900000002,-1.1853141034999988,0.00949221499999986
ompr__bw_delompr_nacl__2,5.586138418085604,-2.047493032000002,-0.15346479000000102,-1.0935333934999991,-0.1324689250000013
minspan__wt_ade__1,12.641509602612068,0.11695163999999815,0.3116969100000002,-0.1742118714999994,0.32309054499999945
minspan__wt_glc__2,5.821036560289009,-0.2346770100000004,-0.4047781000000015,-0.7351177374999991,-0.005051925000001845
minspan__wt_glc__3,6.1173572019721645,-0.3081033300000016,-0.4256495300000012,-0.9115909634999988,0.045105534999999364
minspan__wt_glc__4,6.000318007086147,-0.3271358500000012,-0.471480230000001,-0.787956193499999,-0.07972467500000135
minspan__wt_glc_anaero__1,4.406837398911657,-0.4243392600000018,-0.0111642000000014,-0.4615574264999993,-0.1724310150000008
minspan__wt_glc_anaero__2,4.910016030015168,-0.36819001000000107,-0.3631015900000012,-1.1109027444999993,-0.1700636650000007
minspan__wt_trp__1,5.090871668265561,0.16952412999999922,-0.7176507500000007,-1.2497350574999992,0.6313251449999981
minspan__bw_delcra_glc__2,3.439445374468976,0.028595959999998755,-0.3468561300000008,-0.0328096264999993,0.5065485749999983
minspan__bw_delcra_trp__1,4.481757565873561,0.4823520599999984,-0.35391567000000107,-0.6836472404999991,0.9061306849999989
minspan__bw_delmntr__1,5.230688025598117,-0.489868083000001,-0.9349273000000001,-1.6093584154999991,0.004072414999999553
minspan__bw_delnac_ade__1,6.111895981037117,-0.25947829000000056,-0.6470931499999999,-0.38675145549999934,0.07351886499999871
minspan__bw_delnac_glc__1,7.624899409519185,-0.16589605000000066,0.01202466999999885,-0.02988734849999908,0.1234782249999995
cra_crp__wt_ac__1,1.4870085236371096,-0.7937532780000005,0.04067144999999961,-0.011613402499999205,-0.30622956500000065
cra_crp__wt_ac__2,1.2032850109327016,-1.0074361820000008,-0.07536716999999983,0.22527572450000036,-0.35281656500000125
cra_crp__wt_fru__1,1.4921590676784504,-0.7812257650000003,0.038598009999999405,0.39794611750000103,-0.2631118050000012
cra_crp__wt_fru__2,1.193763155729182,-0.5676322980000013,0.16989900999999996,0.4698101815000007,-0.08839022500000128
cra_crp__delcra_ac__1,10.107663136087089,-0.9124693790000008,-0.5463671000000012,0.4494193225000007,0.0891974049999984
cra_crp__delcra_ac__2,9.734778982706835,-0.9288452980000006,-0.6016438100000006,0.3185842795000005,0.021087684999999468
cra_crp__delcra_fru__1,4.776774345389274,-0.146197990000001,0.08214940999999952,0.7626294285000013,0.27963663499999925
cra_crp__delcra_fru__2,4.7894724696456255,-0.16313055000000176,0.05128609999999867,0.8010503025000011,0.3256943649999986
cra_crp__delcra_glc__1,3.453806896270672,-0.17590444000000185,-0.21585034000000114,0.6459496165000012,-0.027273645000001068
cra_crp__delcra_glc__2,3.39396509465102,-0.07839542000000144,-0.17183222000000065,0.6323207125000012,-0.1367845850000009
rpoB__wt_031__1,4.562954597878221,-0.15020317000000105,-0.032658709999999765,-0.09365448549999922,-0.01898600500000036
rpoB__wt_044__1,5.293138666784144,-0.14559594000000153,-0.2832320199999998,0.05991736050000096,-0.16863898500000118
rpoB__wt_lb__1,2.7638850715313907,-1.593807688,0.3108347699999996,0.18485914950000115,0.3773911149999982
rpoB__wt_lb__2,2.737042601926928,-1.5296059590000013,0.30948264999999964,0.06774730750000035,0.2931017149999988
rpoB__rpoBE546V_031__1,1.383754397106728,0.2033854099999992,0.180852419999999,0.5415185365000008,0.3454237649999996
rpoB__rpoBE546V_044__1,1.2303907285799074,0.22428216999999864,0.08944963999999977,-0.038738193499999074,0.4336448049999984
rpoB__rpoBE546V_lb__1,-0.8383017371271714,-1.6549743140000004,0.1865911199999992,0.20235581250000045,0.15481106499999875
rpoB__rpoBE546V_lb__2,-0.5761466700155684,-1.6593100640000014,0.17551240999999962,0.2338114975000005,0.1844319049999985
rpoB__rpoBE546V_glc__1,1.8017247190982928,-0.2945258700000011,-0.37339942000000015,0.2606450185000009,-0.2513758650000017
rpoB__rpoBE672K_glc__1,0.312758167396431,-0.2388906000000013,-0.3009745300000013,-0.2502435764999991,-0.8686284180000001
rpoB__rpoBE672K_glc__2,0.4122086489488369,-0.24658735000000045,-0.31629168000000085,-0.5064052224999993,-0.8417491950000002
rpoB__rpoBE672K_lb__1,6.698812308691735,-2.2500474120000025,-0.4581385100000013,-0.6320646934999989,-0.7302826730000014
rpoB__rpoBE672K_lb__2,6.718616132641727,-2.232371337000002,-0.42975629000000026,-0.4268369004999992,-0.7081113300000013
crp__wt_fru__1,3.2451043634739336,-0.30661565000000124,-0.03152985000000008,-0.16717491549999908,-0.12088642500000013
crp__wt_glyc__1,3.037668378990481,-0.294839780000002,-0.040884830000001315,-0.26188753349999905,-0.23519522500000176
crp__wt_glyc__2,3.3776373760632423,-0.2668702900000017,-0.034881650000000874,-0.06660115049999904,-0.2269791750000003
crp__delar1_glyc__1,-0.9005317645737965,0.12869007999999835,0.3411874199999989,0.8891471485000011,0.8177116649999991
crp__delar1_glyc__2,-0.4577625082050949,0.08123357999999925,0.31353833999999914,0.6493527355000008,0.8890342949999983
crp__delar1ar2_glyc__1,1.5206385381158598,-0.03978781000000176,0.3196629499999997,0.7544312805000004,0.4273910749999992
crp__delar1ar2_glyc__2,1.765187933460864,-0.09250152000000078,0.2700164899999997,0.7616485935000012,0.4929071349999994
crp__delar1ar2_glyc__3,1.8539848459826984,-0.028668730000001474,0.2978521399999998,0.8248009335000006,0.4557914849999989
crp__delar2_glyc__1,2.9550979327881346,0.23935110999999945,0.693886169999999,0.1831958305000008,1.0758542649999985
crp__delar2_glyc__2,3.1766897263351552,0.0801622799999997,0.6681157599999992,0.6405751255000007,0.8624663449999996
crp__delar2_glyc__3,3.2551316983585927,0.055570799999998144,0.7580082499999996,0.6603586245000006,0.7822983149999985
crp__delcrp_fru__1,-0.2259746852835005,-0.40847084000000144,-0.15127237000000093,0.5897743515000009,0.7741806249999996
crp__delcrp_fru__2,-0.2148659894002652,-0.4328397300000013,-0.3201969200000008,0.4983833955000012,0.7805150249999997
crp__delcrp_fru__3,-0.4224025314169674,-0.4221457500000003,-0.1709768399999998,0.7223274085000009,0.6682049649999993
crp__delcrp_glc__1,-1.5545000940307865,-0.3759961600000015,-0.32083217000000097,0.10813589050000072,0.9036337949999992
crp__delcrp_glc__2,-1.6652121700461016,-0.33779719000000163,-0.31347470000000044,0.2680272685000009,0.8802052149999984
crp__delcrp_glc__3,-1.086487167798828,-0.31697267000000195,-0.2187686400000004,0.5439981205000004,0.9120195049999982
crp__delcrp_glyc__1,1.4471437976862038,-0.24442594000000106,0.029668420000000136,0.4340010055000008,0.8951313249999995
crp__delcrp_glyc__2,1.757092620720688,-0.4047844800000018,0.025375529999999813,0.8657978575000005,0.8307353349999982
crp__delcrp_glyc__3,1.7457343638153204,-0.2480484100000009,0.04325832999999868,0.4934961335000008,0.8947548049999998
glu__glu_ale3__1,-0.6611835300862025,-0.25690686000000085,1.36832476,-0.009076756499999394,0.6064907849999983
glu__glu_ale4__1,2.198817889855747,-0.028286200000001926,0.7732091399999987,-0.5711549944999992,-0.2619136350000009
glu__glu_ale5__1,2.65615196872847,-0.32551995000000034,-0.10871100000000132,-0.7844503244999994,-0.8460246970000007
glu__glu_ale6__1,1.126777953803808,-0.4628411600000018,0.6560654699999997,-0.7763000474999989,-0.7752423590000017
glu__glu_ale8__1,3.087846204107884,-0.3067369700000011,1.9212684199999988,-1.1755365084999991,0.6607472949999984
glu__glu_ale9__1,1.564521394198458,-0.1335275900000017,1.1268581799999993,0.2338569795000005,-0.06697157500000017
glu__glu_ale10__1,-1.264128038963641,-0.4409049200000013,0.12353770999999902,-0.5682390644999993,0.21387256499999907
42c__wt_42c__1,-0.9581324524552352,-0.1814189800000019,-0.6767080200000013,0.6170908075000003,-0.31461002500000035
42c__42c_ale1__1,-3.379379104951014,0.02694654999999813,-0.6842368800000003,-1.3185001854999991,0.11635354499999905
42c__42c_ale2__1,-2.59121987259466,-0.10089377000000076,-0.10393026000000027,-0.6981366794999992,-0.2542397450000013
42c__42c_ale3__1,1.6266907048236994,-0.4555495700000005,-0.3812468200000012,-0.8550899364999993,-0.2953636450000001
42c__42c_ale4__1,1.7361824709071767,-0.1755737600000007,0.011000229999998723,-0.12308831349999938,-0.5980379260000017
42c__42c_ale5__1,2.7351604923257526,-0.34553532000000153,-0.12419577000000005,-0.6555194954999992,-0.4206413750000007
42c__42c_ale6__1,-4.105331087147725,-1.1067441790000014,-1.1300725700000012,0.6339243985000005,-0.051506065000001655
42c__42c_ale8__1,-3.091516164521088,-0.4545486800000002,0.012841429999999932,0.7667263135000013,0.06802815499999859
42c__42c_ale9__1,-2.787326895366835,-0.2856900400000004,1.1612874499999997,-0.4666566974999991,-0.2417516550000016
42c__42c_ale10__1,-0.4560082419353305,-0.2772753500000018,0.21495587999999974,-0.3879993514999991,-0.1791272750000008
ssw__wt_ac__1,0.966073046496828,-1.1237086290000011,-0.40042136000000106,-0.20903901849999906,-0.34671080500000073
ssw__wt_glc__1,6.539647537733861,-0.3293304500000005,0.25344145999999945,0.5118109565000006,-0.34210524500000083
ssw__wt_glyc__1,4.365389621750553,-2.208593492000002,-0.6075529300000007,-1.5006942474999994,-0.5893889490000017
ssw__wt_xyl__1,7.183559304924351,-1.2228882600000013,0.2818695399999989,-0.16470374349999914,-0.05021167500000168
ssw__glc_ale1__1,-0.4942933479128469,-0.2620418800000017,0.2292362899999993,0.06651666650000099,0.1123376849999982
ssw__glc_ale2__1,-0.1476462898714868,0.08305933999999837,0.33127165999999875,0.3962462385000008,0.8555401049999993
ssw__glc_ale3__1,2.74315461350386,-0.282193760000002,0.4004928999999997,-0.10272480949999928,0.35300746499999924
ssw__glyc_ale1__1,4.138825977369224,-0.5586294470000013,0.13415037999999946,-0.0027238654999992558,0.5749310549999986
ssw__glyc_ale2__1,1.845498979409816,-0.018397810000001517,0.25161889999999865,0.062356675500001124,0.2094873549999985
ssw__xyl_ale1__1,-0.597558733107091,-0.7885689070000019,-0.18116071000000036,-0.3913252934999991,0.12516697499999907
ssw__xyl_ale2__1,0.9196044741880384,-0.5042436030000008,0.09598590999999956,-0.5917753454999994,-0.2252324650000013
ssw__xyl_ale3__1,5.143801131403689,-0.4955059000000013,0.12971207999999912,0.6719970685000005,-0.5222997210000013
ssw__glc_ac_ac2__1,3.6798198287564072,-0.7812120870000019,0.015256449999998978,-0.6749394914999991,0.1714670449999982
ssw__glc_ac_glc1__1,4.606889857395918,-1.0814780570000018,0.06730451999999865,0.7269909615000012,0.3364167649999992
ssw__glc_glyc_glc__1,3.517188796461931,-0.5697957290000009,0.13046632999999908,0.20348144850000072,0.5272570349999999
ssw__glc_glyc_glyc__1,3.68622874409688,-0.5600905080000018,0.17749526999999965,0.09527064350000104,0.2746682449999991
ssw__glc_xyl_glc__1,4.243153486142922,-0.8671927960000012,-0.4713074500000012,-0.0957656224999992,-0.35453504500000044
ssw__glc_xyl_xyl__1,5.368051158264612,-0.3810301700000007,-0.31135607000000043,0.07319554950000118,-0.20853702500000185
ica__wt_glc__1,3.364553702361862,0.06347383999999856,-0.08233707000000122,-1.8616921104999988,-1.1147660930000018
ica__wt_glc__2,3.5705539432353497,0.009214789999999695,-0.07183076000000099,-1.597501945499999,-1.1984546920000003
ica__wt_glc__3,1.743347414095612,-0.15474256000000075,-0.019951300000000668,-1.5237800874999992,-0.5317266690000011
ica__wt_glc__4,2.877893107935058,0.17742325999999942,0.21698170999999888,-1.2335600754999994,-0.2623442850000011
ica__arg_sbt__1,2.0953933241006317,0.2544338099999983,0.11541416000000028,-1.0644620784999992,-0.7130596030000014
ica__arg_sbt__2,2.84166489316024,0.40943523999999704,0.21647351000000012,-1.3985441374999992,-0.5527461320000011
ica__cytd_rib__1,1.3509218943973056,-0.43020659000000094,0.8105376599999996,-2.0989051194999995,0.8413076649999987
ica__cytd_rib__2,1.3640280447594009,-0.6894574240000004,0.9543906999999994,-1.4648046964999994,0.7168878949999993
ica__gth__1,-1.7436994864836457,-1.3891427300000014,-1.2213092100000011,0.06870516350000068,0.23464762499999914
ica__gth__2,-2.223235316390465,-1.7287003020000018,-1.3163212800000004,0.2485910055000007,0.03602994499999923
ica__leu_glcr__1,3.6371071423721872,0.4908094499999986,0.5716676099999987,-2.1233844254999994,-0.3892439150000016
ica__leu_glcr__2,3.657953580282621,0.4282976199999986,0.53828122,-2.249579432499999,-0.4901262500000012
ica__met_glc__1,4.378436139115057,0.032366059999999315,-0.04509509000000023,-1.8751319004999991,-1.2518318020000017
ica__met_glc__2,4.411024210015464,0.008036549999998144,-0.11313505000000035,-2.4321591375,-1.1905887250000011
ica__no3_anaero__1,2.580182404852378,0.28264287999999915,0.05643902999999995,-0.3186041984999983,-0.11737177500000052
ica__no3_anaero__2,3.023382412202733,0.3208345499999989,0.09295958999999954,-0.032369708499999206,-0.2346329650000012
ica__phe_acgam__1,2.94468931165739,0.058784999999998526,-0.29743363000000045,-1.5178734324999992,-0.8871626400000014
ica__phe_acgam__2,3.0782663705657605,-0.009129360000001084,-0.3048972499999998,-2.0876231004999988,-1.0565964590000014
ica__thm_gal__1,2.549925115599593,-0.03657140000000148,-0.17966607000000145,-0.9553407634999987,-0.16482862500000015
ica__thm_gal__2,2.3740804518522487,-0.0869345500000005,-0.27952053000000104,-1.0720589474999989,-0.15669868500000028
ica__tyr_glcn__1,3.225345950406766,-0.029051210000000438,-0.052775800000000934,-2.1511452584999997,-0.6120214560000008
ica__tyr_glcn__2,2.99601657978212,0.05971002999999975,-0.016923240000000558,-1.6066043714999991,-0.636866297000001
ica__ura_pyr__1,3.1232438560345823,-0.08445652000000159,0.34118300999999995,-0.9509807674999989,-0.3158368550000006
ica__ura_pyr__2,3.4072350663955047,-0.3002459400000017,0.21316320999999935,-0.9484289454999991,-0.11250578500000152
ica__wt_glc__5,6.270811767515788,0.27143481999999963,0.10117200999999908,-2.0879121084999994,-0.19704825500000034
ica__wt_glc__6,6.30625147155398,0.30022168999999893,0.10903987000000016,-1.9225555924999995,-0.016725155000001383
ica__bw_delpurR_cytd__1,7.743904352508444,0.10733267999999896,-0.2489077900000005,-1.8504426994999996,-0.7562658370000008
ica__bw_delpurR_cytd__2,4.815761202777044,0.4895225299999986,0.2796028699999997,-2.104327927499999,-0.24630387500000064
ica__ade_glc__1,4.560501003187074,0.46172304999999797,0.22180329999999948,-1.7949893704999993,-0.3082547050000013
ica__ade_glc__2,7.716336193752485,0.15487785999999915,-0.2393472800000005,-1.7596774944999989,-0.7539613130000014
ytf__wt_glc__1,2.9805886143146005,-0.17537371000000054,0.01989654999999857,-0.058104760499999124,0.048335154999998416
ytf__wt_glc__2,3.8230793230517137,-0.07718896000000086,0.09547225999999932,0.2641514355000005,0.008906584999998302
ytf__delyafC__1,3.14823340607723,-0.08007050000000149,0.16531804999999974,0.093272250500001,0.9312559249999984
ytf__delyafC__2,3.176847125095204,-0.14305510000000154,0.22712903999999945,0.07011908950000034,0.8762793349999995
ytf__delyeiE__1,2.5645897592492948,-0.2999850200000012,0.2868095799999999,0.3003911655000007,0.37449202499999856
ytf__delyeiE__2,3.121252644296578,-0.2618116500000003,0.28896509999999864,0.3349060825000008,0.10842385499999983
ytf__delyiaJ__1,2.7898248898587825,0.2429855199999995,0.19941649999999989,0.16462011550000089,0.8927779449999989
ytf__delyiaJ__2,3.082486006810617,0.3513210099999995,0.4284913799999988,0.19856212550000046,0.9751252049999994
ytf__delyieP__1,5.701733176755867,-0.20330401000000187,0.1938585899999996,-0.016554870499999375,0.4164926649999998
ytf__delyieP__2,5.508228012435185,-0.29169976000000203,0.3012283299999989,0.06387396350000074,0.4211253349999993
ytf__wt_ph5__1,0.4865714154359425,-0.08912223000000097,-0.04215270999999987,0.11352497350000056,0.07739173499999907
ytf__wt_ph5__2,0.4904517961356649,-0.01004875000000105,0.02936957000000007,-0.021259290499999303,0.1304866149999988
ytf__wt_ph8__1,2.2485708085687186,-0.02918246000000124,0.025758629999998558,0.06637628850000077,0.17264195499999954
ytf__wt_ph8__2,2.041967089772692,-0.11547148000000185,0.03968197999999923,0.043340548500000686,0.20743109499999868
ytf__delybaO__1,3.8236189340466,0.17370273999999952,0.09406904999999988,0.21204529850000053,0.785503584999999
ytf__delybaO__2,3.392852116909704,-0.21776249000000192,0.07805087999999928,0.09561565050000098,0.6704792449999992
ytf__delybaQ__1,3.406283203496539,-0.07307209000000192,0.004060179999999747,-0.09777665349999907,-0.10467602500000163
ytf__delybaQ__2,3.3994745421537504,-0.0326365200000005,0.05017508999999976,-0.11534287249999943,-0.13997920500000127
ytf__delybiH__1,4.678309447139717,-0.055169780000001716,0.3766358399999987,0.2744656835000008,0.18352660499999907
ytf__delybiH__2,3.39073688824312,-0.3795979600000017,0.39817674000000025,0.2440897675000011,0.5048975449999986
ytf__delydcI_ph5__1,2.0273376066348456,-0.17940493000000046,-0.09853427000000003,0.18301230850000128,-0.1335313650000014
ytf__delydcI_ph5__2,2.39860307049174,-0.12630420000000164,-0.027439880000001082,0.06442855450000096,-0.0947178250000018
ytf__delydcI_ph8__1,7.055935069931074,-0.06223880000000115,0.159400419999999,0.10608401150000102,0.2929409749999987
ytf__delydcI_ph8__2,5.625098141660103,-0.0665364600000018,0.03568396999999912,-0.15174778149999926,-0.07397079500000102
ytf__delyddM__1,4.717446460863581,-0.16693410000000064,0.36379797000000025,0.3250608145000005,0.5608763049999991
ytf__delyddM__2,4.277097714803411,-0.17797947000000036,0.3007428599999997,0.2375479125000011,0.4931839349999994
ytf__delyheO__1,4.177182806866645,0.31964698999999897,0.10183973000000003,-0.07169550549999926,0.7981991849999996
ytf__delyheO__2,3.78480312321341,-0.11753828000000155,0.09501646000000008,-0.013795128499999088,0.7979975949999982
fps__bw_glc__1,6.141218591022993,0.07226070999999834,0.11158180999999877,-0.05042508249999944,-0.5939824160000011
fps__bw_glc__2,5.817257336931093,0.06248797999999845,-0.0018613300000005493,-0.4244689174999992,-0.4638760710000014
fps__fps_thrA_ale1__1,12.940188885086757,-0.02970654000000117,0.3238725099999993,0.3453336785000012,0.2506921749999993
fps__fps_thrA_ale1__2,13.04275899035985,-0.06966261000000172,0.19151241999999868,-0.05149780549999905,0.1171958749999984
fps__fps_thrA_ale2__1,14.774785582133584,-0.3113818800000008,0.08330282999999916,-0.2869236124999994,-0.05670448500000092
fps__fps_thrA_ale2__2,14.804037195842412,-0.2385283100000013,0.02868847999999957,-0.3955085174999993,-0.07788523500000187
fps__fps_serB_ale1__1,4.779268321531803,0.09487493999999863,-0.3450565300000008,-0.0728434344999993,-0.0532821650000006
fps__fps_serB_ale1__2,4.276555798922295,0.11269867999999937,-0.16205876000000075,-0.13675607049999927,-0.17460455500000016
fps__fps_serB_ale4__1,10.84938518537222,-0.6702027690000012,-0.6536025700000003,-0.07713806149999902,0.3308044149999993
fps__fps_serB_ale4__2,10.934973694627995,-0.8400275580000011,-0.5839291700000011,0.5961289085000008,0.34874165499999954
fps__fps_ptsI_ale1__1,1.8911760926371457,-0.2080044300000008,0.2709611599999988,-0.23326919549999925,0.1815387649999991
fps__fps_ptsI_ale1__2,1.3460600705483392,-0.17410899000000055,0.30555156999999866,-0.529853147499999,0.07463568499999873
fps__fps_ptsI_ale3__1,2.2142113009875577,-0.2980117800000013,0.30606738999999905,-0.5393087394999991,-0.04807274500000069
fps__fps_ptsI_ale3__2,1.998420369192229,-0.2717483600000019,0.29253359999999873,-0.6170138714999993,-0.08459257500000028
