,new_463070_463495_c
M9exp_1,11.6671
M9exp_2,11.241
M9exp_3,10.8173
M9tran_1,11.3834
M9tran_2,11.4093
M9tran_3,11.7515
M9stat_1,10.2046
M9stat_2,10.1071
M9stat_3,10.0297
MG-0.1_1,10.5174
MG-0.1_2,10.1461
MG-0.1_3,11.0033
MG-0.2_2,10.5632
MG-0.2_3,10.9401
MG+5_1,11.1522
MG+5_2,10.5655
MG+5_3,10.9334
MG+10_1,10.9776
MG+10_2,10.907
MG+10_3,10.0398
MG+15_1,10.1707
MG+15_2,11.4067
MG+15_3,10.6512
MG+25_1,10.415
MG+25_2,9.9088
MG+25_3,10.8976
MG+45_1,10.8647
MG+45_2,9.949
MG+45_3,11.1656
MG+60_2,10.3209
MG+60_3,10.5859
MG+90_2,10.0245
MG+90_3,10.7914
MG+120_1,10.4368
MG+120_2,11.541
MG+120_3,10.8315
MG+150_1,10.9382
MG+150_3,11.2375
GM-0.1_1,10.8138
GM-0.1_2,10.6627
GM-0.1_3,11.2614
GM-0.2_1,10.6764
GM-0.2_2,10.7952
GM-0.2_3,10.9346
GM+5_1,10.2286
GM+5_2,9.9244
GM+5_3,10.9398
GM+10_2,10.4141
GM+10_3,10.3407
GM+15_1,11.1313
GM+15_2,10.6921
GM+15_3,11.3137
GM+25_1,11.5636
GM+25_2,10.9097
GM+25_3,11.0292
GM+45_1,11.0549
GM+45_2,9.4231
GM+45_3,10.7378
GM+60_1,11.0434
GM+60_2,9.5805
GM+60_3,10.4493
GM+90_1,11.0787
GM+90_2,11.0003
GM+90_3,10.9504
GM+120_1,10.3037
GM+120_3,11.0427
GM+150_1,11.0659
GM+150_2,10.4962
GM+150_3,10.8679
BT_1,11.3186
BT_2,10.737
B36_1,12.2921
B36_2,12.0603
B60_1,12.0628
B60_2,12.050999999999998
S0_1,11.4255
S0_2,11.2411
S0_3,11.4355
S1_1,13.2526
S1_2,13.3542
S1_3,13.4703
S2_1,12.8546
S2_2,12.8314
S2_3,12.469
S3_1,12.1526
S3_2,12.6462
S4_1,12.056
S4_2,11.8496
S4_3,11.285
S5_1,11.3649
S5_2,11.6398
S5_3,11.7073
S6_1,11.3818
S6_2,9.9076
S6_3,11.5136
S6/t_1,11.2156
S6/t_2,9.2514
S6_4,11.0599
S6_5,11.4137
S6_6,11.4895
S7_4,11.2609
S7_5,11.1358
S7_6,11.2414
S8_4,10.9584
S8_5,10.1589
G135_1,10.1369
G135_3,8.7997
G150_1,10.2517
G150_2,10.6304
G150_3,10.5516
G180_1,9.9692
G180_2,10.0535
G180_3,9.5209
T-5.40H_1,11.8264
T-4.40H_1,11.1874
T-3.40H_1,10.6213
T-2.40H_1,10.464
T-1.40H_1,10.9975
T-1.10H_1,10.9725
T-0.40H_1,10.6971
T0.0H_1,10.518
T0.30H_1,11.4028
T1.0H_1,10.156
T1.30H_1,10.1269
T2.0H_1,10.2751
T2.30H_1,10.4724
T3.0H_1,10.5739
T3.30H_1,11.1526
T4.0H_1,10.3857
T5.0H_1,10.4391
LBexp_1,9.9887
LBexp_2,10.5512
LBexp_3,10.294
LBtran_1,12.7125
LBtran_2,11.8507
LBtran_3,11.9336
LBstat_1,11.2136
LBstat_2,10.4821
LBstat_3,10.2127
LBGexp_1,9.6292
LBGexp_2,9.6818
LBGexp_3,9.6342
LBGtran_2,11.0493
LBGtran_3,11.9506
LBGstat_1,10.3491
LBGstat_2,9.6686
LBGstat_3,10.6345
Mt0_1,9.6363
Mt0_3,10.1209
M0t45_1,12.0023
M0t45_2,10.2209
M0t45_3,11.9658
M0t90_1,11.3423
M0t90_2,11.8471
M0t90_3,11.9758
M40t45_1,11.5558
M40t45_2,12.6685
M40t45_3,12.2938
M40t90_1,11.4842
M40t90_2,12.0367
M40t90_3,12.3276
dia0_1,10.0341
dia0_2,9.8044
dia0_3,10.0062
dia5_1,11.873
dia5_2,11.4635
dia5_3,11.6048
dia15_1,11.2978
dia15_2,11.1252
dia15_3,11.0087
C30_1,10.1219
C30_2,10.2553
C90_1,11.8394
C90_2,12.1773
SMM_1,10.8986
SMM_2,11.222
SMM_3,11.1798
Salt_1,10.9777
Salt_2,10.8115
Salt_3,10.7689
M+G_1,10.9745
M+G_2,10.1182
M+G_3,10.4898
Glu_1,10.466
Glu_2,10.4617
Glu_3,10.8915
Fru_1,11.0217
Fru_2,11.6594
Fru_3,10.7355
Mal_1,10.3902
Mal_2,10.6913
Mal_3,10.7962
G+S_2,11.1678
G+S_3,11.7302
Pyr_1,11.1933
Pyr_2,11.1736
Pyr_3,10.7558
Gly_1,10.3092
Gly_2,11.1346
Gly_3,9.9206
Glucon_1,10.8452
Glucon_2,10.9602
Glucon_3,10.1202
BI_1,12.3693
BI_2,12.5306
BC_2,13.2074
BC/t_1,12.5816
BC/t_2,12.7734
BC_1,12.8054
Sw_1,12.8054
Sw_2,13.165
BMM_1,11.3873
BMM_2,11.422
BMM_3,11.4896
Heat_1,11.3597
Heat_2,10.9468
Heat_3,10.749
Cold_1,10.9592
Cold_2,10.5154
Cold_3,10.3696
Etha_1,10.7762
Etha_2,10.5946
Etha_3,10.6776
SMMPr_1,10.4355
SMMPr_2,10.4593
SMMPr_3,10.221
HiTm_1,10.3479
HiTm_2,10.0317
HiTm_3,10.8147
LoTm_1,12.2201
LoTm_2,12.3438
LoTm_3,11.9936
HiOs_1,12.1356
HiOs_2,11.8351
HiOs_3,11.9833
Oxctl_1,9.918
Oxctl_2,10.0557
Oxctl_3,10.2571
Diami_1,10.8571
Diami_2,11.5791
Diami_3,11.2083
Paraq_1,10.4489
Paraq_2,10.4884
Paraq_3,9.3301
H2O2_1,9.9357
H2O2_2,10.1625
H2O2_3,10.1039
HPh_1,11.3856
HPh_2,10.8671
HPh_3,11.4101
LPh_1,11.1152
LPh_2,11.4267
LPh_3,11.202
LPhT_1,12.1258
LPhT_2,12.1679
LPhT_3,12.2913
aero_1,11.425
aero_2,11.1233
aero_3,11.6518
nit_1,11.6777
nit_2,12.3072
nit_3,12.019
ferm_1,11.1686
ferm_2,11.3819
ferm_3,11.5341
