,-0.09463365722727274,-0.07570692578181819,-0.05678019433636364,-0.03785346289090909,-0.018926731445454537,1.3877787807814457e-17,0.018926731445454564,0.03785346289090913,0.056780194336363665,0.0757069257818182,0.09463365722727277,0.11356038867272733,0.13248712011818187,0.1514138515636364,0.170340583009091,0.18926731445454553,0.20819404590000007,0.2271207773454546,0.24604750879090914,0.26497424023636373
thresh,-0.10409702295,0.10409702295,1,,,,,,,,,,,,,,,,,
unreg,1,2,14,57,696,2706,663,54,4,5,1,2,0,2,2,0,0,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['appC' 'yjiH'],[],['hyaE' 'hyaD'],['hyaF' 'hyaC'],[],[],['hyaB' 'hyaA'],[],[]
