,A,PrpR,Crp,RpoN,Cra
R2,,0.39461951322423283,0.029155794323903472,0.012963234335105378,0.006807496559346871
xmin,,-3.063900618,-9.852476477,-2.3873792415000006,-7.274693064499999
xmid,,-0.26114854867268683,-1.2074854603664413,,-0.4833616069570578
xmax,,4.2959960960000005,1.6003325529999994,1.3623595312507586,2.0021776035000016
ystart,,0.789827933126811,5.0727058804478995,-0.04739037781648925,2.0518810878442726
yend,,20.531601695392204,0.07133805741708654,4.19265535323018,4.843209021413244
control__wt_glc__1,0.0379384532689154,-0.2556164249999999,0.012478645999999928,-0.0046102245000003705,0.030889191500000912
control__wt_glc__2,-0.0379384532689508,0.2556164250000004,-0.012478645999999928,0.004610224499998594,-0.030889191500000024
fur__wt_dpd__1,3.467283249849757,1.641835897,0.07757413100000042,0.7030172054999984,-1.1877552404999996
fur__wt_dpd__2,3.985281742003581,1.851613326,-0.0906821709999992,0.8161369584999996,-1.1737682104999996
fur__wt_fe__1,-0.0147078578280875,-0.1036006989999998,-0.030513672999999738,-0.09844324150000183,-0.3327269624999989
fur__wt_fe__2,-0.1018465483299685,-0.1297363619999996,0.0581907200000007,-0.014624519500001654,-0.2594009254999996
fur__delfur_dpd__1,1.796264019799007,1.737561648000001,-0.10598198399999957,0.5910067834999992,-1.0912162294999996
fur__delfur_dpd__2,1.4463953230227793,1.5328837010000005,-0.22346684100000047,0.7714851734999986,-1.0673563794999996
fur__delfur_fe2__1,-0.3962130617717395,0.5563011110000002,0.4364299129999996,0.15829583549999882,-0.5522316354999992
fur__delfur_fe2__2,-0.0640386457279074,0.6144506190000003,0.36756339300000107,0.09519432949999818,-0.5848465774999987
acid__wt_ph5__1,1.083804360834987,0.678044001,0.3455225730000002,0.15184900549999902,-0.23737093049999916
acid__wt_ph5__2,1.06676519036939,0.5220660420000001,0.34313646300000045,0.2254091014999986,-0.24076136349999902
acid__delgadx_ph5__2,0.3814276944360555,0.3916434689999999,0.3393877130000007,0.21891853049999987,-0.20693287449999875
acid__delgadw_ph5__1,0.0004474079990253,0.6481938940000003,0.3838637929999997,0.18450770449999965,-0.28221490649999925
acid__delgadw_ph5__2,0.4747188028236254,0.5095611340000001,0.3398617829999999,0.14576261749999908,-0.2312081874999992
acid__delgade_ph5__1,0.7167509122566814,0.8474786810000001,0.432408723,0.1606162704999985,-0.1426848044999991
acid__delgade_ph5__2,0.9607787012455076,0.9690004230000016,0.4824361929999999,0.23216701249999794,-0.21070986049999885
oxidative__wt_pq__1,3.316594735334557,1.7998139309999999,0.17662370300000066,0.4468107434999986,-0.994895829499999
oxidative__wt_pq__2,3.0503480067835818,1.781836815,0.24038529300000103,0.3896680744999994,-1.0895483044999992
oxidative__deloxyr_pq__1,0.8578973571816485,1.5968273150000003,0.5131550130000004,0.3630092974999979,-0.22714133449999885
oxidative__deloxyr_pq__2,1.0319088366704328,1.436299751,0.5363373029999998,0.36022816349999864,-0.10890247049999946
oxidative__delsoxr_pq__1,1.9996378691150405,1.6427052159999995,0.3346725330000009,0.4533836634999986,-0.817951483499999
oxidative__delsoxr_pq__2,2.300491002645467,2.033346484,0.3870598730000001,0.4385974174999987,-0.8006893434999993
oxidative__delsoxs_pq__1,2.3565362405663675,2.1640830709999994,0.5134629630000003,0.6504048324999978,-1.1173508365
oxidative__delsoxs_pq__2,2.361122905947437,2.12834971,0.5104807529999995,0.6203968144999994,-0.9308994234999988
nac_ntrc__wt_csn__1,4.765958670508233,1.0845557790000004,-0.0727968299999997,0.3878049414999989,-0.20684081349999767
nac_ntrc__wt_csn__2,4.451011921739986,0.9525891,-0.09324395099999984,0.3861706294999987,-0.2683508554999996
nac_ntrc__wt_cytd__1,5.609477312960186,0.8618930659999999,-0.043119613,0.17801387349999942,-0.08241336249999875
nac_ntrc__wt_cytd__2,5.069864027650298,0.7986523910000001,-0.07348926000000056,0.14013047449999938,-0.1677115364999988
nac_ntrc__wt_gln__1,7.260053115286858,1.2839518130000016,0.16383650300000066,0.3875584074999985,0.08012673550000038
nac_ntrc__wt_gln__2,7.234762744847393,1.2520530370000005,0.11651884599999995,0.311200883499998,0.004370234500000514
nac_ntrc__bw_delnac_csn__1,4.436973758639803,1.3302603289999997,0.16921202300000004,0.6216542454999985,-0.3579043764999996
nac_ntrc__bw_delnac_csn__2,4.759744084913331,1.1831626909999995,0.03216219000000109,0.8497727804999986,-0.12338609149999955
nac_ntrc__bw_delnac_cytd__1,5.1084144404257135,0.36828415700000017,0.2936758630000007,0.16361194549999958,-0.1845779244999992
nac_ntrc__bw_delnac_cytd__2,5.504872745669034,0.3983704080000003,0.2286386530000009,0.20669714449999965,-0.21771202549999916
nac_ntrc__bw_delnac_gln__1,6.946115902777969,1.1162890109999999,0.5051051429999998,0.3080251984999993,-0.0584145584999991
nac_ntrc__bw_delnac_gln__2,6.676555427180375,1.0143232490000005,0.563775123000001,0.29679560549999984,0.02762072050000075
nac_ntrc__bw_delnac_nh4__1,0.2467288045208321,-1.223467412,0.3391651030000009,-0.20403797450000027,-0.18436413649999928
nac_ntrc__bw_delnac_nh4__2,1.031817380761558,-0.625276081,0.3602350630000011,-0.2513449025000014,-0.2454034005000008
misc__wt_no_te__1,0.8502292620282552,0.7683424640000003,0.3221691629999999,0.4210455764999992,-0.4672174874999984
misc__wt_no_te__2,-0.3108425154236519,0.5654254990000003,0.3159875930000009,0.34090928549999866,-0.2667226934999993
misc__bw_delcbl__1,1.555717908505729,-0.331034818,0.30577407300000026,0.2606270084999984,-0.2915494965000001
misc__bw_delcbl__2,1.2806110111132225,-0.4047490599999999,0.3225694130000001,0.32841042449999946,-0.28677707749999914
misc__bw_delfabr__1,0.4825892587530246,-0.8002622099999996,0.1944652930000004,0.12483548650000033,-0.22013901449999904
misc__bw_delfabr__2,1.2574845076056451,-1.182735318,0.13385438500000113,0.10311443849999867,-0.3216772765
misc__bw_delfadr__1,0.8493482420414407,0.02828259400000022,0.325118883,0.2262561374999983,-0.20754403349999875
misc__bw_delfadr__2,0.7412052683355451,-0.01725462000000011,0.3434663330000003,0.2539545304999997,-0.1982028294999996
misc__nitr_031__1,3.976892746395139,0.9244508210000002,0.2155988630000003,0.3646965854999991,-0.25270091049999976
omics__wt_glu__1,1.0584880222874709,-0.02370309500000012,0.3481259330000004,0.2962516994999991,0.2896546634999995
omics__wt_glu__2,0.2688875338975674,-0.2460738309999999,0.31989882300000083,0.4666522204999986,0.17850364850000044
omics__wt_gly__1,0.6127492658317353,-0.13773162999999974,0.3121818130000005,0.08866842549999987,0.0584354255000008
omics__wt_gly__2,1.2640502859256042,0.3150932780000004,0.3489800729999999,0.056832367499998426,0.08485717250000048
omics__wt_thr__1,5.239146539343226,0.8909176680000002,0.8835606830000007,0.7135937784999982,0.6122284505000009
omics__wt_thr__2,4.141907291193499,0.18398278700000012,1.127551423,0.7710917564999988,0.6146578484999994
omics__bw_ac__1,2.171289657567786,2.192459276,0.4643589929999994,0.2626952734999985,0.8817667035000003
omics__bw_ac__2,2.175331358301876,2.207109483,0.4618822229999999,0.2125339714999992,0.8924773015000014
omics__bw_fum__1,1.2018672482170496,0.6948021369999999,0.446647853,-0.07199432850000065,0.5877983865000012
omics__bw_fum__2,0.7811389805443372,0.7288813559999999,0.4952586530000005,-0.13216740750000078,0.5226877135000008
omics__bw_glc__1,-0.1515493799692168,0.03718517599999993,0.31995135300000044,0.08772091650000036,0.0273994885000004
omics__bw_glc__2,-0.3637998763886778,0.06406247500000006,0.3609335930000004,0.08663182049999918,0.07287797050000044
omics__bw_pyr__1,-1.6809220032661072,1.0504852160000002,0.8061810030000007,0.13049388650000004,0.4805777875000015
omics__bw_pyr__2,-0.6130679391709488,1.3146270980000017,0.7644674929999997,0.07503947049999837,0.567575230500001
ompr__wt_nacl__1,1.210554180943596,0.9499002990000004,-0.6865814769999989,0.8458476444999992,-1.5929679744999996
ompr__wt_nacl__2,1.2776909307692217,1.2677770240000001,-0.620927,0.7361582904999988,-1.7497737265
ompr__bw_delompr_nacl__1,1.094390458818152,0.2673922160000002,-1.0462482019999992,0.3376980424999978,-1.7213951165
ompr__bw_delompr_nacl__2,2.2891250127764,0.460533914,-1.071490686999999,0.3812324994999994,-1.8707998294999992
minspan__wt_ade__1,-0.4976342771185515,-0.6732955010000001,-0.09169608400000052,-0.2312180505000008,-0.4489845904999994
minspan__wt_glc__2,-0.4537815796047217,-0.3930212329999998,-0.17147671399999884,-0.2809332425000015,-0.22079240549999926
minspan__wt_glc__3,-0.5040610386435824,-0.12152232899999983,-0.2165117989999992,-0.29022478250000106,-0.15323017049999876
minspan__wt_glc__4,-1.18631327771263,-0.3769988149999999,-0.23779414300000035,-0.20542882750000224,-0.16544272249999906
minspan__wt_glc_anaero__1,0.0950074152886198,-2.385260803,0.09730802400000016,0.03892021449999916,0.7999081985000007
minspan__wt_glc_anaero__2,0.6099035136805745,-3.063900618,0.0007891440000005191,0.060990017499998224,1.1722754415000018
minspan__wt_trp__1,0.5864786560217761,-2.4378449030000002,0.379309933,0.1072953324999979,0.4102215775000016
minspan__bw_delcra_glc__2,-0.1403290764141123,-2.077946545,0.2077464830000011,0.0527145324999978,-6.360235395499999
minspan__bw_delcra_trp__1,0.5608460177207631,-1.6442059049999995,0.245706203000001,0.10897918549999908,-4.793017605499999
minspan__bw_delmntr__1,0.5139420911070693,-2.4220508119999997,0.3950805430000006,0.2383428174999977,0.5425909545000005
minspan__bw_delnac_ade__1,-0.106067903363977,-0.010928932000000113,0.005806081999999435,0.0018527365000000628,-0.7930149014999994
minspan__bw_delnac_glc__1,0.050830920081622,-0.17042343999999998,0.19238992300000035,-0.33567946050000064,-0.09862237649999983
cra_crp__wt_ac__1,10.261302751627374,1.8948313,0.7848307329999997,0.19179876049999933,0.9012172285000002
cra_crp__wt_ac__2,10.337115582266858,1.8625049550000004,0.774460393,0.15321709349999854,1.1057735505000004
cra_crp__wt_fru__1,1.4442313672615454,0.5121239760000003,0.3134937529999995,0.26576759049999943,0.7123657575000015
cra_crp__wt_fru__2,1.026024377814458,0.592640088,0.3732440629999996,0.3237425104999989,0.4767649025000011
cra_crp__delcra_ac__1,5.216471653150676,2.019514291,0.20535391299999967,-0.023381640500000245,-7.274693064499999
cra_crp__delcra_ac__2,4.6921768413528335,1.9897477520000004,0.15922527300000056,-0.1429831305000011,-7.274693064499999
cra_crp__delcra_fru__1,0.0805834314380734,0.4238867019999999,0.12650519299999985,0.1073611114999995,-7.274693064499999
cra_crp__delcra_fru__2,-0.4529514149871657,0.2854199880000001,0.1631474930000003,0.12499276149999973,-7.274693064499999
cra_crp__delcra_glc__1,-0.0731140175291437,-0.15766322899999974,0.046791002000000866,-0.026159681500001145,-7.274693064499999
cra_crp__delcra_glc__2,0.4140173784148905,0.02601424500000027,-0.014761103999999747,-0.10072994250000099,-7.274693064499999
rpoB__wt_031__1,5.257549034062234,2.349502971,0.271760703,-0.05696854050000155,0.7803328844999999
rpoB__wt_044__1,1.716741898753659,0.7595729790000001,0.2048586730000004,0.2237648204999996,0.10390239150000102
rpoB__wt_lb__1,3.14881831319308,4.009135683,0.2472729529999995,-0.028158271500000612,0.5522476165000008
rpoB__wt_lb__2,3.5586718442920096,3.999053845,0.2041545229999997,0.010328368499997964,0.5466030005000011
rpoB__rpoBE546V_031__1,5.100817104420038,1.4350105469999999,0.4571714629999999,-0.1267133255000008,0.567286707500001
rpoB__rpoBE546V_044__1,4.477992684168667,1.2518777610000005,0.37625628299999997,0.023719754499998302,0.5335004895000006
rpoB__rpoBE546V_lb__1,0.2427495624159305,2.6038772649999995,0.1174804819999995,-0.01329458850000087,0.6674809845000009
rpoB__rpoBE546V_lb__2,0.2742706167858406,2.392803891,0.1254229630000001,-0.016251761500001294,0.5745490675000005
rpoB__rpoBE546V_glc__1,0.5104259309915405,-0.17852992999999984,-0.004082425000000001,-0.514114525500001,0.18604348450000074
rpoB__rpoBE672K_glc__1,0.8381985863395005,-1.3515990839999998,-0.6662891799999997,-0.20276037750000064,-0.026718957499999085
rpoB__rpoBE672K_glc__2,0.9934130125638478,-2.109201925,-0.5708984560000001,-0.2285063375000007,-0.025716605499999545
rpoB__rpoBE672K_lb__1,0.9060350238405248,-1.149460202,-0.2288451829999989,-0.6724268015000012,-0.6128218314999998
rpoB__rpoBE672K_lb__2,1.0104066035628123,-0.985490761,-0.18410035800000024,-0.5883223085000004,-0.5361180114999993
crp__wt_fru__1,-0.1532940390115691,0.5729824969999999,-0.13483747499999946,-0.26149362750000194,0.29892135849999946
crp__wt_glyc__1,1.7849438702959202,0.4159372950000004,-0.06971342199999953,-0.4111413085000004,0.4175891165000012
crp__wt_glyc__2,2.1996221843847854,0.4709078990000002,0.000271048000000107,-0.3161550525000019,0.4839587995000008
crp__delar1_glyc__1,1.4660667416724604,-2.101726064,0.7684826630000003,0.6530569714999999,-0.4726036954999993
crp__delar1_glyc__2,0.7358275367842465,-2.266063576,0.9809746629999996,0.6094381865000003,-0.15984145349999768
crp__delar1ar2_glyc__1,0.2788167810318434,0.511186956,0.2916550830000002,0.4106341614999991,0.07213721450000055
crp__delar1ar2_glyc__2,1.346951528004814,0.6715486470000003,0.2567226429999998,0.3926384064999997,0.09626005650000112
crp__delar1ar2_glyc__3,0.4676573214257776,0.4890778309999999,0.37124749300000026,0.3384137364999997,0.14208575950000046
crp__delar2_glyc__1,4.839361685677696,-1.2864396040000001,1.4298253029999994,0.2390130574999993,1.5884455015000007
crp__delar2_glyc__2,4.986735725197932,-1.3597987390000001,1.3004454830000007,0.3881425054999994,1.538033886500001
crp__delar2_glyc__3,4.310375210612773,-1.7392174980000001,1.2369035230000005,0.5417163864999992,1.7052313894999998
crp__delcrp_fru__1,1.00727096659142,1.096931336,-9.852476477,0.4873410544999999,-0.17143091549999934
crp__delcrp_fru__2,0.7972132424914996,0.7911060299999999,-9.107951936000001,0.6076043144999996,-0.11822346949999928
crp__delcrp_fru__3,1.5523460727156304,0.6698933830000002,-9.852476477,0.46314233749999895,-0.05512172949999883
crp__delcrp_glc__1,1.552561121350669,1.119949342,-9.025871704,0.6373608284999985,0.07036556050000088
crp__delcrp_glc__2,1.5716450607654278,1.4558261130000003,-9.566616581,0.6669930294999986,-0.04259519749999896
crp__delcrp_glc__3,1.889614773556805,1.2998011390000004,-9.852476477,0.5979555294999983,-0.04291467949999905
crp__delcrp_glyc__1,0.4461028167526366,0.9013101580000002,-9.852476477,0.4546922764999994,-0.33923043449999923
crp__delcrp_glyc__2,1.1893673006567058,1.0234320940000003,-9.852476477,0.4769414484999981,-0.3827568624999991
crp__delcrp_glyc__3,0.7460477484036155,0.7548528959999999,-9.852476477,0.4892179915000003,-0.4226533384999991
glu__glu_ale3__1,1.3917782152749725,-2.118758056,1.4385551630000002,-0.1601779305000015,-0.7402779054999993
glu__glu_ale4__1,0.1955957420282252,-2.902743438,0.1237046330000009,-0.28002795650000145,-0.32937850649999945
glu__glu_ale5__1,0.7178347035122927,-1.4044637799999995,0.23737495299999975,-0.6870798615000009,0.09475872350000004
glu__glu_ale6__1,0.6958742355064662,-1.6821909979999998,-0.2669721739999993,-0.5723060855000011,-0.44824745149999945
glu__glu_ale8__1,1.406164785040598,-2.623224686,1.5517659029999995,0.16357349049999925,-0.4052344864999995
glu__glu_ale9__1,1.303743652042455,-2.68720498,0.736260553000001,0.0031536634999991264,-0.5522943724999987
glu__glu_ale10__1,-0.1198508631234679,-2.446858523,1.2484999630000004,-0.2871971685000005,-0.8425052494999994
42c__wt_42c__1,1.6770190724449392,-0.8158669979999997,-0.02289376299999901,0.0244120204999998,-0.045471734499999535
42c__42c_ale1__1,1.6128905274458618,-2.36950997,0.578078713,0.34912003849999884,0.5311776705000009
42c__42c_ale2__1,1.3774305505484148,-1.805928565,-0.001157444000000396,-0.3153191495000014,-0.7342239274999987
42c__42c_ale3__1,1.6144538058138056,-1.9362078740000002,-0.16365086199999898,0.09912298549999933,0.12803218950000073
42c__42c_ale4__1,2.0922619016936674,-2.68929593,0.18829674300000046,-0.10734334550000037,-1.0645376204999994
42c__42c_ale5__1,0.7372890853111939,-1.621354791,-0.2550904079999992,-0.2023175995000006,-0.5135051465
42c__42c_ale6__1,2.3314394086997896,-2.403357914,0.5847098129999999,0.8135905604999998,0.21068480650000065
42c__42c_ale8__1,1.9082611137235128,-2.610798307,0.898060053,0.3201673924999984,-0.6217082494999993
42c__42c_ale9__1,0.7753924785167707,-1.4867989780000002,0.2344509129999999,-0.0553719955000016,-0.3956042764999994
42c__42c_ale10__1,0.6139890433931119,-2.576819847,0.5824345429999997,0.21542995749999785,-0.6379388754999988
ssw__wt_ac__1,10.952707788148109,1.2520841009999994,0.155824183,-0.21780781650000056,-0.2413961184999991
ssw__wt_glc__1,-1.4215147839563924,-0.718903069,0.08995910700000033,-0.22127274850000056,0.1827105745000006
ssw__wt_glyc__1,4.6119675643353535,-0.7425109439999997,0.2646295629999997,-0.2125297985000003,1.1715215855000007
ssw__wt_xyl__1,1.2081325956069346,-2.253852825,0.6151089029999994,0.4108722804999996,-0.3577239084999988
ssw__glc_ale1__1,1.1370790122315022,-1.615661777,0.31199771300000023,-0.7788251875000016,0.2224382354999994
ssw__glc_ale2__1,1.8025404046678368,-2.234563472,0.5353218630000001,-0.06379253150000075,0.015246928500000756
ssw__glc_ale3__1,1.4235160579860169,-2.591161664,0.4454840030000007,0.2370279344999986,0.5553166585000007
ssw__glyc_ale1__1,1.003478899763197,-1.9875364869999999,0.2988789030000003,-0.3120889155000013,0.4629098115000012
ssw__glyc_ale2__1,1.1762121541594297,-2.344678699,0.3021156230000006,0.20205476849999826,0.5725965515000011
ssw__xyl_ale1__1,4.664507223118676,-0.9757888639999996,-0.2147884219999998,-0.1082888095000012,0.07566145550000059
ssw__xyl_ale2__1,5.767656484030555,-1.935214155,0.026451148999999674,-0.14978203550000124,-0.025343930499999168
ssw__xyl_ale3__1,2.5744678522011086,-1.0026608659999998,-0.3138359289999997,-0.3262490615000013,-0.32140536549999954
ssw__glc_ac_ac2__1,1.2553993071485734,-2.091595629,0.5069351229999999,-0.0901773505000012,0.2500812255000007
ssw__glc_ac_glc1__1,2.3465929325927504,-1.235601357,-0.42053636400000016,-0.2899039005000006,-0.514087889499999
ssw__glc_glyc_glc__1,1.365156279204783,-1.91308239,0.565682133000001,-0.274164401500002,-0.7389535914999996
ssw__glc_glyc_glyc__1,1.740093554660905,-1.4854432759999998,0.3070424930000009,-0.4525024585000006,-0.32820831949999896
ssw__glc_xyl_glc__1,1.127745729531585,-2.282661155,0.029020071999999782,-1.0410889935000007,-0.482302334499999
ssw__glc_xyl_xyl__1,0.9833045248889714,-1.717379243,-0.2438474470000003,-0.8552477355000008,-0.3761572854999988
ica__wt_glc__1,0.6689418478101422,-1.5745607769999999,-0.02120516499999958,-0.5082379055000006,-0.32884017349999883
ica__wt_glc__2,0.1687103871795044,-1.9246431569999998,-0.013075077999999962,-0.4994340875000018,-0.22984599049999946
ica__wt_glc__3,0.9704421709359105,-1.367988732,0.0930502690000008,-0.1040741495000006,-0.13350469449999913
ica__wt_glc__4,0.6769404013736572,-1.3044433519999998,0.399858493,-0.2792215905000006,-0.34789711149999997
ica__arg_sbt__1,6.384735894526375,-0.22327446999999975,0.17296083299999945,-0.267100214500001,-0.11815284249999893
ica__arg_sbt__2,5.981182448875119,-0.9966327499999998,0.4931735029999995,-0.3823479205000009,-0.030527752499998506
ica__cytd_rib__1,5.941462834598188,4.2959960960000005,0.5032386530000004,0.1386887864999995,0.4745797355000008
ica__cytd_rib__2,6.233407095577155,4.268953905,0.4864851229999996,0.12476168449999925,0.3673520915000008
ica__gth__1,4.430548062726973,0.790096943,-0.3447319570000005,0.3953586514999987,-0.8516950065000001
ica__gth__2,5.259226034647298,0.6798512640000003,-0.5509396859999995,0.5102487215,-0.7889611224999991
ica__leu_glcr__1,3.885310376344272,-0.931799877,1.0260792930000004,-0.2586659055000009,-0.5439973284999988
ica__leu_glcr__2,4.200589354651344,-1.113703758,0.964590953,-0.33747655350000016,-0.4277183414999994
ica__met_glc__1,0.8590982364026756,-1.660437722,-0.0020434050000002198,-0.8079442385000002,-0.5987970784999996
