,A,PrpR,Crp,RpoN,Cra
pal__5drib_ale10_f18__2,16.76888855036641,2.2316031680000004,-0.022394786999999642,0.6364002815000003,0.9115120555000013
pal__5drib_ale10__1,15.649328872042885,2.1597977040000003,0.4018362730000007,0.013956801499999116,0.9093576335000008
pal__arab_ale14_f9__1,3.0058838299729858,1.0379749340000002,0.24554710299999985,-0.35927174050000144,-0.4265461504999992
pal__arab_ale14_f9__2,3.213750961722819,0.9277071840000001,0.4127220729999994,-0.23632465250000226,-0.3554930694999996
pal__arab_ale14__1,8.327405329520074,-0.2713236169999997,0.3767839330000005,-0.6221584905000013,-0.2417858224999989
pal__arab_ale14__2,8.654772787594203,-0.3596665589999999,0.3756092130000006,-0.6037325335000014,-0.2578451894999993
pal__arab_ale16__1,9.664041319595256,0.00863474199999992,0.02985453700000029,-0.34194277950000096,0.19643956350000025
pal__arab_ale16__2,11.296114371048718,0.7091512640000001,0.10976642500000013,-0.20152948750000196,0.056862244500000436
pal__tartr_ale26_f10__1,17.903335776027074,1.8693813630000005,0.3119472930000011,-0.3747926055000006,0.2225531285000004
pal__tartr_ale26_f10__2,17.51202013890121,2.239231279,0.19927317299999991,-0.3527489215000008,0.31515481849999993
pal__tartr_ale26__1,16.31225811855691,1.7285775040000004,0.3850793330000002,-0.4501007115000011,0.2784140225000016
pal__tartr_ale26__2,16.64979731461765,1.880143196,0.334463263,-0.30575810850000096,0.3857143544999993
pal__tartr_ale28_f10__1,18.85473033006072,2.7298867899999992,-0.003712276999999986,-0.4779141955000013,-0.10273533849999872
pal__tartr_ale28_f10__2,18.06604000275514,2.5024948080000016,-0.0986905509999989,-0.4824835405000014,-0.15649287149999935
pal__tartr_ale28__1,10.48019476798526,1.3544513800000004,0.27296854300000106,-0.5465418105000008,-0.056753321499999565
pal__tartr_ale28__2,8.909656031327374,1.078479989,0.2684948929999997,-0.6007871505000013,0.1348526165000008
efeU__delmenFentC_citr__1,0.4822743225230755,-0.616410047,0.4221979430000005,-0.3912163105000008,-0.4299608374999986
efeU__delmenFentC_citr__2,0.1795263070175246,-1.146590541,0.5677252629999998,-0.5284220465000011,-0.4640288494999991
efeU__delmenFentC__1,0.3285818333120409,0.664864482,0.6961985229999996,0.08356590649999872,-0.8467870274999987
efeU__delmenFentC__2,0.6289015674074541,0.6256556140000002,0.7362106530000005,0.053814073499998116,-0.7631983414999999
efeU__menFentC_ale39__1,0.585323268592458,-2.257016179,0.5420487930000011,-0.3340089294999995,-0.25568375649999986
efeU__menFentC_ale39__2,0.3774530163907439,-2.609118773,0.5730386230000004,-0.2956222475000008,-0.1915773314999996
efeU__menFentC_ale29__1,1.232574013884309,-2.489250181,0.9115027730000004,-0.037837395500000426,-0.0397057124999991
efeU__menFentC_ale29__2,1.5030565206997004,-2.025262394,0.9432762930000004,-0.04123273150000095,0.05808564550000118
efeU__menFentC_ale30__1,1.637780925837789,-1.100740455,0.10668520800000003,-0.7487878285000003,0.1319201785000006
efeU__menFentC_ale30__2,0.2133989735738421,-1.95083689,0.06397155600000026,-0.7009630315000024,0.14037923650000114
efeU__menFentCubiC_ale36__1,0.1705354052088655,-0.19808192999999985,0.8218575829999999,-0.18203062050000085,0.1333399135000004
efeU__menFentCubiC_ale36__2,-0.3200374175322876,-0.014007793999999851,0.6481697730000011,-0.21511456450000035,0.0445382865000008
efeU__menFentCubiC_ale37__1,-1.1892308274158347,-0.33534362799999995,0.8430776529999999,-0.07373560450000127,0.13346265150000036
efeU__menFentCubiC_ale37__2,-0.5268918564797098,-0.0779288229999997,0.8884085729999995,-0.043030666500001764,0.1367576495000007
efeU__menFentCubiC_ale38__1,-0.0234666043543488,-2.011728845,0.3484389429999997,-0.07680217150000067,-0.27898339749999845
efeU__menFentCubiC_ale38__2,0.3214674650054237,-1.5451105809999999,0.30990829299999945,-0.23556970550000145,-0.21232982649999954
misc2__salc_glc__1,0.5767844080218603,-0.3646661449999997,-0.03094168600000025,0.1359028114999994,-0.3650165544999995
misc2__salc_glc__2,0.7180034748893265,-0.278009983,-0.041858421999998896,0.4439292154999989,-0.053028755500000635
misc2__dbcn_glc__1,2.6063278323491623,-1.5703121749999998,-0.41418928399999894,-0.6235655355000009,-0.2567029304999995
misc2__dbcn_glc__2,2.6442132900885764,-0.254431694,-0.32218037899999885,-0.4320346105000006,-0.2695548894999993
misc2__tyr_glc__1,0.4185745224478951,-0.8423137349999998,0.4823384130000008,-0.2007496575000012,-0.25030518049999984
misc2__tyr_glc__2,0.5670744953616875,-0.6933268560000001,0.5197261330000007,-0.10417547050000132,-0.299700174499999
misc2__arg_cytd__1,0.2883450892118738,-2.348725678,0.10509646700000096,-0.621898400500001,-0.10830119049999977
misc2__arg_cytd__2,0.3847820628461897,-1.6530195129999998,0.09710128400000073,-0.5839646795000011,-0.18278476349999906
misc2__delyheO_pyr__1,2.30711620959888,0.4686056569999999,1.0004127829999998,-0.4530000325000012,0.40239996949999934
misc2__delyheO_pyr__2,2.2571033949012094,0.3087816320000001,1.0134814930000005,-0.5385766335000008,0.2779147385000007
misc2__dellon_glc__1,1.5067914180874715,-1.496674291,0.4872481129999997,-0.04236340650000159,-0.9598467374999986
misc2__dellon_glc__2,1.4087063283782817,-1.4240915399999998,0.2154419530000009,-0.6271038335000014,-1.4587705854999988
nquinone__delubiC__1,-0.2615599536535331,-1.866682128,0.4464799330000009,-0.3668799975000017,-0.21470511749999852
nquinone__delubiC__2,-0.5137081515854858,-2.19725221,0.6182852329999999,-0.31556793350000056,-0.3306261004999991
nquinone__ubiC_ale1__1,0.3396592041457033,-0.314343091,0.4621411030000005,-0.10093417950000116,0.07903967550000067
nquinone__ubiC_ale1__2,0.1125400874318401,-0.3273881329999999,0.5186398529999998,-0.2546691535000001,-0.07342801549999932
nquinone__ubiC_ale2__1,-0.0680184164228629,-0.5709805139999999,0.4747234030000005,-0.40340550750000137,0.035334650500001175
nquinone__ubiC_ale2__2,-0.1306743854538412,-0.7491427190000001,0.4297995330000006,-0.3678198875000014,-0.001804952499998791
nquinone__ubiC_ale3__1,0.2041353133806757,-1.703402146,0.026469302000000642,-0.8875475355000013,-0.6794247415000001
nquinone__ubiC_ale3__2,-0.0763402021949758,-1.864741294,0.09906102300000086,-0.7537812915000011,-0.6278564054999993
nquinone__ubiC_ale4__1,0.029026337427282,-0.7935442029999997,0.493212583,-0.3293262404999995,-0.08919836949999915
nquinone__ubiC_ale4__2,0.3558326245925759,-0.5541505729999998,0.5086079229999996,-0.15806085850000073,-0.0803739824999985
nquinone__delpdhR__1,0.907399546151945,-1.653988417,0.3856681930000008,-0.6353274335000014,-0.2769369844999989
nquinone__delpdhR__2,0.3288050667582069,-1.209876654,0.36299017299999997,-0.7252746255000009,-0.2938275844999989
quinone__glu_ale4__1,1.4653615821515438,-1.7398875130000002,0.3684261329999998,-0.597905356500001,-0.3001390624999987
quinone__glu_ale4__2,1.5925074595562538,-2.085532145,0.7361257729999995,-0.36403217250000175,-0.44586743049999894
quinone__delmenF__1,0.1033102935573108,-0.7941425139999998,0.5532796730000005,-0.19251025850000048,-0.33170394249999896
quinone__delmenF__2,0.7576232149806902,-0.781732173,0.4243016730000004,-0.42126134050000097,-0.2140393104999996
quinone__menF_ale5__1,-0.1233499914172249,-2.2772603190000003,0.9045305230000018,0.09052756549999864,-0.3731903914999988
quinone__menF_ale5__2,0.3597224100605488,-2.626683337,0.9292543930000008,-0.02834352250000194,-0.3941497514999988
quinone__menF_ale6__1,1.0749904463727369,-1.722927602,0.928937233000001,-0.08863334950000024,-0.39320791149999934
quinone__menF_ale6__2,-0.2741817947167736,-2.537071749,0.9358953230000004,0.030614707499998062,-0.2942019614999998
quinone__menF_ale7__1,1.7441922334847455,-1.334825857,0.8647486830000002,-0.005972197500001997,0.22063316850000006
quinone__menF_ale7__2,1.6377376662844612,-1.229657998,0.8297670830000001,0.07429400549999876,0.11180404550000043
quinone__menF_ale8__1,1.0497866275148169,-2.036013312,1.0002332430000005,-0.15550237950000145,-0.04817471949999952
quinone__menF_ale8__2,0.678330495100801,-2.119596395,0.9954071830000012,0.07827911449999903,-0.3402880524999992
quinone__delmenFubiC__1,0.3493065194783653,-0.819513272,0.5032428030000009,-0.21550509150000074,-0.3092731874999988
quinone__delmenFubiC__2,0.210511798007147,-0.4592998740000001,0.5733612729999997,-0.20429675849999995,-0.17641565349999766
quinone__menFubiC_ale1__1,0.8514633838800427,-1.947743122,0.6889852029999997,-0.14987097550000072,-0.0647406565000006
quinone__menFubiC_ale1__2,0.9225076638653504,-2.954294233,0.6891632330000004,-0.13929405850000087,-0.15206502249999865
quinone__menFubiC_ale2__1,0.890140269216362,-1.5052340629999998,0.5664049030000005,0.011536433499998113,-0.2111487194999988
quinone__menFubiC_ale2__2,0.181929764928634,-2.220986096,0.587592463,0.039857293499999,-0.058635081499999415
quinone__menFubiC_ale3__1,-0.4761338586084414,-1.510323105,0.1084791789999997,-0.5764822375000014,-0.08964278949999915
quinone__menFubiC_ale3__2,0.2639970013706231,-1.775639412,0.1436014399999994,-0.4922614065000008,-0.0698728434999989
quinone__menFubiC_ale4__1,0.7197306361336677,-2.650203883,1.042582673,-0.3211718735000009,-0.6007593124999984
quinone__menFubiC_ale4__2,0.649118163182197,-2.482375704,1.0279896629999996,-0.28231552849999986,-0.5026456094999991
oxyR__wt_glc__1,-0.0165031142532547,-1.639128336,0.09382866099999987,-0.6475323565000011,-0.1736526654999988
oxyR__wt_glc__2,0.3009381140050441,-1.129658105,0.13043923000000035,-0.5660511595000006,-0.10666454249999903
oxyR__wt_h2o2__1,-0.6090201663075024,-1.370088125,0.05757602200000101,-0.6317375725000014,-0.11395291449999954
oxyR__wt_h2o2__2,-0.0624512977403433,-0.2706201180000001,0.4618741830000008,-0.2562616105000011,0.017459298500000386
oxyR__glu_ale4__1,0.8963886802678545,-1.1388892940000002,0.7723290729999999,-0.2800959135000003,0.4358023165000011
oxyR__glu_ale4__2,0.6768749618516814,-2.510117827,0.49579595299999996,-0.2097963835000005,0.16063440350000047
oxyR__glu_ale4_h2o2__1,0.2295042652685099,-2.117899913,0.6213283730000008,-0.11132726950000027,0.35012257650000045
oxyR__glu_ale4_h2o2__2,0.0677447784743348,-2.094408469,0.4863484329999999,-0.11688141449999988,0.3245514705000012
oxyR__oxyR_ale17__1,0.4678310773923991,-2.248599657,0.13801763000000022,-0.3211070615000011,0.6820349205000005
oxyR__oxyR_ale17__2,0.2756581038431336,-2.487296684,0.15520324300000074,-0.4334807255000008,0.6488653885
oxyR__oxyR_ale17_h2o2__1,0.4203897006378588,-2.401221422,0.21122745300000112,-0.3285468585000002,0.6121383694999993
oxyR__oxyR_ale17_h2o2__2,-0.0309250414325368,-1.3153557120000001,0.156206473000001,-0.4067040685000008,0.6900592575000015
oxyR__oxyR_ale18__1,-0.0831141509115101,-2.271190318,-0.2332659079999999,-0.7690475815000024,-0.2568402814999988
oxyR__oxyR_ale18__2,0.2188736667559077,-1.610251432,-0.08594182799999928,-0.7896709075000024,-0.15287433549999907
oxyR__oxyR_ale18_h2o2__1,0.0438233615538827,-2.49224617,0.027939159000000657,-0.5079082875000012,0.32954416550000065
oxyR__oxyR_ale18_h2o2__2,-0.1686234500820755,-2.429588328,0.09512536300000107,-0.5136062095000007,0.3982551055000005
oxyR__oxyR_ale19__1,-0.1646264733884114,-2.378846331,-0.1866830670000006,-1.0488298425000018,-0.3167311434999993
oxyR__oxyR_ale19__2,-0.1526813906667011,-1.8193233880000002,-0.08065952299999958,-0.7677674225000013,0.03855803750000142
oxyR__oxyR_ale19_h2o2__1,0.2763116327665511,-2.311498425,-0.3216936859999997,-1.0040422965000024,-0.3410771644999988
oxyR__oxyR_ale19_h2o2__2,0.1185752523352617,-2.162196715,-0.22926116100000016,-0.9743311685000008,-0.2926749604999994
oxyR__oxyR_ale20__1,0.2750060012437102,-2.435312576,-0.29073972199999965,-0.7348181785000003,0.3667620935000002
oxyR__oxyR_ale20__2,0.3554203158311432,-2.514641583,-0.3286302970000001,-0.7374540895000008,0.2693497675000014
oxyR__oxyR_ale20_h2o2__1,0.0500189429874685,-2.227834928,-0.1032146049999998,-0.5476945355000007,0.3920265375000014
oxyR__oxyR_ale20_h2o2__2,0.1923810306822291,-2.427238081,-0.05797147799999891,-0.5966921155000007,0.37092413350000003
svns_pgi__BmePgi24_15__1,0.2412764615675095,-0.4827569749999996,0.20789728299999946,-0.5030088485000004,-0.10154535849999924
svns_pgi__BmePgi24_15__2,0.0231192088044548,-0.16350482399999988,0.2882144130000004,-0.4705063905000007,-0.3156219654999992
svns_pgi__BmePgi24_26__1,0.0588121558188036,-1.0142092479999998,0.16856253300000112,-0.6809120685000014,-0.06948568449999915
svns_pgi__BmePgi24_26__2,0.4210633152516863,-0.850211577,0.14498237199999942,-0.7789388944999995,-0.03298121549999955
svns_pgi__BmePgi24_41__1,0.7433987078829817,-0.17281102199999987,0.4958493130000008,-0.5732511435000003,0.09003264949999945
svns_pgi__BmePgi24_41__2,0.3090124794909076,-1.2670613439999998,0.08223337899999983,-0.7276872855000011,0.09084923650000044
svns_pgi__BmePgi24_52__1,0.1240273874568509,-1.218770453,0.2600776430000007,-0.5727720955000013,0.2280290295000009
svns_pgi__BmePgi24_52__2,0.1393831952150773,-0.9133383490000001,0.11009234900000033,-0.6420311575000017,0.045015701500002336
svns_pgi__PaePgi2_34__1,0.7179165392401526,-0.05741447499999985,0.9464174330000006,-0.25399794850000035,0.06744731250000148
svns_pgi__PaePgi2_34__2,0.8727033619712634,-0.0104785749999996,0.980365153000001,-0.2463934045000009,0.04479849650000123
svns_pgi__PaePgi2_63__1,1.0180737553436656,-0.7073629509999999,0.998691483,-0.27737804150000045,0.16022988150000114
svns_pgi__PaePgi2_63__2,0.99442436795772,-0.4844559049999999,0.974959343,-0.2895602155000017,0.141345867500001
svns_pgi__PaePgi24_54__1,0.7724591250278751,-1.790952635,0.8303385730000006,-0.15440206550000113,0.12418623450000064
svns_pgi__PaePgi24_54__2,1.1814814976232015,-1.618884655,0.9265034130000008,-0.12856305150000047,0.1773132215000004
svns_pgi__PaePgi24_90__1,1.22134558686005,-1.9892560119999998,0.809689723,-0.3563040015000025,0.3188783845000005
svns_pgi__PaePgi24_90__2,0.4632355854908092,-1.710702685,0.9991721830000008,-0.29402680750000165,0.3431820045000009
abx_media__m9_ctrl__1,0.5438183415246315,-0.35364520399999977,-0.21908725299999965,-0.19254825350000004,-0.3554692464999993
abx_media__m9_ctrl__2,0.999453291046524,0.022653601000000027,0.06872792999999966,-0.0069729905000013295,-0.2348982134999993
abx_media__rpmi_ctrl__1,0.1846472735608955,-2.767371975,0.1818832429999997,-1.4277807655000014,-0.8119926804999995
abx_media__rpmi_ctrl__2,-0.0293967171340697,-2.8766633,0.4604582229999998,-0.7138445255000008,-0.8293008374999989
abx_media__camhb_ctrl__1,0.4003301594539099,-3.063900618,-1.4667156490000008,-1.6206768645000011,-1.3383975505000008
abx_media__camhb_ctrl__2,0.6246075438012431,-2.76849627,-1.5642143070000003,-1.5540019985000004,-1.2419825194999996
abx_media__m9_mero__1,1.012627581254721,-0.8129804829999999,0.10006032100000084,-0.604201626500001,-0.5594952584999993
abx_media__m9_mero__2,0.3403807121555965,-0.15479100800000012,-0.24440689100000054,-0.32353194750000114,-0.3955920684999992
abx_media__rpmi_mero__1,0.1766669128654104,-2.904193042,-0.15585906599999966,-1.178776815500001,-1.0346190904999988
abx_media__rpmi_mero__2,-0.397966064669775,-2.539170326,0.12222331400000107,-1.2187590125000014,-0.8550190214999995
abx_media__camhb_mero__1,0.9669422307125956,-2.8831760060000002,-2.568928611,-1.8631709255000013,-1.9034436515000002
abx_media__camhb_mero__2,0.7278383847337699,-2.834255259,-2.3720532899999998,-1.6599600125000018,-1.8338377315
abx_media__m9_trisulf__1,0.6466858640110569,-1.111591233,-0.13952741599999996,0.2735606664999999,-0.4139257004999992
abx_media__m9_trisulf__2,0.0565520678310762,-1.066925507,-0.12156318199999915,0.25725040150000034,-0.3658489224999988
abx_media__rpmi_trisulf__1,-0.3237190847112849,-2.6593132,-1.1385435739999998,-0.5835285005000008,-1.1970739354999989
abx_media__rpmi_trisulf__2,-0.0112561096006376,-2.70000355,-1.1257448149999991,-0.5953394565000014,-1.1370689814999988
abx_media__camhb_trisulf__1,-0.2216864801038201,-2.529094214,-0.6163487490000001,-0.5203182055000006,-1.050015822499999
abx_media__camhb_trisulf__2,-0.2751418376678419,-2.630407843,-0.6510849729999997,-0.5073662345000011,-1.1212806754999995
abx_media__m9_cef__1,-0.2035361964567629,-0.7240224419999999,-0.4245596339999995,0.08526335449999856,-0.14394787049999902
abx_media__m9_cef__2,0.08691999545751,-1.066689621,-0.35219075799999894,0.14571378449999986,-0.3637892844999993
abx_media__rpmi_cef__1,-0.0136942833724422,-2.728291605,0.17718560299999986,-0.2890664925000017,-0.9479018824999984
abx_media__rpmi_cef__2,0.001540262934435,-2.9230271739999996,0.25364192300000177,-0.1824112925000012,-0.828942829499999
abx_media__camhb_cef__1,-0.2080114178143634,-2.91649442,-0.8382274849999991,-0.5600824835000004,-0.9917317394999996
abx_media__camhb_cef__2,-0.4562125949239397,-2.674003608,-0.9034556939999998,-0.6767745725000012,-1.0507998014999993
abx_media__m9_cipro__1,0.8798424359496044,0.1631116180000003,-0.29610201100000033,0.4342818614999988,-0.5461974324999996
abx_media__m9_cipro__2,0.2730994430704467,-0.013525883999999877,-0.23094071100000055,0.4325959224999991,-0.6536082704999995
abx_media__rpmi_cipro__1,0.1083609837268524,-2.8233159310000002,-0.7087974589999995,-0.533112290500001,-1.2084995715
abx_media__rpmi_cipro__2,0.4199919437714474,-2.755608708,-0.9681077109999999,-0.672308536500001,-1.268016939499999
abx_media__camhb_cipro__1,0.0409113128157419,-3.063900618,-1.3565894469999993,-0.8066460445000008,-1.6057893565
abx_media__camhb_cipro__2,-0.2322689061582518,-2.98030653,-1.1236836730000004,-0.7385115715000009,-1.5622716604999995
hot_tale__42c_ale3_30c__1,-0.4788185941832079,-2.71556018,0.06220796800000095,-0.4863226565000014,-0.2280425984999992
hot_tale__42c_ale3_30c__2,0.5895164637515418,-2.623565371,0.017358810000001057,-0.5547234925000017,-0.411747888499999
hot_tale__42c_ale3_37c__1,-0.1186234319862392,-2.390681389,0.4355665230000003,-0.4694425855000013,-0.3369046924999983
hot_tale__42c_ale3_37c__2,0.5510693463187155,-2.290948857,0.4006368030000012,-0.4479674445000006,-0.4763269894999995
hot_tale__42c_ale3_44c__1,0.0983228838843051,-1.166303243,0.3718853430000007,-0.02952997950000125,0.3283116975000011
hot_tale__42c_ale3_44c__2,0.3302748854266643,-1.5150647240000001,0.3553441930000005,0.006311418499999277,0.3002538615000008
hot_tale__hot_ale3_mid_30c__1,-0.1726105992308453,-1.41757612,0.7396188830000003,-0.08664356550000107,0.16126927850000072
hot_tale__hot_ale3_mid_30c__2,0.5298693556711522,-1.6130897219999998,0.5625003330000009,-0.1008850945000006,0.09251735050000054
hot_tale__hot_ale3_mid_37c__1,-0.0263926661497884,-2.662830868,0.5847484430000005,-0.5291750435000004,-0.30707745949999943
hot_tale__hot_ale3_mid_37c__2,0.4491878546800537,-2.380533884,0.1894337430000004,-0.8200618455000006,-0.09487107449999944
hot_tale__hot_ale3_mid_44c__1,0.5877598815465005,-3.063900618,-0.07124534099999913,-0.5761194285000002,0.13577226050000046
hot_tale__hot_ale3_mid_44c__2,1.5902062684323612,-1.703789868,-0.002275452999999317,-0.4985162905000014,0.2854650045000007
hot_tale__hot_ale3_30c__1,0.4977863028498527,-2.261563532,0.5150203330000007,-0.3221970535000009,0.08882447450000086
hot_tale__hot_ale3_30c__2,0.1049317562962949,-2.3136575919999998,0.5286701730000001,-0.21845779750000105,0.14737257750000146
hot_tale__hot_ale3_37c__1,0.1004038046345773,-2.480290393,0.3493771030000001,-0.711076706500001,-0.03415785649999936
hot_tale__hot_ale3_37c__2,0.7572110292801457,-2.373821982,0.3963193829999998,-0.6720003175000011,0.11890179550000113
hot_tale__hot_ale3_44c__1,0.8828058161586664,-2.3202088219999997,0.28643448300000074,-0.6911875015000009,-0.12267522949999955
hot_tale__hot_ale3_44c__2,0.507365250404731,-1.880266065,0.30231870300000097,-0.5796304535000001,-0.14189374849999936
hot_tale__hot_ale4_30c__1,-0.051947158952677,-2.96714558,-0.0598787810000001,-0.6668791315000009,-0.3591463354999993
hot_tale__hot_ale4_30c__2,0.4599844703485203,-2.7376543210000004,0.0276806220000001,-0.5694105275000014,-0.2995226504999993
hot_tale__hot_ale4_37c__1,0.080470529414396,-2.690604284,-0.15436083400000022,-0.7970919045000011,-0.44724785749999896
hot_tale__hot_ale4_37c__2,0.273473589451084,-2.388770203,-0.04945322999999924,-0.8461084205000011,-0.2143993704999998
hot_tale__hot_ale4_44c__1,0.5247909202294359,-2.187774181,0.16471379300000066,-0.19908843750000216,0.1914428035000002
hot_tale__hot_ale4_44c__2,0.6954658641570866,-2.299417469,0.0758041020000011,-0.4070465515000024,0.12190072050000113
hot_tale__hot_ale8_30c__1,0.6190057873364054,-2.27288372,-0.056768664999999885,-0.5594960895000014,-0.05805379449999925
hot_tale__hot_ale8_30c__2,0.3138271708612098,-2.546388443,-0.10699186199999923,-0.5038592885000002,-0.11762170749999877
hot_tale__hot_ale8_37c__1,0.3078066313303198,-2.408364656,-0.007091699000000062,-0.6562123495000014,-0.07566920249999852
hot_tale__hot_ale8_37c__2,0.980100002485103,-2.441571976,-0.04404757799999892,-0.659855899500001,-0.042438823499997724
hot_tale__hot_ale8_44c__1,1.190648816885839,-1.359018478,0.07381628000000083,-0.07382770849999963,0.3606678225000009
hot_tale__hot_ale8_44c__2,1.2235267189019303,-1.548753661,0.1405062560000001,-0.1218568935000004,0.3881329455000007
hot_tale__hot_ale9_mid_30c__1,-0.4811040139004285,-1.941750598,0.11993167500000013,-0.4791588485000009,-0.017117654499998913
hot_tale__hot_ale9_mid_30c__2,-0.233896179842538,-2.589080422,0.10594186400000004,-0.4254981295000011,0.024780219499999312
hot_tale__hot_ale9_30c__1,-0.2318359574652632,-2.374176809,0.057352916000001024,-0.7666888895000009,-0.24344961049999905
hot_tale__hot_ale9_30c__2,0.2872948039755729,-2.4898038380000003,0.17408408300000033,-0.7144685355000009,-0.2171794654999992
hot_tale__hot_ale9_mid_37c__1,-0.0237443072494214,-2.700839531,-0.07088768000000023,-0.8098953175000014,-0.2633924184999987
hot_tale__hot_ale9_mid_37c__2,0.4225187162722447,-2.266374131,0.028525377000001132,-0.7267048265000025,-0.19936573249999867
hot_tale__hot_ale9_37c__1,0.2012123997746556,-2.393763152,0.032825572000000136,-0.8316562655000013,-0.2251863154999993
hot_tale__hot_ale9_37c__2,-0.1268880079526528,-2.304009641,0.03721724300000062,-0.7900438585000007,-0.3138012414999993
hot_tale__hot_ale9_mid_44c__1,-0.2102726175317712,-1.663474565,0.2861256930000007,-0.15745627849999974,0.32867939450000083
hot_tale__hot_ale9_mid_44c__2,-0.1762922481005837,-1.826371213,0.3056119630000005,-0.17423026550000031,0.13715371250000086
hot_tale__hot_ale9_44c__1,0.032377108090909,-1.655918443,-0.02729796100000037,-0.3817692005000009,0.2043196165000012
hot_tale__hot_ale9_44c__2,0.18151021812128,-1.687392114,-0.08631352099999923,-0.4245381205000012,0.038305581500000414
hot_tale__hot_ale10_30c__1,-0.0941769829553185,-2.495594387,0.23749544300000025,-0.4048192375000017,0.17423609449999944
hot_tale__hot_ale10_30c__2,-0.1438875109107435,-2.595774005,0.4220348329999997,-0.3913237745000009,0.20468928450000054
hot_tale__hot_ale10_37c__1,-0.0720764451070067,-2.719825277,0.06875389400000033,-0.8734479885000006,-0.32545248949999905
hot_tale__hot_ale10_37c__2,-0.0638308385870455,-2.128421354,0.12083432100000024,-0.8586481575000011,-0.20625851949999952
hot_tale__hot_ale10_44c__1,0.9782363758304274,-1.769830339,-0.03575344399999913,-0.5614283555000013,0.007231368499999391
hot_tale__hot_ale10_44c__2,2.562383011249699,-1.2068146869999998,0.11004349699999948,-0.453012803500001,0.013572844500000514
hot_tale__hot_ale16_30c__1,-0.161325365243577,-2.502983966,0.12930916100000012,-0.5154001985000011,0.06146230050000056
hot_tale__hot_ale16_30c__2,-0.047758485232141,-2.774862918,0.25108644300000016,-0.4354985195000012,0.07951014850000071
hot_tale__hot_ale16_37c__1,0.0070898919585477,-2.576194397,-0.02264786099999938,-0.8158610125000019,-0.05334570449999898
hot_tale__hot_ale16_37c__2,0.5248724128689369,-2.443108263,-0.007290675000000134,-0.8157719835000004,-0.1105927954999988
hot_tale__hot_ale16_44c__1,0.9727850465689468,-1.7003532579999998,0.039920518000000633,-0.4651136655000014,0.2498183644999994
hot_tale__hot_ale16_44c__2,0.6889524907662802,-1.3090325549999997,0.206041613,-0.3570846035000006,0.4299435455000005
pdhr_ale__pdhR-13_51__1,0.3360138796001293,-1.97980645,0.42604259299999997,-0.6523027445000009,-0.12823125749999864
pdhr_ale__pdhR-13_51__2,0.2249749433490476,-2.276604613,0.3453698430000003,-0.6094151285000002,-0.0017489554999992052
pdhr_ale__pdhR-14_46__1,0.2490704119823297,-0.12498608300000005,0.4137442230000001,-0.4226446195000007,-0.12849797949999964
pdhr_ale__pdhR-14_46__2,0.44029008568602,-0.993028039,0.3746890430000001,-0.4752205505000013,-0.10850641249999883
pdhr_ale__pdhR-15_51__1,0.430721537176619,-2.493579452,0.20815125300000048,-0.6224597265000025,-0.11421509749999892
pdhr_ale__pdhR-15_51__2,0.3289369331279599,-2.231749293,0.29122772299999866,-0.5870771115000011,-0.022060610499999637
pdhr_ale__pdhR-16_49__1,0.310507867303576,-2.4199744990000003,0.3586398129999999,-0.5607076005000007,-0.029568962499999074
pdhr_ale__pdhR-16_49__2,0.4003865197132424,-1.470758484,0.2910247429999995,-0.4169587135000006,0.06996596050000115
tcs__del_atoC_LiAcet__1,0.2953526392563304,-2.8152988,0.3723211630000005,-0.18134304550000024,0.11987262350000005
tcs__del_atoC_LiAcet__2,0.6356879239398303,-2.744300604,0.5545006830000005,-0.0386154645000012,0.3139405385000007
tcs__del_atoC_LiCl__1,0.3020980833445034,-2.567859664,0.7297175930000002,0.02239996949999856,0.1931644615000012
tcs__del_atoC_LiCl__2,0.6371020995401577,-2.4311237130000003,0.803204053,0.11272477549999847,0.25291090750000045
tcs__del_atoC_m9__1,0.1328524584691862,-2.436723573,0.6994936329999994,-0.056110223500001055,0.1347022915000009
tcs__del_atoC_m9__2,0.3041903584341106,-2.346732472,0.8078232029999999,-0.04076607250000208,0.2756682365000023
tcs__del_baeR_etoh__1,3.5786770789907663,-2.214101152,0.725387413,-1.3070438615000013,1.8335522395000008
tcs__del_baeR_etoh__2,3.3447769650605226,-2.501815579,0.8432000029999998,-0.9103765525000016,2.0021776035000016
tcs__del_baeR_lb__1,1.897346475806152,-1.1030865609999998,0.452954033000001,-0.07423724050000048,0.5279175545000011
tcs__del_baeR_lb__2,1.4494972833047968,-1.102693519,0.5136486629999997,-0.1987189185000009,0.5804894445000004
tcs__del_btsR_01xlb__1,24.87713630654129,0.8247164970000003,-1.0043266899999992,-0.42604384950000096,-1.5613833854999992
tcs__del_btsR_01xlb__2,25.05090954473576,0.9037578500000004,-1.1325108709999991,-0.4191549785000008,-1.3891346094999992
tcs__del_btsR_lb__1,1.164678983631297,-2.314415772,0.9059306429999996,0.19018943349999876,1.2765130405000011
tcs__del_btsR_lb__2,1.1484986744427714,-2.390839551,0.882795573000001,0.11265081249999832,1.2704550625000015
tcs__del_btsR_pyruvate__1,24.73368469940968,0.999469059,-1.2074819320000003,-0.4017095755000009,-1.758145044499999
tcs__del_btsR_pyruvate__2,24.958910494700365,1.0233626999999998,-1.2602474279999996,-0.4281497185000003,-1.7828460924999991
