,PSPTO_RS22165
SRX1828913,0.0585498199
SRX1828914,1.2884574158
SRX1828915,-0.0312488686
SRX1828916,1.2245816423
SRX1828917,-0.0273009513
SRX1828918,1.6428545459000001
SRX3983989,1.2634024709
SRX3983990,0.1713182339
SRX3983993,1.1515797324000001
SRX3983994,0.4759579104
SRX3983995,1.1194030492
SRX3983996,1.7459233367
SRX3983997,1.0343522684
SRX3983998,0.6127997335
SRX3983999,0.8988822120000001
SRX3984000,0.6482167745
SRX3984001,1.3213249777
SRX3984002,1.3139925878
SRX3984003,1.4912720494
SRX3984004,0.6928646743
SRX3984005,1.3944708756
SRX3984006,1.8027075585999999
SRX3984007,0.681454129
SRX3984008,0.8172312021
SRX3984009,0.5167078583
SRX3984010,1.8749304342
SRX3984011,0.7597190242
SRX3984012,0.5117340835
SRX3984013,0.3743855062
SRX3984014,0.8511406105
SRX3984015,1.4517437336
SRX3984016,0.8449320804
SRX3984017,2.0802849908
SRX3984019,0.9453550924
SRX3984020,1.8743722444
SRX3984021,2.0352509365
SRX3984022,2.1160199207
SRX3984023,-0.22827893500000002
SRX3984024,0.6320855404
SRX3984025,0.8427055352
SRX3984026,1.3598146425
SRX3984027,0.8191929488
SRX3984028,1.813785806
SRX3984029,1.2648218086
SRX3984031,1.1312738598
SRX3984032,1.6014703369
SRX3984034,-0.0031937819
SRX3984035,0.5284179333
SRX3984036,2.3857224973
SRX3984037,3.1728695286
SRX3984038,1.6015549807
SRX3984039,2.6235985564
SRX3984040,0.4851391017
SRX3984041,1.9852955139000001
SRX3984042,1.4401378158
SRX3984043,0.8658434749
SRX3984045,-0.7457525291
SRX3984046,0.37446135540000003
SRX3984047,1.7415851216
SRX3984048,1.7191507235999999
SRX3984049,1.6090123733000001
SRX3984050,0.9757140922
SRX3984051,1.6682903101000002
SRX3984052,0.2533826308
SRX3984056,1.2343461343
SRX3984057,1.8854827153
SRX3984058,1.3148426414
SRX3984059,0.2416473564
SRX3984061,-0.0016830657
SRX3984062,0.3573448164
SRX3984063,0.356415502
SRX3984064,0.8322020336
SRX3984065,0.20685670280000001
SRX3984066,0.3178725991
SRX3984067,0.6290430189
SRX3984068,0.7658207732000001
SRX3984069,0.8912536150000001
SRX3984070,1.7508109349
SRX3984071,1.3607525075
SRX3984073,0.6516014370000001
SRX3984074,0.6907694693
SRX3984077,0.17042552290000001
SRX3984078,0.09196463860000001
SRX3984079,1.8838147437
SRX3984080,-0.14298863850000001
SRX3984082,0.3502909578
SRX3984084,1.0499396825
SRX6997963,0.7911472991
SRX6997964,0.1852801541
SRX6997965,0.8939979458
SRX6997967,0.5058346457
SRX6997968,0.5284501588
SRX6997969,-0.0676200757
SRX6997971,-1.2969819448
SRX6997972,-2.0360588319
SRX6997973,0.17478880730000002
SRX3159100,1.0724100514
SRX3159101,0.3948988605
SRX3159102,-0.5712137267
SRX3159103,-0.8960951852
SRX3159000,1.7316106543
SRX3159001,1.1857470827
SRX3159002,-0.2664755945
SRX3159003,0.8451859612
SRX3159004,1.3875786257
SRX3159005,1.3891170843
SRX3159006,1.7347873632000002
SRX3159007,0.061056149500000004
SRX3159008,-0.2540480936
SRX3159009,-0.9462024105
SRX3159010,-0.9462024105
SRX3159012,1.4739110640000002
SRX3159013,-0.9462024105
SRX3159014,1.6320250416
SRX3159015,-0.9462024105
SRX3159016,-0.9462024105
SRX3159017,1.6959420478
SRX3159018,1.3315219658
SRX3159019,0.9259350691
SRX3159020,0.8023445948
SRX3159021,1.0520613824
SRX3159022,-0.9462024105
SRX3159023,0.8854230707
SRX3159024,-0.1497621992
SRX3159025,-0.9462024105
SRX3159026,0.22967868130000002
SRX3159027,1.966929644
SRX3159028,1.402176595
SRX3159029,-0.9462024105
SRX3159030,0.3937498967
SRX3159034,1.8038012757000002
SRX3159036,1.5686669897
SRX3159037,1.3950535827000001
SRX3159041,2.0788876633
SRX3159042,1.8850383128
SRX3159043,2.0892855089
SRX3159045,1.6779808677
SRX3159047,0.5334393967000001
SRX3159048,-0.9462024105
SRX3159049,1.5190990355
SRX3159050,0.8278808378
SRX3159051,0.7585674963
SRX3159052,1.7779034428
SRX3159053,1.6411216241000002
SRX3159054,0.3467118396
SRX3159055,-0.9462024105
SRX3159056,1.9421901203
SRX3159057,2.5412665161
SRX3159058,-0.9462024105
SRX3159060,1.3304315686
SRX3159061,1.379595373
SRX3159062,1.7753253343000002
SRX3159063,0.7551412435
SRX3159066,-0.9462024105
SRX3159069,0.7253964616
SRX3159070,-0.9462024105
SRX3159071,-0.3521385295
SRX3159073,-0.9462024105
SRX3159074,-0.9462024105
SRX3159075,-0.9462024105
SRX3159076,0.6087858996000001
SRX3159080,2.4494858575
SRX3159082,-0.0808034693
SRX3159083,1.196581073
SRX3159086,-0.9462024105
SRX3159087,-0.9462024105
SRX3159088,1.9390952204
SRX3159089,0.8260614265
SRX3159090,0.9960281470000001
SRX3159091,0.1251972698
SRX3159092,0.06338516670000001
SRX3159093,0.3473463384
SRX3159094,2.1244015054
SRX3159095,1.1332753595
SRX3159096,-0.9462024105
SRX3159097,0.9899745253000001
SRX3159098,1.3611204902
SRX3159099,-0.9462024105
SRX3158988,1.101563669
SRX3158989,-0.8533860527
SRX3158990,0.7920653783
SRX3158991,0.8496482429000001
