,A,RplD,ArcA,DksA,Fnr
abx_mega__naoh-6__5,-0.3285320178,-0.8093002737,-0.17484840610000002,-0.5021661505,0.4263555999
abx_mega__teix_dmso__11,0.0467104131,-0.033829844000000005,-0.37866698060000004,-0.41804929230000004,0.0158778074
abx_mega__van_h2o__3,-0.4313351159,1.3966885068,-0.2466820523,0.35412912490000004,-0.353805546
abx_mega__teix_dmso__12,-0.5423398611,-0.1355444335,-0.44428095980000004,-0.6166606756,-0.0949833372
abx_mega__dox_dmso__6,2.9242423780999998,-0.2620891482,0.7972235026000001,1.5901263975000002,-0.0402154183
abx_mega__teix_dmso__13,2.8018550426,0.2379787848,-0.6681049898,-0.4244751994,-1.0545825032
abx_mega__h2o-7__3,-0.0242466515,0.7720242189000001,-0.6444253488,-1.4182270162,0.0329465014
abx_mega__str_h2o__4,2.0426614872,0.6532516146,1.3237205784000001,0.1392238338,0.49062571110000003
abx_mega__tec_h2o__3,4.2366736799,0.8458266665,-0.7269781167,0.8014953929,-2.5030278976
abx_mega__phos_h2o__7,0.385886402,-0.3678858745,-0.419732614,-0.6735589682,0.22288803100000001
abx_mega__chl_h2o__5,1.3930372341,2.4939011842,-1.20391518,-1.3675863194,0.35465275100000004
abx_mega__polmyx_h2o__6,1.0854016461,-0.3213742445,0.3177096072,0.3597141682,0.49303985780000004
abx_mega__teix_dmso__14,0.3327097634,0.0844708713,-0.3527548835,-0.5610848153,0.0909615292
abx_mega__rif_dmso__7,2.2599964053,-0.2128092828,-0.5273337604,0.5196732625,-0.6050113022
abx_mega__ramo_h2o__3,0.7011861146,0.5006108029,-0.09956798480000001,0.348969034,-0.9469901951
abx_mega__fidax_dmso__4,-1.4483481991,-0.39255098180000003,-0.5793740741,-0.1824112344,0.0893514383
abx_mega__teix_dmso__15,-1.7348618877000002,0.5269260992,-0.6560487783,-0.8450917606,0.533781862
abx_mega__thio_dmso__4,1.8379661685,2.6247341037,-0.8122972091,-2.082523084,-0.5504288499000001
abx_mega__rif_dmso__8,3.8463794609,-0.5798695015,-0.5523283406,1.1357380366,-1.5708370051
abx_mega__reta_dmso__4,4.4541826564,2.7735098816,-0.4941901373,-2.0291746834,0.025528003
abx_mega__inh_h2o__4,-1.3895513687,-1.3838283814,0.018631723200000002,-1.7340444698000002,1.1960883277
abx_mega__novo_dmso__2,-2.1121329447,0.6146349879,-0.5160877503,0.0631771414,0.7337960436000001
abx_mega__dcs_h2o__3,-0.7851469976000001,0.47688592290000004,-0.7014788256000001,-1.2092358348,0.16543111060000001
abx_mega__h2o-8b__3,-0.6964396947,-0.10833496540000001,-0.5921202789000001,-0.9174711914,-0.3013275018
abx_mega__valin_dmso__3,2.7912579964,0.4089143731,-0.6426764761,0.9292488409,0.0524331097
abx_mega__h2o-2__1,1.1298155553,-0.9384556274,0.8100192573,0.5037139462,-0.1296792457
abx_mega__cro_h2o__4,1.9771491236,0.040715794900000005,-0.6810660943,-0.7130568700000001,-0.1166385846
abx_mega__dcs_h2o__4,-2.1061155829000002,1.0225366919,-0.44490424640000004,-1.4006765258,0.5228202102
abx_mega__str_h2o__5,-1.0701039533,1.2837493412,-0.8069696731,-0.384609015,0.0620767183
abx_mega__h2o-8a__3,1.3711793398,1.1944163794,-0.8317090932000001,-0.7433492825,-0.1670867104
abx_mega__dox_dmso__7,0.0476439272,-0.2085457098,-0.48981127210000003,0.39001145660000003,-0.023023933200000003
abx_mega__doxo_dmso__2,-4.7504005535000005,0.8149217562000001,-0.7361761565,0.0318658517,-0.1780022674
abx_mega__teix_dmso__16,2.7246146272000002,1.0290392549,-0.7635762723,-0.34745616300000004,-1.288192235
abx_mega__rfp_h2o__3,6.2037569612,0.43877681290000004,-0.673219145,1.0163238314,-1.1735091948
abx_mega__ethanol-10__3,-0.7717258275000001,0.6939201264,-0.6117182999,-0.7347110385000001,0.4256665049
abx_mega__naoh-2__2,2.1695759914,-0.4657586389,0.8249116608,0.5195180661000001,-0.14596955720000002
abx_mega__van_h2o__4,0.8202677518,0.59520752,-0.1835209761,0.7878876425,-0.6767342955
abx_mega__sacet_h2o__2,1.8963724534000002,-1.1894966042,1.2297299564,-0.34869558240000004,1.5844404703000001
abx_mega__monac_dmso__4,-0.7902385431000001,1.7016770758000002,0.8964491817,-0.6259057211,1.4941188956
abx_mega__h2o-2__2,2.565166191,-0.9627082566,0.6051719506000001,0.2787714211,-0.0048985968
abx_mega__zeocin_h2o__5,0.016399836100000002,1.1261956953,-0.7366201193,-0.3595264066,0.23466406990000002
abx_mega__nor_naoh__5,-1.2288778846,-0.3905775496,-0.6509915197,-0.8679491588,0.10958004780000001
abx_mega__naoh-9__2,-1.5731839808,-0.5426044162,-0.3619950656,-0.7946764752000001,0.2428538366
abx_mega__dmso-7__3,3.4427980633,-0.0730934228,-0.48443834680000003,-1.5067211631,0.0122195926
abx_mega__van_h2o__5,0.6857947232,0.6687553278,-0.5860169708,0.5763680181,-0.7705289413
abx_mega__flavo_dmso__4,2.0277039152,0.9049336023000001,-0.4899706324,-1.4311050286,0.14097936390000002
abx_mega__novo_dmso__3,-3.4081494825,0.8828023463,-0.6916261842,-0.2558812988,0.7008066596
abx_mega__polmyx_h2o__7,1.5218994252,1.1639059534,-0.7723148823,-1.0631106757,-0.2315847967
abx_mega__teix_dmso__17,-1.8383574112,0.6520548417,-0.9345604604000001,-0.8264912114,0.0029379619
abx_mega__doxo_dmso__3,-6.7072415934,0.7248992195,-0.7274115978,-0.09547435330000001,0.2023907492
abx_mega__mem_dmso__6,-0.2435703127,-0.6678641087,-0.3357729393,-0.5022335114,0.1023474546
abx_mega__h2o-1a__3,-0.4043850713,-0.0298775216,0.028162841,-0.0376129716,0.09042078
abx_mega__bacit_dmso__3,5.5233923735,-0.3665316315,-0.7346413894,0.9732095405000001,-0.36047292010000004
abx_mega__dox_dmso__8,1.4941513039,0.2186179212,0.4764316374,1.1855126913,-0.15851963700000002
abx_mega__teix_dmso__18,0.6367487557,-0.5549683015,-0.7448938301,-0.2443495203,-0.47527159550000003
abx_mega__h2o-6__3,0.4294083184,-0.7062926493,-0.3273924877,-0.5393117402000001,0.1865548514
abx_mega__pen_h2o__5,-0.8263810068,-0.10718081160000001,-0.4181937543,0.4775416632,-0.3567155809
abx_mega__lzd_dmso__4,-0.7603087119,0.3267504807,-0.2452545928,-1.0263430997,0.4367343567
abx_mega__daro__1,2.6261334138,2.0177431,-1.0870508238,-0.3428712887,0.6625246456
abx_mega__solv__1,1.2782622601,2.1574151649,-0.9961289279000001,-0.3083721229,0.7880810208
abx_mega__daro__2,2.5094623981,1.7143058195,-0.771228957,-0.1707255945,0.6348490171
abx_mega__daro__3,2.1954220692,1.1321638085,-0.2988503818,0.1428619425,0.5130885568
abx_mega__solv__2,1.2501344809,2.3414457558,-1.3060500737,-0.9655616608,0.7836153299
abx_mega__solv__3,3.4192326048,1.6230532576,-0.4698493415,0.1294630341,0.5666938681
abx_mega__dmso-4__1,5.3547613282,-2.3663311003,-0.431836726,-0.0896921183,-0.2069186369
abx_mega__kirr_dmso__1,2.6068965159,2.0010399656,-0.2479315403,-1.2101033617,0.30096120800000004
abx_mega__kirr_dmso__2,2.0428508655,2.2742871344,-0.3208997619,-1.2290827352,0.2233268874
abx_mega__kirr_dmso__3,4.6425172779,2.1557018368,-0.5793796718,-1.0803041385,0.36914748480000004
abx_mega__dmso-4__2,5.1434706989,-2.2529251088,-1.0214167472,-0.09187795750000001,-0.38116480880000003
abx_mega__dmso-4__3,3.7579259097,-1.8885692388000002,-0.3290600459,0.0733693529,-0.179866355
ackA_pta__dnaA46_del_ackA__1,0.6176567287,-0.36824474830000004,0.6598914536,0.196012406,0.3573392885
ackA_pta__dnaA46_del_ackA__2,0.6738607099,-0.5670090292000001,0.9832884074,0.6079058310000001,0.5215083736
ackA_pta__dnaA46_del_ackA__3,-0.0181941547,0.0651314481,0.8721664519000001,0.2361118931,0.4033689451
ackA_pta__dnaA46_del_pta__1,-0.4893769351,-2.803501089,2.1359526484,1.1628890098,0.10380176390000001
ackA_pta__dnaA46_del_pta__2,0.3150607914,-0.18150231700000002,0.2737678919,-0.010576070100000001,0.4097892231
ackA_pta__dnaA46_del_pta__3,0.840052691,-0.3105382487,0.695521326,0.1896194094,0.5224825499
ackA_pta__dnaA46__1,0.5345462178,0.0053877217000000005,0.0027797833,0.0591269184,0.1528474884
ackA_pta__dnaA46__2,-0.2213927511,0.6158993763,0.40495222070000003,-0.28179835400000003,0.3481605142
ackA_pta__dnaA46__3,0.1202670472,-0.043481597600000005,0.060148937000000006,0.1202351447,-0.0266460084
ackA_pta__del_ackA__1,0.4752249677,-0.4321459118,0.5717783675,0.2618332897,0.1774931888
ackA_pta__del_ackA__2,-0.4461432957,-1.8961780536,2.013377032,0.8823509394,-0.1232001154
ackA_pta__del_ackA__3,0.33471767750000003,-0.21167363490000002,0.5681472350000001,-0.007193932100000001,0.190084841
ackA_pta__del_pta__1,0.0808744775,0.0070793045,0.010549156700000001,-0.4915067732,0.2671184528
ackA_pta__del_pta__2,0.0458613539,-0.1831881567,0.4934227188,0.2395755377,0.2566617834
ackA_pta__del_pta__3,0.1390625431,-0.1758074845,0.5664943758000001,0.0519526259,0.1341478918
ackA_pta__wt__1,0.3901555524,-0.0738538301,0.0090813135,0.2318098408,-0.0535312287
ackA_pta__wt__2,-0.23488190280000001,-0.0015857489,-0.0779921871,-0.16258154630000002,0.0033558917
ackA_pta__wt__3,-0.1552736496,0.0754395791,0.0689108736,-0.06922829450000001,0.050175337
anticancer__5fu__1,-1.3833948359,0.7100759627000001,-0.2660637843,-0.9481420635000001,0.0681602907
anticancer__5fu__2,-1.5784418378,0.6906018952,-0.1977449234,-0.8598823830000001,-0.1688407481
anticancer__cap__1,-1.4038390329000001,-0.1245306644,-0.8011750807,-0.6248388045000001,0.44868520630000003
anticancer__cap__2,-1.3790124191,0.0077729621,-0.7229537595000001,-0.6743078610000001,0.41306374030000004
anticancer__cap__3,-0.8513112993,0.0107731219,-0.7316805148000001,-0.6061806166,0.3264594677
anticancer__wt__1,0.0025413876,-0.2139315572,0.24226025480000002,0.2975420616,0.28664804520000003
anticancer__wt__2,-0.1086485821,-0.0068713525000000004,0.035584912600000004,-0.0322618557,-0.0931429685
anticancer__wt__3,0.10610719440000001,0.22080290970000002,-0.27784516740000004,-0.2652802059,-0.1935050767
anticancer__5fu__3,-2.2554604562,0.8406344596,-0.45637460430000004,-0.9905780388000001,-0.101350492
bio_pln__aero_pln__1,0.2007911111,0.0818176197,-0.0047153767,-0.0248108216,-0.0045074173
bio_pln__aero_pln__2,-0.2007911111,-0.0818176197,0.0047153767,0.0248108216,0.0045074173
bio_pln__anaero_pln__1,1.2219372004,0.8942132769000001,-0.642745039,-0.778776452,0.0400032595
bio_pln__anaero_pln__2,-0.07380378800000001,1.1203317618,-0.5084827087,-0.6722676961,0.3296413226
biocide__bzcl_12h__1,0.3154500659,0.17733868090000002,-0.08529558670000001,0.0521113979,0.2247859218
biocide__bzcl_12h__2,-1.6238290982999999,-0.5978145746,0.8012682941,0.5299226275,0.1810715899
biocide__bzcl_12h__3,-0.0438242919,0.0819834853,0.1542748704,0.2818543479,0.1722943406
biocide__etoh_12h__1,-0.2831547703,-0.6593567376,0.1090142038,-0.6737009582,0.4185490194
biocide__etoh_12h__2,-0.7333204704,-0.5465079956000001,0.0078292888,-0.6437245928,0.4755510751
biocide__etoh_12h__3,-0.33666934400000004,-0.6310922566,0.1253351143,-0.5778661406,0.5168922582000001
biocide__gluald_12h__1,1.0319456219,-0.3222767782,0.5831462612,0.0183201079,0.422114445
biocide__gluald_12h__2,0.6513367138,-0.4320111981,0.41584700280000003,0.09519462640000001,0.285798337
biocide__gluald_12h__3,-0.4589789765,-0.2977290399,0.6879144689000001,0.17542557490000002,0.2501234208
biocide__h2o2_12h__1,0.7412813096,-0.1440691655,0.3425481281,-0.0535485177,0.316269336
biocide__h2o2_12h__2,-0.7776090205,0.048425396,0.5119545347,-0.0173218224,0.2082039373
biocide__h2o2_12h__3,-1.3262438155,-0.2747106469,-0.0117761242,0.11234378900000001,0.1760932673
biocide__2ppoh_12h__1,-0.2834066207,-0.6020198458,-0.095873567,-0.6241410513,0.5466445614000001
biocide__2ppoh_12h__2,-0.4113226097,-0.5540428236,-0.0802858917,-0.7829655744,0.5152025342000001
biocide__2ppoh_12h__3,0.1590347876,-0.6169848857,-0.127856044,-0.4881143452,0.400732146
biocide__paa_12h__1,0.6238516802,0.0004951144,0.1746383879,-0.2506803771,0.1717214819
biocide__paa_12h__2,-1.7336067014,-0.1315096666,0.3394955556,-0.08928938800000001,0.0191047924
biocide__paa_12h__3,-0.3815275837,-0.26903576230000004,0.1148926958,-0.1488147859,0.3088587501
biocide__phe_12h__1,-2.3138862015,-0.3646403297,0.15453108570000001,0.3171723906,0.2009671556
biocide__phe_12h__2,-1.2862736992000001,-0.2793938808,0.23635940800000002,0.1393425583,0.0443876464
biocide__phe_12h__3,-1.3392070395,-0.2820858316,0.23717754370000002,0.1100217753,0.2179832945
biocide__pvp-i_12h__1,-1.7356807683,-0.4173837898,0.2930704619,0.2605318504,0.332161076
biocide__pvp-i_12h__2,-1.9037992654,-0.1470030387,0.1857983671,0.0108701011,-0.0487828519
biocide__pvp-i_12h__3,-2.2920414024999998,-0.3006560862,0.019161760700000002,0.21161728130000002,0.22229229550000001
biocide__bleach_12h__1,-1.1986279416,-0.1296522629,-0.0826576492,0.1393776272,-0.13260173050000001
biocide__bleach_12h__2,-1.4360423704,-0.28123517530000003,-0.2361644672,0.10160447160000001,0.0773141388
biocide__bleach_12h__3,-1.2721991259,-0.1867129823,-0.12815926800000002,0.1448761091,-0.0241015952
biocide__chx_12h__1,-2.7882143064,-0.6645488494,0.1660170045,0.2914872926,0.5893290409
biocide__chx_12h__2,-2.3836597767,-0.5931306871,0.1192504917,0.37053140100000004,0.3070388345
biocide__chx_12h__3,-2.1351295176,-0.4745733207,0.09662175020000001,0.4073317333,0.2197501316
biocide__bzcl_30m__1,-0.1531791863,-0.30125108710000004,0.1154296665,0.264020557,0.287546719
biocide__bzcl_30m__2,-0.31421417300000004,-0.325640927,0.023372325500000003,0.49402014200000005,0.40118421330000004
biocide__bzcl_30m__3,-0.3247998741,-0.2578411239,0.0679530203,0.4230670301,0.388749069
biocide__phe_30m__1,0.8692362316000001,0.0273302983,-0.6046974157,-0.1977286418,0.20197490540000002
biocide__phe_30m__2,-0.32333667190000004,-0.0968743779,-0.38429209540000003,0.2372733508,0.17172482890000001
biocide__phe_30m__3,0.6126638919,0.013253803100000001,-0.5186902934000001,-0.033555327100000004,0.2927978321
biocide__pvp-i_30m__1,-0.0321048684,-0.1010198842,0.2186115154,0.47533974290000003,0.2198247872
biocide__pvp-i_30m__2,0.1314334506,-0.1804922319,0.2820235584,0.5761692814,0.0283784921
biocide__pvp-i_30m__3,-0.07294955,-0.1264132094,0.2637065304,0.3515579701,0.1787224295
biocide__ctrl_12h__1,0.7046782493,-0.2579274684,0.283266057,-0.1645419849,0.35757155150000003
biocide__ctrl_12h__2,0.270229523,-0.2616322286,0.2464858514,-0.2301313435,0.32179454960000003
biocide__ctrl_12h__3,0.038434037000000004,-0.2529628721,0.43201735620000004,0.076117855,0.2417419562
biocide__ctrl_30m__1,0.1435490979,-0.1442710781,0.1567052096,0.050997078,0.014165511200000001
biocide__ctrl_30m__2,-0.28147078940000003,0.1505029373,-0.1563113709,-0.07091312300000001,0.052952773200000004
biocide__ctrl_30m__3,0.1379216915,-0.0062318592,-0.0003938387,0.019916045,-0.0671182844
clpP__wt__1,0.3331321748,0.0337507261,-0.10668910940000001,-0.00996195,-0.0865634136
clpP__wt_DPTA__1,-5.2698451601,-2.5142706915,-0.37610427960000004,0.4771894786,1.4925420012
clpP__wt__2,0.1797062614,0.2169035781,-0.3472299849,-0.33837071830000004,0.0187624909
clpP__wt_DPTA__2,-5.9909660951,-2.202777003,-0.2737152619,0.6311201695,1.3185055078
clpP__wt__3,-0.5128384362,-0.2506543043,0.4539190943,0.34833266830000004,0.0678009227
clpP__wt_DPTA__3,-5.8561338321,-2.407203268,-0.36715026040000004,0.3286878341,1.2534834047
clpP__delclpP__1,2.4126484666,-0.1658506515,-0.1900522406,-0.4094021283,0.0170366385
clpP__delclpP_DPTA__1,-4.7637394003,-1.8356330995999999,0.4586848329,0.7543934508,1.3079558571
clpP__delclpP__2,0.4914382209,-0.22325886990000002,-0.1137331701,0.08491817530000001,-0.0336556815
clpP__delclpP_DPTA__2,-4.9202247826,-1.5271704574,0.351457515,0.8221454991,1.0205551288
clpP__delclpP__3,0.7608266788,-0.3325857601,0.38930109500000004,0.12490286460000001,0.0949490676
clpP__delclpP_DPTA__3,-4.0856066294,-1.9067033319000002,0.2544534292,0.8597272058000001,1.441513244
colombos2__delydcR__1,-1.1866768781,-0.3309592671,0.19182513380000002,0.25291969000000003,-0.1323695671
colombos2__delydcR__2,0.5565324793,0.0166036872,0.130973745,0.1781534863,-0.2324718932
colombos2__delydcR__3,-0.2717222487,0.0266271018,0.1069520676,0.3979557515,-0.10928785190000001
colombos2__delyjiR__1,0.8507457832,-0.3975803992,0.2023433892,0.08594993470000001,-0.32368347410000003
colombos2__delyjiR__2,0.32453641910000003,0.2192247094,0.1335451758,0.3252412597,-0.11529488510000001
colombos2__delyjiR__3,0.9604630306,-0.1839368247,0.20095338040000002,0.0124216442,-0.22967213860000002
colombos2__wt__1,0.7922821255,-0.1537705694,0.2056374265,-0.18723562500000002,0.2338020884
colombos2__wt__2,0.4380266168,-0.0977672118,-0.059188026500000004,-0.0321952416,-0.3037351931
colombos2__wt__3,-1.2303087424,0.25153778120000003,-0.14644939999999998,0.2194308666,0.0699331047
crp_k100__ar1_ar2__1,5.6675738052,2.3042485253000002,-1.7960660373000001,0.7402100929000001,1.1604539591
crp_k100__ar1_ar2__2,5.8877872819,2.1681756013,-1.753761413,0.9399344625,0.4299474667
crp_k100__ar1_ar2__3,4.0963267808,1.5040299308,-0.8866115556,0.5858200520000001,0.3209733046
crp_k100__wt__1,-1.0954982217,-0.6169288844,0.0366773828,0.12749590660000001,0.3724001926
crp_k100__wt__2,0.3180904583,0.5270919094000001,0.044415883100000005,-0.0368649464,-0.1817715842
crp_k100__wt__3,0.7774077634000001,0.08983697510000001,-0.0810932659,-0.0906309602,-0.1906286084
crp_k100__K100Q__1,0.4826985922,-0.4121738427,-0.3119249987,0.7627481410000001,-0.37520259570000003
crp_k100__K100Q__2,0.3794515825,-0.5089794582,-0.1038033336,0.8125357908,0.0849805542
crp_k100__K100R__1,-1.5652173883,-0.9725681012,0.18864385660000002,-0.0954022971,0.2663450693
crp_k100__K100R__2,-0.6391469868,-1.5114018087,0.3724957179,0.0194767003,-0.4927120686
crp_k100__K100R__3,-0.37810888600000003,-0.7778875043,0.0447130736,-0.0018760174000000001,-0.0509766252
csrA__wt_t00__1,-0.0679029828,0.1871261085,-0.3108098738,-0.2243260919,-0.0513239485
csrA__wt_t02_30__1,0.0676906206,0.280764893,-0.3938586915,0.2923692093,-2.3506769454
csrA__wt_t05__1,6.3469742282,0.5340851073,-0.43797418,0.8687017416,-5.1327364186
csrA__wt_t10__1,14.2916808374,0.3114909003,-1.0373322502,0.7935661681,-5.1188929344
csrA__wt_t15__1,12.2973621856,-0.3617319793,-0.8228630646,0.0090469469,-4.3981483095
csrA__delcsrA_t00__1,0.6315368148,-0.10900662280000001,0.0260618476,0.2136588426,-0.1353633723
csrA__delcsrA_t02_30__1,1.9630559938,0.0747011273,-0.7228986307,0.8294344867000001,-3.5406721412
csrA__delcsrA_t05__1,9.0643743318,0.17025669270000002,-1.2012400512,1.4478201159,-5.2387007732
csrA__delcsrA_t10__1,13.8456115465,-0.1583202262,-1.2784560322,1.7045740865,-4.5451895689
csrA__delcsrA_t15__1,8.9195056483,-1.0407115799,-1.4956265605,1.0191116646,-4.1218901623
csrA__wt_t00__2,0.0679029828,-0.1871261085,0.3108098738,0.2243260919,0.0513239485
csrA__wt_t02_30__2,-0.1409162346,-0.032733478,-0.1162291865,0.4704528235,-2.7297899689
csrA__wt_t05__2,6.5318102866,0.082851227,-0.26008587,1.0324813556,-5.6583522764000005
csrA__wt_t10__2,13.6978911076,-0.0941318309,-0.9215448220000001,0.8615026812000001,-5.0748165103
csrA__wt_t15__2,11.9793819699,-0.8295110479000001,-0.9344902321,0.1750089213,-3.9025083213
csrA__delcsrA_t00__2,0.36042038870000004,0.0247562693,-0.2065365245,0.1458342223,-0.0606556909
csrA__delcsrA_t02_30__2,0.7567412948000001,0.2612466349,-0.963196802,0.4836739484,-3.6474522219
csrA__delcsrA_t05__2,8.7383160294,0.3857884657,-1.2098262852000001,1.4667231589,-5.2328087462
csrA__delcsrA_t10__2,13.5906219213,-0.17565339500000002,-1.5012770128000001,1.5895328289,-4.6032559245
csrA__delcsrA_t15__2,11.0731423202,-0.8778873716000001,-1.1239316736,0.9753786537,-3.272672501
cstr_pfr__str_0005m__1,-0.21686905950000002,-0.0838753589,-0.0904681673,0.2696127662,0.2888071605
cstr_pfr__str_0010m__1,0.37519642200000003,0.3413779128,-0.2097819642,0.0155041727,0.1720216361
cstr_pfr__str_0025m__1,0.11604473550000001,-0.0005422974,-0.2439363728,-0.0882503925,0.2293302324
cstr_pfr__str_0045m__1,0.0189637413,0.0743018166,-0.3059155422,-0.022539184,0.21523521
cstr_pfr__str_0075m__1,0.010697302300000001,0.048436845400000005,-0.2365276624,0.0144753072,0.11560876120000001
cstr_pfr__str_0120m__1,-0.0483643355,0.057333221600000005,-0.1854714104,0.039269784200000005,0.1209232236
cstr_pfr__str_0210m__1,0.076259914,-0.0728872386,-0.1838118799,0.0761679623,0.19522726210000002
cstr_pfr__str_0330m__1,0.8547317322,-0.042149980000000004,-0.1194288096,0.0748253118,0.1179972345
cstr_pfr__str_1500m__1,0.8545435879000001,-0.0907308679,-0.0535675735,0.07085152530000001,0.1502372341
cstr_pfr__str_1560m__1,-0.2962703069,-0.1171184364,-0.0748273839,0.1621400617,0.14022645620000002
cstr_pfr__str_1680m__1,-0.1849726295,0.0627944288,-0.0662617172,0.0433272294,0.11782350750000001
cstr_pfr__str_ref1__1,0.0624910648,0.016795874500000002,0.007952442300000001,0.0028518464,-0.014069373100000001
cstr_pfr__str_ref2__1,-0.3244803681,-0.1514581295,-0.0534339781,-0.1034204703,-0.0315630531
cstr_pfr__str_ref3__1,0.0012251692,-0.1687000502,-0.0207651292,-0.0432035211,-0.0141549879
cstr_pfr__pfr_P5_0005m__1,-0.6764927563,-0.255995969,-0.0329504879,0.3277892147,-0.1106713146
