,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,-1.850371707708594e-17,0.3013014588764459,3.0,0.0,0.3321970092,2.0,-0.0765639893,4.0,-0.25563301990000004,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-0.7348832961333334,0.1957371345884214,3.0,1.0,-0.6870359264,3.0,-0.9501077854000001,5.0,-0.5675061766,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,0.49578898515000003,0.311072776537563,4.0,6.0,0.6621751507,20.0,0.7321153865000001,40.0,0.5451073784,63.0,0.043758025000000006,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.09232020685,0.07239532348460549,4.0,7.0,-0.18691890460000002,33.0,-0.1083149301,81.0,-0.0512194714,82.0,-0.0228275213,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-0.6434974046999999,0.4038513352452834,4.0,8.0,-0.8649899059,51.0,-0.1027494708,65.0,-0.583058732,76.0,-1.0231915101,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-0.6166986138,0.55028275609848,3.0,9.0,-0.8358186865,22.0,-1.0236663182,49.0,0.0093891633,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.4248593666,0.005575448581308288,2.0,10.0,0.4209169291,26.0,0.4288018041,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-0.2998756563666667,0.22163446042547288,3.0,11.0,-0.2963448705,54.0,-0.5232544158,83.0,-0.0800276828,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-0.6832057756000001,0.2571590088742056,4.0,12.0,-0.8385172217,48.0,-0.2993878272,64.0,-0.7768824146000001,78.0,-0.8180356389000001,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.31138254645,0.1439538961046514,4.0,13.0,0.3436433041,38.0,0.45647657220000004,67.0,0.1123698018,72.0,0.3330405077,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.3064784369333334,0.2996158833423381,3.0,14.0,0.30189363150000004,41.0,0.6083604126000001,85.0,0.009181266700000001,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,0.488033967025,0.3878751834866821,4.0,15.0,0.8331555817,52.0,0.6641720895000001,71.0,-0.0601302908,80.0,0.5149384877000001,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-0.6598533145333333,0.16962473671139688,3.0,16.0,-0.8381820554,53.0,-0.5005341407,77.0,-0.6408437475000001,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-0.7314190723,0.22653115012178446,3.0,17.0,-0.8218860746000001,50.0,-0.47363404070000004,66.0,-0.8987371016000001,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-0.7204194146666666,0.2514010297511706,3.0,18.0,-0.9773260975,25.0,-0.7090203128,62.0,-0.4749118337,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,0.140358696875,0.13284269835951779,4.0,19.0,0.2553497584,28.0,0.25151389890000003,56.0,-0.0026481792,73.0,0.0572193094,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-0.6935120729750001,0.1651435760888203,4.0,21.0,-0.6886767318,34.0,-0.8934379798000001,45.0,-0.7027218580000001,58.0,-0.48921172230000004,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,0.284559301475,0.2769550803004956,4.0,23.0,0.47413014610000004,42.0,0.3989908546,70.0,-0.1271262588,79.0,0.392242464,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,0.01858760182500001,0.2004149858578728,4.0,24.0,0.0006169813000000001,29.0,0.21486827600000002,68.0,-0.2518851238,74.0,0.11075027380000001,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,0.145820499675,0.139244915657694,4.0,27.0,-0.0203769456,31.0,0.19919311380000002,69.0,0.0989553969,75.0,0.3055104336,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-0.825788306825,0.1904688427423304,4.0,30.0,-1.0880682543,32.0,-0.6752175472,59.0,-0.8445438474,86.0,-0.6953235784,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-0.26259511950000003,,1.0,35.0,-0.26259511950000003,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-0.7098050682000001,0.24541336685086862,4.0,36.0,-0.5408693373,44.0,-0.4818496271,60.0,-0.8047641904,61.0,-1.011737118,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,0.13901372487282396,4.0,37.0,0.0318310655,46.0,0.022684935200000002,57.0,0.13851387140000002,84.0,-0.1930298721,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,0.60773202625,0.008676237752528989,2.0,39.0,0.6138670528,43.0,0.6015969997,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-1.2650179442,0.147251268366115,2.0,47.0,-1.3691403146,55.0,-1.1608955738,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,0.0,0.33081845716641717,3.0,87.0,0.25437389320000003,90.0,-0.37398908080000004,93.0,0.1196151876,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,-0.3717482386,0.2893837293205875,3.0,88.0,-0.0397998688,91.0,-0.5045463382,94.0,-0.5708985088,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,-0.0064838829000000014,0.19242579430143725,3.0,89.0,0.1496773351,92.0,-0.2214510939,95.0,0.0523221101,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,-2.499999512961537e-11,0.263216542674429,4.0,96.0,0.1195951386,97.0,-0.3123714653,98.0,0.2930967796,99.0,-0.100320453,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,0.1043507383,0.03068705346537386,2.0,100.0,0.1260497619,104.0,0.0826517147,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,-0.25739980215,0.4433393880397481,2.0,101.0,0.0560884855,105.0,-0.5708880898,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,-8.333334022836425e-12,0.593927103107766,12.0,102.0,0.2838149994,110.0,0.45046888830000004,117.0,-0.8039711310000001,125.0,-1.0319303065,131.0,-0.3527718885,134.0,-0.24519893210000002,138.0,0.3258695077,159.0,0.3561239109,162.0,0.1387451394,164.0,0.7839045382000001,170.0,0.6915498812,174.0,-0.5966046071000001,,,,
33,immunity_isolated__WT_npr1,-0.4300420197,0.47548155207310916,2.0,103.0,-0.0938257899,126.0,-0.7662582495,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,-0.3557268114142857,0.5692425327335199,14.0,106.0,-0.5503666246,113.0,0.1108778635,121.0,-0.2826462702,127.0,-1.6853812028,136.0,0.47511026170000004,142.0,0.07260097930000001,145.0,-0.8321171439,150.0,0.1657890794,160.0,-0.1634656437,161.0,-0.7304143934,163.0,-0.4603989952,167.0,-0.4619716024,172.0,-0.8705124273,176.0,0.2327207598
35,immunity_isolated__AvrRpt2_npr1,-0.3339509109666667,0.5824700789602673,3.0,107.0,-0.98001183,128.0,0.1510220061,146.0,-0.172862909,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,-0.30161896443333336,0.2882402900183361,3.0,108.0,-0.6181399603000001,129.0,-0.0542332222,147.0,-0.23248371080000002,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,-0.9994373491999999,0.150936399196889,2.0,109.0,-0.8927091978,148.0,-1.1061655006,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,-0.10270838799999998,0.31254130649852,4.0,111.0,0.1669082168,119.0,-0.2693296475,140.0,-0.4602178468,165.0,0.15180572550000002,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,-0.202813164625,0.21817573136847732,4.0,112.0,-0.0903110448,120.0,-0.4975406055,141.0,0.0037939202,166.0,-0.2271949284,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,-0.2663858997,0.5940706331243677,3.0,114.0,-0.698635326,122.0,0.4110307408,143.0,-0.5115531139,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,-0.23943241822500003,0.10463514506263143,4.0,115.0,-0.1168082963,123.0,-0.35009853160000004,144.0,-0.1930168625,168.0,-0.2978059825,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,-0.32606755956666666,0.2704412776874993,3.0,116.0,-0.5467965197,124.0,-0.4070078868,169.0,-0.0243982722,,,,,,,,,,,,,,,,,,,,,,
43,immunity_isolated__WT_sid2,-0.044623435249999996,0.06976735262984994,2.0,118.0,0.0047095329000000005,139.0,-0.0939564034,,,,,,,,,,,,,,,,,,,,,,,,
44,immunity_isolated__WT_WT_mock,0.1119955144,0.11356413211485894,3.0,130.0,0.1089398599,152.0,-9.954500000000001e-06,156.0,0.22705663780000002,,,,,,,,,,,,,,,,,,,,,,
45,immunity_isolated__WT_SP,-0.19059334430000002,0.29360891639536973,2.0,132.0,-0.3982062001,135.0,0.0170195115,,,,,,,,,,,,,,,,,,,,,,,,
46,immunity_isolated__AvrRpt2_b2b3,-0.03184141780000001,0.3062660160557375,2.0,133.0,0.184721359,137.0,-0.24840419460000002,,,,,,,,,,,,,,,,,,,,,,,,
47,immunity_isolated__AvrRpt2_RR,0.1449343939,0.44833755513987034,2.0,149.0,-0.1720881316,151.0,0.4619569194,,,,,,,,,,,,,,,,,,,,,,,,
48,immunity_isolated__WT_WT_SA,-0.10290551903333334,0.3493861503083315,3.0,153.0,0.1931069004,155.0,-0.4882999502,158.0,-0.013523507300000001,,,,,,,,,,,,,,,,,,,,,,
49,immunity_isolated__WT_WT_chitin,-0.11443577384999998,0.6285345746567638,2.0,154.0,-0.5588768338,157.0,0.3300052861,,,,,,,,,,,,,,,,,,,,,,,,
50,immunity_isolated__WT_stp,-0.010588510500000009,0.5833101531113516,2.0,171.0,0.4018740543,175.0,-0.4230510753,,,,,,,,,,,,,,,,,,,,,,,,
51,immunity_isolated__AvrRpt2_stp,-0.12325687575,0.17884997473477204,2.0,173.0,0.0032091542,177.0,-0.2497229057,,,,,,,,,,,,,,,,,,,,,,,,
52,immunity_no_isolation__WT_WT_mock,-3.33333360913457e-11,0.12442331049630004,3.0,178.0,-0.041284728300000004,182.0,0.1398180269,183.0,-0.09853329870000001,,,,,,,,,,,,,,,,,,,,,,
53,immunity_no_isolation__WT_WT_flg22,0.6869503468000001,0.14130316415867608,3.0,179.0,0.5822589435000001,180.0,0.8476767052,181.0,0.6309153917,,,,,,,,,,,,,,,,,,,,,,
54,immunity_time__mock_1hpi,-3.333333146541643e-11,0.0730674018291956,3.0,184.0,0.031404708600000004,185.0,-0.0835194128,186.0,0.0521147041,,,,,,,,,,,,,,,,,,,,,,
55,immunity_time__flg22_1hpi,-0.24470906243333335,0.1414481606046075,3.0,187.0,-0.0847046846,188.0,-0.3531107486,189.0,-0.2963117541,,,,,,,,,,,,,,,,,,,,,,
56,immunity_time__mock_3hpi,-1.1843830590666666,0.6840732893452723,3.0,190.0,-0.6346369564000001,191.0,-1.9504695896,192.0,-0.9680426312,,,,,,,,,,,,,,,,,,,,,,
57,immunity_time__flg22_3hpi,-0.4346294159,0.6359863398170021,3.0,193.0,-0.0213907724,194.0,-1.1669901114,195.0,-0.1155073639,,,,,,,,,,,,,,,,,,,,,,
58,immunity_time__mock_5hpi,-0.7675133645333333,0.4288195176148155,3.0,196.0,-1.2394871442,197.0,-0.4018470925,198.0,-0.6612058569,,,,,,,,,,,,,,,,,,,,,,
59,immunity_time__flg22_5hpi,-0.008361633200000001,0.34569171195058496,3.0,199.0,-0.30151029220000003,200.0,0.37284146160000003,201.0,-0.09641606900000001,,,,,,,,,,,,,,,,,,,,,,
