,-0.10075946817272728,-0.08956397170909092,-0.07836847524545455,-0.06717297878181819,-0.05597748231818182,-0.04478198585454546,-0.033586489390909094,-0.02239099292727273,-0.011195496463636365,0.0,0.011195496463636365,0.02239099292727273,0.033586489390909094,0.04478198585454547,0.05597748231818182,0.06717297878181817,0.07836847524545455,0.08956397170909093,0.10075946817272728,0.11195496463636363
thresh,-0.06157523055,0.06157523055,1,,,,,,,,,,,,,,,,,
unreg,1,1,0,0,3,10,33,171,1056,2075,632,97,26,9,10,32,42,10,3,0
unreg_genes,['yfjJ'],['galR'],[],[],[],[],[],[],[],[],[],[],[],[],[],"['waaL' 'aldB' 'yibV' 'yicN' 'yicG' 'malS' 'galE' 'trmL' 'yicC' 'xanP'
 'yicL' 'yiaF' 'insJ' 'sgbE' 'nepI' 'ghrB' 'gmk' 'bisC' 'rpmB' 'glyQ'
 'yibA' 'yicH' 'yiaT' 'ysaB' 'yibF' 'waaY' 'waaZ' 'rpmG' 'yhjY' 'setC'
 'kbl' 'selA']","['glyS' 'bax' 'yibH' 'tag' 'waaH' 'dfp' 'avtA' 'yiaU' 'dut' 'waaA' 'yibI'
 'selB' 'waaC' 'yibJ' 'waaU' 'yiaD' 'htrL' 'grxC' 'waaO' 'waaS' 'yibQ'
 'yicS' 'cysE' 'ligB' 'mutM' 'waaJ' 'yiaC' 'waaB' 'yibN' 'envC' 'waaQ'
 'waaG' 'recG' 'yibL' 'spoT' 'waaP' 'rpoZ' 'waaF' 'gpsA' 'slmA' 'coaD'
 'tdh']",['yiaG' 'dinD' 'yiaJ' 'gltS' 'rfaD' 'wecH' 'nlpA' 'secB' 'yibT' 'trmH'],['yicR' 'gpmM' 'rph'],[]
