,new_14811_15868
M9exp_1,9.2979
M9exp_2,8.9581
M9exp_3,8.9401
M9tran_1,8.5697
M9tran_2,8.6425
M9tran_3,8.8356
M9stat_1,7.9317
M9stat_2,7.9918
M9stat_3,7.6967
MG-0.1_1,9.0654
MG-0.1_2,8.2403
MG-0.1_3,9.5937
MG-0.2_2,8.7158
MG-0.2_3,9.1677
MG+5_1,9.1129
MG+5_2,8.6688
MG+5_3,9.2205
MG+10_1,9.7618
MG+10_2,9.1599
MG+10_3,8.5277
MG+15_1,9.2814
MG+15_2,9.787
MG+15_3,9.6491
MG+25_1,9.6066
MG+25_2,9.1355
MG+25_3,9.8729
MG+45_1,9.3263
MG+45_2,8.6487
MG+45_3,9.851
MG+60_2,9.1435
MG+60_3,9.23
MG+90_2,8.6483
MG+90_3,9.7663
MG+120_1,8.5043
MG+120_2,8.9475
MG+120_3,8.7581
MG+150_1,8.9046
MG+150_3,9.4429
GM-0.1_1,9.0007
GM-0.1_2,9.4814
GM-0.1_3,9.4753
GM-0.2_1,8.9626
GM-0.2_2,9.0858
GM-0.2_3,9.3602
GM+5_1,9.0043
GM+5_2,9.2904
GM+5_3,9.3813
GM+10_2,9.0485
GM+10_3,8.3925
GM+15_1,9.2015
GM+15_2,9.0618
GM+15_3,9.0339
GM+25_1,9.7334
GM+25_2,9.5079
GM+25_3,9.0168
GM+45_1,9.6281
GM+45_2,8.6643
GM+45_3,8.9028
GM+60_1,9.3968
GM+60_2,8.5601
GM+60_3,8.7937
GM+90_1,9.4283
GM+90_2,9.481
GM+90_3,9.1938
GM+120_1,8.504
GM+120_3,9.6887
GM+150_1,9.0285
GM+150_2,8.0784
GM+150_3,9.0322
BT_1,7.7366
BT_2,7.5470000000000015
B36_1,8.3299
B36_2,8.1791
B60_1,8.1755
B60_2,8.6881
S0_1,7.7703
S0_2,8.7827
S0_3,8.2299
S1_1,9.3531
S1_2,8.5858
S1_3,9.2104
S2_1,8.5449
S2_2,7.5706
S2_3,7.2532
S3_1,8.7288
S3_2,8.2883
S4_1,8.3281
S4_2,7.6867
S4_3,7.4239
S5_1,8.4038
S5_2,7.8753
S5_3,8.28
S6_1,7.928
S6_2,7.6531
S6_3,7.495
S6/t_1,9.0618
S6/t_2,7.992000000000001
S6_4,8.3551
S6_5,8.402000000000001
S6_6,8.3638
S7_4,9.6504
S7_5,9.9106
S7_6,10.3001
S8_4,9.6029
S8_5,10.1865
G135_1,11.6136
G135_3,10.1175
G150_1,10.3522
G150_2,12.033
G150_3,11.0243
G180_1,11.3621
G180_2,12.1318
G180_3,11.6425
T-5.40H_1,9.3902
T-4.40H_1,9.4641
T-3.40H_1,9.5418
T-2.40H_1,9.7177
T-1.40H_1,10.6586
T-1.10H_1,11.6224
T-0.40H_1,12.3348
T0.0H_1,12.4921
T0.30H_1,11.8673
T1.0H_1,10.2914
T1.30H_1,9.9141
T2.0H_1,9.1876
T2.30H_1,9.2899
T3.0H_1,8.4168
T3.30H_1,9.0032
T4.0H_1,8.8445
T5.0H_1,8.3591
LBexp_1,10.2138
LBexp_2,9.7853
LBexp_3,9.4788
LBtran_1,7.1627
LBtran_2,7.1236
LBtran_3,7.3153
LBstat_1,7.9292
LBstat_2,7.8025
LBstat_3,7.5003
LBGexp_1,9.7536
LBGexp_2,7.9008
LBGexp_3,9.5692
LBGtran_2,7.6898
LBGtran_3,7.6939
LBGstat_1,11.3432
LBGstat_2,11.7437
LBGstat_3,9.7622
Mt0_1,10.3123
Mt0_3,10.0526
M0t45_1,8.6347
M0t45_2,9.6766
M0t45_3,8.722999999999999
M0t90_1,7.4574
M0t90_2,7.2258
M0t90_3,7.0163
M40t45_1,8.2082
M40t45_2,7.3794
M40t45_3,9.0776
M40t90_1,7.1277
M40t90_2,7.0977
M40t90_3,6.9387
dia0_1,8.5656
dia0_2,10.3598
dia0_3,9.0305
dia5_1,7.5592
dia5_2,8.87
dia5_3,8.1717
dia15_1,10.4701
dia15_2,11.8526
dia15_3,8.0033
C30_1,10.9209
C30_2,11.136
C90_1,9.5474
C90_2,7.151
SMM_1,9.3061
SMM_2,9.3065
SMM_3,9.4455
Salt_1,9.7104
Salt_2,9.732
Salt_3,9.4681
M+G_1,10.5476
M+G_2,10.1075
M+G_3,9.8414
Glu_1,10.1363
Glu_2,11.2733
Glu_3,10.0113
Fru_1,9.4404
Fru_2,10.5794
Fru_3,9.6545
Mal_1,8.4439
Mal_2,10.8358
Mal_3,9.5591
G+S_2,9.3395
G+S_3,9.4909
Pyr_1,9.3849
Pyr_2,10.6632
Pyr_3,10.6417
Gly_1,8.0231
Gly_2,7.8788
Gly_3,8.0844
Glucon_1,9.9086
Glucon_2,10.6091
Glucon_3,9.2706
BI_1,8.5675
BI_2,8.2108
BC_2,7.4393
BC/t_1,8.3227
BC/t_2,9.7875
BC_1,7.3254
Sw_1,7.1105
Sw_2,7.0138
BMM_1,10.0477
BMM_2,10.0026
BMM_3,10.4838
Heat_1,11.7142
Heat_2,11.2815
Heat_3,11.3923
Cold_1,11.9668
Cold_2,11.5816
Cold_3,11.1651
Etha_1,7.553
Etha_2,7.7543
Etha_3,7.3945
SMMPr_1,9.1581
SMMPr_2,8.686
SMMPr_3,8.9543
HiTm_1,10.2169
HiTm_2,10.7576
HiTm_3,11.0529
LoTm_1,8.6976
LoTm_2,8.4257
LoTm_3,8.2454
HiOs_1,9.4135
HiOs_2,9.3301
HiOs_3,9.4283
Oxctl_1,11.3733
Oxctl_2,10.7239
Oxctl_3,11.6831
Diami_1,8.7239
Diami_2,8.4699
Diami_3,8.6891
Paraq_1,11.7781
Paraq_2,12.4775
Paraq_3,9.8249
H2O2_1,12.1873
H2O2_2,11.3351
H2O2_3,10.7116
HPh_1,9.3569
HPh_2,8.9213
HPh_3,9.2955
LPh_1,9.2819
LPh_2,9.67
LPh_3,9.2787
LPhT_1,8.9053
LPhT_2,8.5382
LPhT_3,8.7832
aero_1,11.2846
aero_2,8.0972
aero_3,8.6699
nit_1,9.4442
nit_2,9.1867
nit_3,9.184
ferm_1,8.8724
ferm_2,8.6041
ferm_3,10.0224
