,BSU_35120
LBexp_1,-0.13240000000000002
LBexp_2,0.006200000000000001
LBexp_3,-0.12840000000000001
LBtran_1,-0.4797
LBtran_2,-0.3677
LBtran_3,-0.4894
LBstat_1,-0.3796
LBstat_2,-0.4768
LBstat_3,-0.6113000000000001
LBGexp_1,-0.1273
LBGexp_2,-0.3317
LBGexp_3,-0.0645
LBGtran_2,-1.298
LBGtran_3,-0.44010000000000005
LBGstat_1,-2.3412
LBGstat_2,-1.7795
LBGstat_3,-1.8051
S0_1,0.6842
S0_2,0.4596
S0_3,0.6037
S1_1,-0.038900000000000004
S1_2,-0.056100000000000004
S1_3,0.1567
S2_1,-0.7912
S2_2,-0.9815
S2_3,-0.9552
S3_1,-0.0867
S3_2,0.0449
S4_1,0.9019
S4_2,0.7889
S4_3,0.5526
S5_1,0.7285
S5_2,1.1822
S5_3,1.116
S6_1,1.0321
S6_2,1.832
S6_3,0.9478000000000001
S6/t_1,0.924
S6/t_2,0.8758
S6_4,0.1752
S6_5,0.6377
S6_6,0.5384
S7_4,0.3507
S7_5,0.203
S7_6,0.23340000000000002
S8_4,-0.22940000000000002
S8_5,0.36860000000000004
G135_1,0.5436
G135_3,-1.699
G150_1,0.0736
G150_2,0.5198
G150_3,0.49450000000000005
G180_1,-0.3079
G180_2,-0.0883
G180_3,-1.1543
C30_1,-1.6301999999999999
C30_2,-1.4387
C90_1,-0.7931
C90_2,-0.44120000000000004
BI_1,0.13870000000000002
BI_2,0.6708000000000001
BC_2,-0.4897
BC/t_1,-1.1072
BC/t_2,-0.6269
BC_1,-1.1277
Sw_1,-0.2541
Sw_2,0.20220000000000002
BT_1,0.0307
BT_2,-0.5443
B36_1,0.4113
B36_2,0.2526
B60_1,-0.19210000000000002
B60_2,-0.2807
M9exp_1,0.3284
M9exp_2,-0.0623
M9exp_3,-0.2661
M9tran_1,-0.008400000000000001
M9tran_2,0.20770000000000002
M9tran_3,0.1212
M9stat_1,-1.8892
M9stat_2,-2.1525
M9stat_3,-2.2757
M+G_1,0.523
M+G_2,-0.1467
M+G_3,-0.1474
Glu_1,0.0964
