,0
name,Fatty Acid Biosynthesis
TF,trcR+Rv1776c+whiB4 
regulator,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1033c"" target=""_blank"">trcR</a> and <a href=""https://mycobrowser.epfl.ch/genes/Rv1776c"" target=""_blank"">Rv1776c</a> and <a href=""https://mycobrowser.epfl.ch/genes/Rv3681c"" target=""_blank"">whiB4</a>"
function,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons"
category,Fatty Acid/Cholesterol
has_venn,True
scatter,3
exp_var,0.008351590390666797
precision,0.0473933649
recall,0.4761904762
