,-0.06414618706666668,-0.0534551558888889,-0.042764124711111115,-0.03207309353333333,-0.02138206235555555,-0.010691031177777768,1.3877787807814457e-17,0.010691031177777796,0.02138206235555558,0.03207309353333336,0.04276412471111114,0.053455155888888925,0.06414618706666671,0.07483721824444449,0.08552824942222227,0.09621928060000005,0.10691031177777784,0.11760134295555562,0.1282923741333334,0.1389834053111112
thresh,-0.048109640300000006,0.048109640300000006,1,,,,,,,,,,,,,,,,,
unreg,1,3,16,44,265,1429,2718,998,252,90,45,23,8,8,3,1,0,1,1,0
unreg_genes,['PSPTO_RS25695'],['PSPTO_4330' 'PSPTO_RS25950' 'PSPTO_1885'],[],[],[],[],[],[],[],[],[],"['PSPTO_3478' 'ngg' 'PSPTO_3245' 'PSPTO_5558' 'PSPTO_1596' 'PSPTO_3465'
 'PSPTO_3131' 'PSPTO_0332' 'PSPTO_2049' 'PSPTO_2760' 'PSPTO_0993'
 'PSPTO_3271' 'glgB' 'PSPTO_4516' 'fdH' 'PSPTO_2895' 'PSPTO_3134'
 'PSPTO_3917' 'PSPTO_1631' 'PSPTO_2069' 'PSPTO_3542' 'PSPTO_0281'
 'PSPTO_0675']","['PSPTO_4906' 'PSPTO_3687' 'PSPTO_3133' 'PSPTO_2759' 'PSPTO_1625'
 'PSPTO_1803' 'PSPTO_0155' 'PSPTO_5559']","['PSPTO_RS11215' 'PSPTO_3270' 'osmC' 'PSPTO_RS01765' 'PSPTO_0330'
 'PSPTO_0274' 'PSPTO_RS12950' 'PSPTO_4484']",['PSPTO_3688' 'PSPTO_2677' 'katE'],['fdhA-2'],[],['PSPTO_1304'],['PSPTO_1805'],[]
