,-0.07201428284773877,-0.048009521898492516,-0.024004760949246265,-1.3877787807814457e-17,0.024004760949246237,0.04800952189849249,0.07201428284773874,0.09601904379698499,0.12002380474623124,0.1440285656954775,0.16803332664472376,0.19203808759397,0.21604284854321626,0.2400476094924625,0.26405237044170876,0.288057131390955,0.31206189234020126,0.3360666532894475,0.36007141423869377,0.38407617518794
thresh,-0.08401666332236189,0.08401666332236189,2,,,,,,,,,,,,,,,,,
unreg,0,7,248,3793,189,10,0,0,0,0,0,0,0,1,2,2,0,0,0,0
CsqR,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['yihO'],['yihP' 'ompL'],['yihQ' 'yihR'],[],[],[],[]
CsqR_genes,[],[],[],[],[],[],[],[],['csqR'],[],[],[],[],['yihV'],[],[],['yihS' 'yihT' 'yihU'],[],[],[]
