,b1900
control__wt_glc__1,2.7599738875
control__wt_glc__2,3.047590498
fur__wt_dpd__1,3.8431274935
fur__wt_dpd__2,3.6208204782999998
fur__wt_fe__1,2.250253372
fur__wt_fe__2,2.4615008024
fur__delfur_dpd__1,3.252110343
fur__delfur_dpd__2,3.2191912296
fur__delfur_fe2__1,2.6250199199
fur__delfur_fe2__2,2.8546909512000003
acid__wt_ph5__1,2.8070553765
acid__wt_ph5__2,2.9199374344
acid__delgadx_ph5__1,3.3948847434
acid__delgadx_ph5__2,2.460489963
acid__delgadw_ph5__1,2.8027819781
acid__delgadw_ph5__2,2.8173677634
acid__delgade_ph5__1,2.9860890549
acid__delgade_ph5__2,3.0182206108
oxidative__wt_pq__1,3.3864281061
oxidative__wt_pq__2,3.6436988469
oxidative__deloxyr_pq__1,3.6795793287
oxidative__deloxyr_pq__2,3.6048981663
oxidative__delsoxr_pq__1,3.1779666856
oxidative__delsoxr_pq__2,3.4457934252
oxidative__delsoxs_pq__1,3.6779921066
oxidative__delsoxs_pq__2,3.6999316623
nac_ntrc__wt_csn__1,3.5164415578
nac_ntrc__wt_csn__2,3.6372759358
nac_ntrc__wt_cytd__1,2.9542604124
nac_ntrc__wt_cytd__2,3.1579304533
nac_ntrc__wt_gln__1,3.531112091
nac_ntrc__wt_gln__2,3.6055461182
nac_ntrc__bw_delnac_csn__1,3.7713598263
nac_ntrc__bw_delnac_csn__2,3.5472188475
nac_ntrc__bw_delnac_cytd__1,3.2046362999
nac_ntrc__bw_delnac_cytd__2,3.0644595224
nac_ntrc__bw_delnac_gln__1,3.1997408286
nac_ntrc__bw_delnac_gln__2,3.043164106
nac_ntrc__bw_delnac_nh4__1,2.7889274764
nac_ntrc__bw_delnac_nh4__2,2.3756759658
misc__wt_no_te__1,3.1384158768
misc__wt_no_te__2,3.139619895
misc__bw_delcbl__1,2.7818043521
misc__bw_delcbl__2,2.4092546655
misc__bw_delfabr__1,2.8045167984
misc__bw_delfabr__2,2.6565221724
misc__bw_delfadr__1,2.1005419076
misc__bw_delfadr__2,2.9262668194
misc__nitr_031__1,2.8667026055
omics__wt_glu__1,2.8595295083
omics__wt_glu__2,2.9003018456
omics__wt_gly__1,2.6946083143
omics__wt_gly__2,2.9144580392
omics__wt_thr__1,3.9733674584000003
omics__wt_thr__2,3.718830533
omics__bw_ac__1,4.7159095633
omics__bw_ac__2,4.4879253482
omics__bw_fum__1,3.3075532518
omics__bw_fum__2,2.8279481995999998
omics__bw_glc__1,3.0808423032
omics__bw_glc__2,2.6772987963
omics__bw_pyr__1,3.0872641592
omics__bw_pyr__2,3.3236307212
ompr__wt_nacl__1,3.6198586648999997
ompr__wt_nacl__2,3.5322203156
ompr__bw_delompr_nacl__1,3.8904384002
ompr__bw_delompr_nacl__2,3.7644499899
minspan__wt_ade__1,2.7201875837
minspan__wt_glc__1,1.5775491002000002
minspan__wt_glc__2,2.8757523419
minspan__wt_glc__3,2.7589880021
minspan__wt_glc__4,2.2680888757
minspan__wt_glc_anaero__1,2.4625256504
minspan__wt_glc_anaero__2,2.9385367575
minspan__wt_trp__1,3.0982386173
minspan__bw_delcra_glc__1,3.329313853
minspan__bw_delcra_glc__2,2.6996660493
minspan__bw_delcra_trp__1,3.4210253701
