,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,0.697178638,0.09033290756003737,2.0,0.0,0.7610536495,1.0,0.6333036265,,,,
1,ALE__GalactoseA6,-0.044823855499999954,0.018860234910520142,2.0,2.0,-0.0314876554999999,3.0,-0.0581600555,,,,
2,ALE__GalactoseA8,0.5213612995,0.07016849268047143,2.0,4.0,0.5709779165,5.0,0.4717446825,,,,
3,ALE__IL_Control,-2.7755575615628914e-17,0.24749614927476202,4.0,6.0,0.2502530535,7.0,0.1673300794999999,8.0,-0.1542514485,9.0,-0.2633316845
4,ALE__IL_TEOH_OAc,0.14679916249999994,0.4987677750850987,2.0,10.0,-0.2058829135000001,11.0,0.4994812385,,,,
5,ALE__IL_TEA_HS,-0.029502225500000055,0.18021663826524806,2.0,12.0,-0.1569346325,13.0,0.0979301814999999,,,,
6,ALE__IL_Mixed,1.2806658080000002,0.3207667067191677,2.0,14.0,1.5074821215,15.0,1.0538494945,,,,
7,ALE__IL_PP5350,-0.10098787900000004,0.16311009817564195,2.0,16.0,0.0143483774999999,17.0,-0.2163241355,,,,
8,ALE__IL_T8,-0.0826884210000001,0.19792830619605806,2.0,18.0,0.0572680264999999,19.0,-0.2226448685000001,,,,
9,ALE__IL_T9,-0.16826488800000006,0.35792422337586105,2.0,20.0,0.0848257574999999,21.0,-0.4213555335,,,,
10,ALE__IL_Control2,0.3202489714999998,0.24752837995174623,2.0,22.0,0.4952779674999998,23.0,0.1452199754999998,,,,
11,ALE__IL_Glc+Ace,0.466527577,0.1362818333297485,2.0,24.0,0.3701617685,25.0,0.5628933855,,,,
12,ALE__XyloseA1,-0.1183420275,0.10017966718001496,2.0,26.0,-0.0475043055,27.0,-0.1891797495,,,,
13,ALE__XyloseA2,0.43112419849999994,0.11880183903629955,2.0,28.0,0.3471186124999998,29.0,0.5151297845,,,,
14,ALE__XyloseA3,0.7272097875,0.09393595107169042,2.0,30.0,0.7936325355,31.0,0.6607870395,,,,
15,ALE__XyloseA4,0.5609228344999999,0.16612292672810638,2.0,32.0,0.4434561864999999,33.0,0.6783894824999999,,,,
16,Aromatic__Coumarate,0.13753049500000003,0.340845540015904,3.0,34.0,0.4167573973333334,35.0,0.2381251513333333,36.0,-0.2422910636666666,,
17,Aromatic__Coumarate+ferulate,0.46227524433333333,0.33036692388580685,3.0,37.0,0.8162314073333334,38.0,0.4084985443333333,39.0,0.1620957813333333,,
18,Aromatic__Ferulate,0.28336083666666667,0.0637978743605271,3.0,40.0,0.2992390203333334,41.0,0.3377200693333333,42.0,0.2131234203333333,,
19,Aromatic__Glucose,0.0,0.1611415677321736,3.0,43.0,0.1455054173333333,44.0,0.0276850083333333,45.0,-0.1731904256666666,,
20,Bioreactor1__24h,9.71445146547012e-17,0.22544773256522244,2.0,46.0,0.1594156205000001,47.0,-0.1594156204999999,,,,
21,Bioreactor2__S_0min,9.25185853854297e-18,0.1531388331858994,3.0,48.0,0.0611677943333333,60.0,0.1131010983333333,72.0,-0.1742688926666666,,
22,Bioreactor2__S_15min,0.3283077776666666,0.12566604024493977,3.0,49.0,0.2131186793333332,61.0,0.3094787873333333,73.0,0.4623258663333333,,
23,Bioreactor2__P1_15min,0.03279862866666667,0.17868481835224498,3.0,50.0,-0.0659131286666666,62.0,0.2390629393333333,74.0,-0.0747539246666667,,
24,Bioreactor2__P3_15min,0.3704674656666666,0.03721433351919945,3.0,51.0,0.3791324653333333,63.0,0.3296850693333333,75.0,0.4025848623333333,,
25,Bioreactor2__P5_15min,0.3550444103333333,0.11216259544314644,3.0,52.0,0.4437579743333333,64.0,0.2289693593333333,76.0,0.3924058973333333,,
26,Bioreactor2__S_1h,0.19517730399999997,0.10255069329255947,3.0,53.0,0.3119855023333333,65.0,0.1199349063333333,77.0,0.1536115033333333,,
27,Bioreactor2__S_3h,0.3181974543333333,0.21913812150774453,3.0,54.0,0.3965577343333333,66.0,0.4873830173333333,78.0,0.0706516113333333,,
28,Bioreactor2__S_9h,-0.003392128333333355,0.31593255705375395,3.0,55.0,-0.2937191806666667,67.0,-0.0495294976666667,79.0,0.3330722933333333,,
29,Bioreactor2__S_25h,0.48963314566666655,0.25411756718297773,3.0,56.0,0.7828249613333332,68.0,0.3532674563333333,80.0,0.3328070193333333,,
30,Bioreactor2__P1_25h,0.42620368,0.2219861271176675,3.0,57.0,0.2597278103333333,69.0,0.3406453493333333,81.0,0.6782378803333333,,
31,Bioreactor2__P3_25h,0.2312521163333333,0.14157649097479186,3.0,58.0,0.3940792543333333,70.0,0.1624637263333333,82.0,0.1372133683333333,,
32,Bioreactor2__P5_25h,0.372299102,0.4550077174891667,3.0,59.0,-0.1432760986666666,71.0,0.5425156893333333,83.0,0.7176577153333333,,
33,Carbon__Citrate,-0.6062800135,0.17887659920495239,3.0,84.0,-0.8004351015,85.0,-0.4481722385,86.0,-0.5702327005,,
34,Carbon__Ferulate,-0.3127498528333333,0.18525725615927774,3.0,87.0,-0.1018154645,88.0,-0.3873906974999999,89.0,-0.4490433965,,
35,Carbon__Glucose,-5.551115123125783e-17,1.0056091221566237,2.0,90.0,-0.7110730295,91.0,0.7110730294999998,,,,
36,Carbon__Serine,-0.30596323483333326,0.4023642908869301,3.0,92.0,0.0869532615000001,93.0,-0.7171526935,94.0,-0.2876902724999999,,
37,Carbon2__Glucose,7.401486830834377e-17,0.24408566730818843,3.0,95.0,-0.1826081339999999,96.0,-0.0946220339999999,97.0,0.277230168,,
38,Carbon2__Coumarate,-0.25278119833333323,0.11820991749643951,3.0,98.0,-0.327190526,99.0,-0.3146776119999999,100.0,-0.1164754569999999,,
39,Crc__Control,0.0,0.1915482966698733,2.0,101.0,-0.1354450995,102.0,0.1354450995,,,,
40,Crc__Del_crc,-0.16133021599999986,0.2402571026329624,2.0,103.0,0.0085572105000002,104.0,-0.3312176424999999,,,,
41,Crc__Del_crcZ_crcY,0.24473097900000004,0.08132781077774522,2.0,105.0,0.1872235325,106.0,0.3022384255000001,,,,
42,FinR__Control,3.700743415417188e-17,0.26284221387623313,3.0,107.0,-0.0072539689999999,108.0,0.266394114,109.0,-0.259140145,,
43,FinR__Del_finR,-0.1286583503333333,0.3273643057546323,3.0,110.0,0.249201518,111.0,-0.3267440809999999,112.0,-0.308432488,,
44,FleQ__Del_fleQ,0.029689953999999973,0.2300427335404078,3.0,113.0,-0.1808745613333333,114.0,0.2752098596666666,115.0,-0.0052654363333334,,
45,FleQ__OE_wspR,0.36534276666666665,0.5925948768301724,3.0,116.0,-0.2335290313333333,117.0,0.9514546416666666,119.0,0.3781026896666666,,
46,FleQ__Control,-3.700743415417188e-17,0.2628419034242586,3.0,118.0,-0.2591398103333334,120.0,-0.0072540153333333,121.0,0.2663938256666666,,
47,Fuel__Butanol,-3.7502257450000007,0.011861605945747066,2.0,122.0,-3.758613167000001,123.0,-3.741838323,,,,
48,Fuel__Control,-4.49293380277993e-16,0.03232149317200546,2.0,124.0,0.0228547469999993,125.0,-0.0228547470000002,,,,
49,Fuel__Isopentanol,-3.8952480190000003,0.421891787686444,2.0,126.0,-4.193570563,127.0,-3.5969254750000004,,,,
50,Glycolaldehyde__Glycolaldehyde,0.426934209,0.17703031328584506,2.0,128.0,0.552113544,130.0,0.301754874,,,,
51,Glycolaldehyde__Control,0.0,0.1481529307698188,2.0,129.0,0.104759942,131.0,-0.104759942,,,,
52,HNS_protein__Control_ex,0.0,0.37257081958389243,2.0,132.0,-0.2634473530000001,147.0,0.2634473530000001,,,,
53,HNS_protein__Del_turB_ex,-0.37298972699999994,0.12338417099267364,2.0,133.0,-0.460235511,134.0,-0.2857439429999999,,,,
54,HNS_protein__WT_pCAR1_ex,0.25005172950000015,0.24250289498321417,2.0,135.0,0.4215271710000001,140.0,0.0785762880000002,,,,
55,HNS_protein__WT_pCAR1_Del_turA_ex,1.3491618935000003,0.3667942952898589,2.0,136.0,1.08979916,138.0,1.6085246270000004,,,,
56,HNS_protein__WT_pCAR1_Del_turA_st,1.275143147,0.20289148657188555,2.0,137.0,1.1316772010000005,139.0,1.4186090929999997,,,,
57,HNS_protein__WT_pCAR1_Del_turB_ex,0.5125171335,0.19441730182436473,2.0,141.0,0.6499909260000001,143.0,0.375043341,,,,
58,HNS_protein__WT_pCAR1_Del_turB_st,1.174152715,0.2865412019667034,2.0,142.0,0.971537488,146.0,1.376767942,,,,
59,HNS_protein__WT_pCAR1_Del_pmr_ex,1.056522969,0.3159419538094654,2.0,144.0,0.833118271,145.0,1.279927667,,,,
60,HNS_protein__WT_Del_turA_ex,-0.3293771095,0.23240514286150732,2.0,148.0,-0.1650418569999998,149.0,-0.4937123620000001,,,,
61,Mobile_gene__2737_exp,0.0,0.25369205030267006,4.0,150.0,0.1485166525,151.0,-0.2248824634999999,152.0,0.2806017394999999,153.0,-0.2042359285
62,Mobile_gene__2737_reg,-0.07351180774999999,0.16371447130335937,4.0,154.0,-0.2237412104999999,155.0,0.0429899415,156.0,0.0911643594999999,157.0,-0.2044603215
63,Mobile_gene__3227_exp,-0.06858839925000006,0.1400149139610171,4.0,158.0,0.1036540654999998,159.0,-0.0274509335,160.0,-0.2236894855,161.0,-0.1268672435
64,Mobile_gene__3227_reg,-0.35897681074999993,0.1375749842315515,4.0,162.0,-0.1633455154999999,163.0,-0.4827113905,164.0,-0.3774007554999999,165.0,-0.4124495815
65,Mobile_gene__mfsR_exp,-0.6414497825000001,0.0919773204421326,2.0,166.0,-0.5764119955,167.0,-0.7064875695,,,,
66,Mobile_gene2__Condition1,-0.10648877899999999,0.20521222092723557,2.0,168.0,-0.2515957320000002,169.0,0.0386181740000002,,,,
67,Mobile_gene2__Condition2,3.469446951953614e-17,0.37195346693886105,4.0,170.0,-0.2375440119999998,171.0,0.5493497349999998,172.0,-0.2200294989999998,173.0,-0.0917762240000001
68,Muconate__CJ522_fructose,0.24626028833333333,0.4431313408126239,3.0,174.0,-0.0851641733333333,175.0,0.0743577166666666,176.0,0.7495873216666666,,
69,Muconate__CJ522_fructose_glucose,0.3486618873333333,0.22626138354666922,3.0,177.0,0.4293260736666666,178.0,0.0931224976666666,179.0,0.5235370906666666,,
70,Muconate__CJ522_fructose_glucose_gluconate,0.1326041613333333,0.5503921206076351,3.0,180.0,0.1796574126666666,181.0,-0.4398040363333333,182.0,0.6579591076666667,,
71,Muconate__CJ522_glucose_gluconate,0.45236865866666665,0.4589889368052206,3.0,183.0,0.0262778206666666,184.0,0.3924565856666666,185.0,0.9383715696666668,,
