,-0.0776985542690511,-0.05827391570178833,-0.03884927713452556,-0.019424638567262786,-1.3877787807814457e-17,0.01942463856726276,0.03884927713452553,0.05827391570178829,0.07769855426905108,0.09712319283631386,0.11654783140357662,0.1359724699708394,0.15539710853810218,0.17482174710536497,0.1942463856726277,0.21367102423989048,0.23309566280715327,0.25252030137441606,0.27194493994167884,0.2913695785089416
thresh,-0.0874108735526825,0.0874108735526825,2,,,,,,,,,,,,,,,,,
unreg,0,1,43,577,2641,454,29,3,1,0,0,0,0,0,1,0,0,0,0,0
fur,0,0,1,25,70,14,7,4,1,3,0,1,1,1,3,3,2,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['entD'],[],[],[],[],[]
fur_genes,[],[],['hybG'],"['oppB' 'soxR' 'yjbJ' 'mntH' 'nagB' 'garL' 'sdhA' 'katG' 'nagC' 'sodA'
 'oppA' 'yiiU' 'nagA' 'STM3135' 'recN' 'STM2148' 'oppC' 'nrdH' 'sdhC'
 'STM3136' 'yciR' 'ynfD' 'exbB' 'metJ' 'oppF']","['sdiA' 'oppD' 'fumC' 'fur' 'yebN' 'yigN' 'purR' 'sdhD' 'gdhA' 'garK'
 'acnA' 'sucA' 'yhhY' 'yqjH' 'STM0692' 'sdhB' 'sucB' 'sucD' 'ompR' 'amtB'
 'cyoE' 'aspC' 'nagD' 'cyoD' 'yhgG' 'STM1263' 'fumB' 'fnr' 'gltD' 'gpmA'
 'pepD' 'cyoB' 'cyoC' 'ftnB' 'flhC' 'glnD' 'gltB' 'hybD' 'glnK' 'ftn'
 'yhaJ' 'map' 'yrbL' 'ygaC' 'yhhK' 'cyoA' 'metH' 'ushB' 'tonB' 'ydiE'
 'fhuF' 'feoB' 'zwf' 'katE' 'fdhE' 'rpoS' 'soxS' 'sucC' 'feoA' 'gnd'
 'hybF' 'hybC' 'hybA' 'yfiD' 'pyrC' 'hypO' 'ndh' 'lpdA' 'STM4552' 'yojI']","['adhP' 'adk' 'exbD' 'hybB' 'sufC' 'hybE' 'garR' 'hmpA' 'stfA' 'sufA'
 'ynhA' 'flhD' 'sufD' 'sufB']",['fepE' 'sufS' 'nrdE' 'nrdF' 'fepD' 'nrdI' 'fhuA'],['STM1586' 'fhuC' 'fhuD' 'fepB'],['fepG'],['fhuB' 'ybdA' 'fepC'],[],['fhuE'],['fes'],['ybdZ'],['entF' 'cirA' 'entA'],['ybdB' 'fepA' 'entC'],['entE' 'entB'],[],[],[]
