,locus_id,go_id,go_name
88,USA300HOU_RS00005,GO:0016817,
89,USA300HOU_RS00005,GO:0016818,
90,USA300HOU_RS00005,GO:0016887,
91,USA300HOU_RS00005,GO:0017076,
92,USA300HOU_RS00005,GO:0017111,
93,USA300HOU_RS00005,GO:0018130,
94,USA300HOU_RS00005,GO:0019219,
95,USA300HOU_RS00005,GO:0019222,
96,USA300HOU_RS00005,GO:0019438,
97,USA300HOU_RS00005,GO:0019439,
98,USA300HOU_RS00005,GO:0019637,
99,USA300HOU_RS00005,GO:0019693,
100,USA300HOU_RS00005,GO:0022607,
101,USA300HOU_RS00005,GO:0030312,
102,USA300HOU_RS00005,GO:0030554,
103,USA300HOU_RS00005,GO:0031323,
104,USA300HOU_RS00005,GO:0031326,
105,USA300HOU_RS00005,GO:0032549,
106,USA300HOU_RS00005,GO:0032550,
107,USA300HOU_RS00005,GO:0032553,
108,USA300HOU_RS00005,GO:0032555,
109,USA300HOU_RS00005,GO:0032559,
110,USA300HOU_RS00005,GO:0034641,
111,USA300HOU_RS00005,GO:0034645,
112,USA300HOU_RS00005,GO:0034654,
113,USA300HOU_RS00005,GO:0034655,
114,USA300HOU_RS00005,GO:0035639,
115,USA300HOU_RS00005,GO:0036094,
116,USA300HOU_RS00005,GO:0042278,
117,USA300HOU_RS00005,GO:0042451,
118,USA300HOU_RS00005,GO:0042454,
119,USA300HOU_RS00005,GO:0042455,
120,USA300HOU_RS00005,GO:0043167,
121,USA300HOU_RS00005,GO:0043168,
122,USA300HOU_RS00005,GO:0043170,
123,USA300HOU_RS00005,GO:0043565,
124,USA300HOU_RS00005,GO:0043933,
125,USA300HOU_RS00005,GO:0044085,
126,USA300HOU_RS00005,GO:0044237,
127,USA300HOU_RS00005,GO:0044238,
128,USA300HOU_RS00005,GO:0044248,
129,USA300HOU_RS00005,GO:0044249,
130,USA300HOU_RS00005,GO:0044260,
131,USA300HOU_RS00005,GO:0044270,
132,USA300HOU_RS00005,GO:0044271,
133,USA300HOU_RS00005,GO:0044281,
134,USA300HOU_RS00005,GO:0044424,
135,USA300HOU_RS00005,GO:0044425,
136,USA300HOU_RS00005,GO:0044459,
137,USA300HOU_RS00005,GO:0044464,
138,USA300HOU_RS00005,GO:0044710,
139,USA300HOU_RS00005,GO:0046031,
140,USA300HOU_RS00005,GO:0046034,
141,USA300HOU_RS00005,GO:0046128,
142,USA300HOU_RS00005,GO:0046129,
143,USA300HOU_RS00005,GO:0046130,
144,USA300HOU_RS00005,GO:0046390,
145,USA300HOU_RS00005,GO:0046434,
146,USA300HOU_RS00005,GO:0046483,
147,USA300HOU_RS00005,GO:0046700,
148,USA300HOU_RS00005,GO:0050789,
149,USA300HOU_RS00005,GO:0050794,
150,USA300HOU_RS00005,GO:0051052,
151,USA300HOU_RS00005,GO:0051171,
152,USA300HOU_RS00005,GO:0051259,
153,USA300HOU_RS00005,GO:0051260,
154,USA300HOU_RS00005,GO:0055086,
155,USA300HOU_RS00005,GO:0060255,
156,USA300HOU_RS00005,GO:0065003,
157,USA300HOU_RS00005,GO:0065007,
158,USA300HOU_RS00005,GO:0070271,
159,USA300HOU_RS00005,GO:0071704,
160,USA300HOU_RS00005,GO:0071822,
161,USA300HOU_RS00005,GO:0071840,
162,USA300HOU_RS00005,GO:0071944,
163,USA300HOU_RS00005,GO:0072521,
164,USA300HOU_RS00005,GO:0072522,
165,USA300HOU_RS00005,GO:0072523,
166,USA300HOU_RS00005,GO:0080090,
167,USA300HOU_RS00005,GO:0090304,
168,USA300HOU_RS00005,GO:0090407,
169,USA300HOU_RS00005,GO:0097159,
170,USA300HOU_RS00005,GO:1901135,
171,USA300HOU_RS00005,GO:1901136,
172,USA300HOU_RS00005,GO:1901137,
173,USA300HOU_RS00005,GO:1901265,
174,USA300HOU_RS00005,GO:1901292,
175,USA300HOU_RS00005,GO:1901293,
176,USA300HOU_RS00005,GO:1901360,
177,USA300HOU_RS00005,GO:1901361,
178,USA300HOU_RS00005,GO:1901362,
179,USA300HOU_RS00005,GO:1901363,
180,USA300HOU_RS00005,GO:1901564,
181,USA300HOU_RS00005,GO:1901565,
182,USA300HOU_RS00005,GO:1901566,
183,USA300HOU_RS00005,GO:1901575,
184,USA300HOU_RS00005,GO:1901576,
185,USA300HOU_RS00005,GO:1901657,
186,USA300HOU_RS00005,GO:1901658,
187,USA300HOU_RS00005,GO:1901659,
188,USA300HOU_RS00005,GO:2000112,
0,USA300HOU_RS00010,GO:0003674,
1,USA300HOU_RS00010,GO:0003824,
2,USA300HOU_RS00010,GO:0003887,
3,USA300HOU_RS00010,GO:0005575,
4,USA300HOU_RS00010,GO:0005576,
5,USA300HOU_RS00010,GO:0005618,
6,USA300HOU_RS00010,GO:0005622,
7,USA300HOU_RS00010,GO:0005623,
8,USA300HOU_RS00010,GO:0005737,
9,USA300HOU_RS00010,GO:0005829,
10,USA300HOU_RS00010,GO:0006139,
11,USA300HOU_RS00010,GO:0006259,
12,USA300HOU_RS00010,GO:0006260,
13,USA300HOU_RS00010,GO:0006261,
14,USA300HOU_RS00010,GO:0006271,
15,USA300HOU_RS00010,GO:0006725,
16,USA300HOU_RS00010,GO:0006807,
17,USA300HOU_RS00010,GO:0006950,
18,USA300HOU_RS00010,GO:0006974,
19,USA300HOU_RS00010,GO:0008150,
20,USA300HOU_RS00010,GO:0008152,
21,USA300HOU_RS00010,GO:0009058,
22,USA300HOU_RS00010,GO:0009059,
23,USA300HOU_RS00010,GO:0009360,
24,USA300HOU_RS00010,GO:0009987,
25,USA300HOU_RS00010,GO:0016740,
26,USA300HOU_RS00010,GO:0016772,
27,USA300HOU_RS00010,GO:0016779,
28,USA300HOU_RS00010,GO:0022616,
29,USA300HOU_RS00010,GO:0030312,
30,USA300HOU_RS00010,GO:0032991,
31,USA300HOU_RS00010,GO:0033554,
32,USA300HOU_RS00010,GO:0034061,
33,USA300HOU_RS00010,GO:0034641,
34,USA300HOU_RS00010,GO:0034645,
35,USA300HOU_RS00010,GO:0042575,
36,USA300HOU_RS00010,GO:0043170,
37,USA300HOU_RS00010,GO:0043234,
38,USA300HOU_RS00010,GO:0044237,
39,USA300HOU_RS00010,GO:0044238,
40,USA300HOU_RS00010,GO:0044249,
41,USA300HOU_RS00010,GO:0044260,
42,USA300HOU_RS00010,GO:0044424,
43,USA300HOU_RS00010,GO:0044444,
44,USA300HOU_RS00010,GO:0044464,
45,USA300HOU_RS00010,GO:0044699,
46,USA300HOU_RS00010,GO:0044763,
47,USA300HOU_RS00010,GO:0046483,
48,USA300HOU_RS00010,GO:0050896,
49,USA300HOU_RS00010,GO:0051716,
50,USA300HOU_RS00010,GO:0071704,
51,USA300HOU_RS00010,GO:0071944,
52,USA300HOU_RS00010,GO:0090304,
53,USA300HOU_RS00010,GO:1901360,
54,USA300HOU_RS00010,GO:1901576,
0,USA300HOU_RS00020,GO:0000731,
1,USA300HOU_RS00020,GO:0005575,
2,USA300HOU_RS00020,GO:0005622,
3,USA300HOU_RS00020,GO:0005623,
4,USA300HOU_RS00020,GO:0005737,
5,USA300HOU_RS00020,GO:0005829,
6,USA300HOU_RS00020,GO:0005886,
7,USA300HOU_RS00020,GO:0006139,
8,USA300HOU_RS00020,GO:0006259,
9,USA300HOU_RS00020,GO:0006281,
10,USA300HOU_RS00020,GO:0006725,
11,USA300HOU_RS00020,GO:0006807,
12,USA300HOU_RS00020,GO:0006950,
13,USA300HOU_RS00020,GO:0006974,
14,USA300HOU_RS00020,GO:0008150,
15,USA300HOU_RS00020,GO:0008152,
16,USA300HOU_RS00020,GO:0009058,
17,USA300HOU_RS00020,GO:0009059,
18,USA300HOU_RS00020,GO:0009314,
19,USA300HOU_RS00020,GO:0009411,
20,USA300HOU_RS00020,GO:0009416,
21,USA300HOU_RS00020,GO:0009628,
22,USA300HOU_RS00020,GO:0009987,
23,USA300HOU_RS00020,GO:0016020,
24,USA300HOU_RS00020,GO:0018130,
25,USA300HOU_RS00020,GO:0019438,
26,USA300HOU_RS00020,GO:0033554,
27,USA300HOU_RS00020,GO:0034641,
28,USA300HOU_RS00020,GO:0034645,
29,USA300HOU_RS00020,GO:0034654,
30,USA300HOU_RS00020,GO:0043170,
31,USA300HOU_RS00020,GO:0044237,
32,USA300HOU_RS00020,GO:0044238,
33,USA300HOU_RS00020,GO:0044249,
34,USA300HOU_RS00020,GO:0044260,
35,USA300HOU_RS00020,GO:0044271,
36,USA300HOU_RS00020,GO:0044424,
37,USA300HOU_RS00020,GO:0044444,
38,USA300HOU_RS00020,GO:0044464,
39,USA300HOU_RS00020,GO:0044699,
40,USA300HOU_RS00020,GO:0044763,
41,USA300HOU_RS00020,GO:0046483,
42,USA300HOU_RS00020,GO:0050896,
43,USA300HOU_RS00020,GO:0051716,
44,USA300HOU_RS00020,GO:0071704,
45,USA300HOU_RS00020,GO:0071897,
46,USA300HOU_RS00020,GO:0071944,
47,USA300HOU_RS00020,GO:0090304,
48,USA300HOU_RS00020,GO:1901360,
49,USA300HOU_RS00020,GO:1901362,
50,USA300HOU_RS00020,GO:1901576,
0,USA300HOU_RS00025,GO:0000166,
1,USA300HOU_RS00025,GO:0000287,
2,USA300HOU_RS00025,GO:0001882,
3,USA300HOU_RS00025,GO:0001883,
4,USA300HOU_RS00025,GO:0003674,
5,USA300HOU_RS00025,GO:0003824,
6,USA300HOU_RS00025,GO:0003916,
7,USA300HOU_RS00025,GO:0003918,
8,USA300HOU_RS00025,GO:0005488,
9,USA300HOU_RS00025,GO:0005524,
10,USA300HOU_RS00025,GO:0005575,
11,USA300HOU_RS00025,GO:0005618,
12,USA300HOU_RS00025,GO:0005622,
13,USA300HOU_RS00025,GO:0005623,
14,USA300HOU_RS00025,GO:0005737,
15,USA300HOU_RS00025,GO:0005886,
16,USA300HOU_RS00025,GO:0006139,
17,USA300HOU_RS00025,GO:0006152,
18,USA300HOU_RS00025,GO:0006163,
19,USA300HOU_RS00025,GO:0006195,
20,USA300HOU_RS00025,GO:0006200,
21,USA300HOU_RS00025,GO:0006259,
22,USA300HOU_RS00025,GO:0006260,
23,USA300HOU_RS00025,GO:0006261,
24,USA300HOU_RS00025,GO:0006265,
25,USA300HOU_RS00025,GO:0006725,
26,USA300HOU_RS00025,GO:0006753,
27,USA300HOU_RS00025,GO:0006793,
28,USA300HOU_RS00025,GO:0006796,
29,USA300HOU_RS00025,GO:0006807,
30,USA300HOU_RS00025,GO:0007059,
31,USA300HOU_RS00025,GO:0008094,
32,USA300HOU_RS00025,GO:0008150,
33,USA300HOU_RS00025,GO:0008152,
34,USA300HOU_RS00025,GO:0009056,
35,USA300HOU_RS00025,GO:0009058,
36,USA300HOU_RS00025,GO:0009059,
37,USA300HOU_RS00025,GO:0009116,
38,USA300HOU_RS00025,GO:0009117,
39,USA300HOU_RS00025,GO:0009119,
40,USA300HOU_RS00025,GO:0009123,
41,USA300HOU_RS00025,GO:0009125,
42,USA300HOU_RS00025,GO:0009126,
43,USA300HOU_RS00025,GO:0009128,
44,USA300HOU_RS00025,GO:0009141,
45,USA300HOU_RS00025,GO:0009143,
46,USA300HOU_RS00025,GO:0009144,
47,USA300HOU_RS00025,GO:0009146,
48,USA300HOU_RS00025,GO:0009150,
49,USA300HOU_RS00025,GO:0009154,
50,USA300HOU_RS00025,GO:0009158,
51,USA300HOU_RS00025,GO:0009161,
52,USA300HOU_RS00025,GO:0009164,
53,USA300HOU_RS00025,GO:0009166,
54,USA300HOU_RS00025,GO:0009167,
55,USA300HOU_RS00025,GO:0009169,
56,USA300HOU_RS00025,GO:0009199,
57,USA300HOU_RS00025,GO:0009203,
58,USA300HOU_RS00025,GO:0009205,
59,USA300HOU_RS00025,GO:0009207,
60,USA300HOU_RS00025,GO:0009259,
61,USA300HOU_RS00025,GO:0009261,
62,USA300HOU_RS00025,GO:0009295,
63,USA300HOU_RS00025,GO:0009987,
64,USA300HOU_RS00025,GO:0016020,
65,USA300HOU_RS00025,GO:0016462,
66,USA300HOU_RS00025,GO:0016787,
67,USA300HOU_RS00025,GO:0016817,
68,USA300HOU_RS00025,GO:0016818,
69,USA300HOU_RS00025,GO:0016853,
70,USA300HOU_RS00025,GO:0016887,
71,USA300HOU_RS00025,GO:0017076,
72,USA300HOU_RS00025,GO:0017111,
73,USA300HOU_RS00025,GO:0019439,
74,USA300HOU_RS00025,GO:0019637,
75,USA300HOU_RS00025,GO:0019693,
76,USA300HOU_RS00025,GO:0030312,
77,USA300HOU_RS00025,GO:0030554,
78,USA300HOU_RS00025,GO:0032549,
79,USA300HOU_RS00025,GO:0032550,
80,USA300HOU_RS00025,GO:0032553,
81,USA300HOU_RS00025,GO:0032555,
82,USA300HOU_RS00025,GO:0032559,
83,USA300HOU_RS00025,GO:0034641,
84,USA300HOU_RS00025,GO:0034645,
85,USA300HOU_RS00025,GO:0034655,
86,USA300HOU_RS00025,GO:0035639,
87,USA300HOU_RS00025,GO:0036094,
88,USA300HOU_RS00025,GO:0040007,
89,USA300HOU_RS00025,GO:0042278,
90,USA300HOU_RS00025,GO:0042454,
91,USA300HOU_RS00025,GO:0042623,
92,USA300HOU_RS00025,GO:0043167,
93,USA300HOU_RS00025,GO:0043168,
94,USA300HOU_RS00025,GO:0043169,
95,USA300HOU_RS00025,GO:0043170,
96,USA300HOU_RS00025,GO:0044237,
97,USA300HOU_RS00025,GO:0044238,
98,USA300HOU_RS00025,GO:0044248,
99,USA300HOU_RS00025,GO:0044249,
100,USA300HOU_RS00025,GO:0044260,
101,USA300HOU_RS00025,GO:0044270,
102,USA300HOU_RS00025,GO:0044281,
103,USA300HOU_RS00025,GO:0044424,
104,USA300HOU_RS00025,GO:0044464,
105,USA300HOU_RS00025,GO:0044699,
106,USA300HOU_RS00025,GO:0044710,
107,USA300HOU_RS00025,GO:0044763,
108,USA300HOU_RS00025,GO:0046034,
109,USA300HOU_RS00025,GO:0046128,
110,USA300HOU_RS00025,GO:0046130,
111,USA300HOU_RS00025,GO:0046434,
112,USA300HOU_RS00025,GO:0046483,
113,USA300HOU_RS00025,GO:0046700,
114,USA300HOU_RS00025,GO:0046872,
115,USA300HOU_RS00025,GO:0055086,
116,USA300HOU_RS00025,GO:0061505,
117,USA300HOU_RS00025,GO:0071103,
118,USA300HOU_RS00025,GO:0071704,
119,USA300HOU_RS00025,GO:0071944,
120,USA300HOU_RS00025,GO:0072521,
121,USA300HOU_RS00025,GO:0072523,
122,USA300HOU_RS00025,GO:0090304,
123,USA300HOU_RS00025,GO:0097159,
124,USA300HOU_RS00025,GO:1901135,
125,USA300HOU_RS00025,GO:1901136,
126,USA300HOU_RS00025,GO:1901265,
127,USA300HOU_RS00025,GO:1901292,
128,USA300HOU_RS00025,GO:1901360,
129,USA300HOU_RS00025,GO:1901361,
130,USA300HOU_RS00025,GO:1901363,
131,USA300HOU_RS00025,GO:1901564,
132,USA300HOU_RS00025,GO:1901565,
133,USA300HOU_RS00025,GO:1901575,
134,USA300HOU_RS00025,GO:1901576,
135,USA300HOU_RS00025,GO:1901657,
136,USA300HOU_RS00025,GO:1901658,
0,USA300HOU_RS00030,GO:0000166,
1,USA300HOU_RS00030,GO:0000287,
2,USA300HOU_RS00030,GO:0001882,
3,USA300HOU_RS00030,GO:0001883,
4,USA300HOU_RS00030,GO:0003674,
5,USA300HOU_RS00030,GO:0003824,
6,USA300HOU_RS00030,GO:0003916,
7,USA300HOU_RS00030,GO:0003918,
8,USA300HOU_RS00030,GO:0005488,
9,USA300HOU_RS00030,GO:0005524,
10,USA300HOU_RS00030,GO:0005575,
11,USA300HOU_RS00030,GO:0005618,
12,USA300HOU_RS00030,GO:0005622,
13,USA300HOU_RS00030,GO:0005623,
14,USA300HOU_RS00030,GO:0005737,
15,USA300HOU_RS00030,GO:0005886,
16,USA300HOU_RS00030,GO:0006139,
17,USA300HOU_RS00030,GO:0006152,
18,USA300HOU_RS00030,GO:0006163,
19,USA300HOU_RS00030,GO:0006195,
20,USA300HOU_RS00030,GO:0006200,
21,USA300HOU_RS00030,GO:0006259,
22,USA300HOU_RS00030,GO:0006260,
23,USA300HOU_RS00030,GO:0006261,
24,USA300HOU_RS00030,GO:0006265,
25,USA300HOU_RS00030,GO:0006351,
26,USA300HOU_RS00030,GO:0006725,
27,USA300HOU_RS00030,GO:0006753,
28,USA300HOU_RS00030,GO:0006793,
29,USA300HOU_RS00030,GO:0006796,
30,USA300HOU_RS00030,GO:0006807,
31,USA300HOU_RS00030,GO:0007059,
32,USA300HOU_RS00030,GO:0008094,
33,USA300HOU_RS00030,GO:0008150,
34,USA300HOU_RS00030,GO:0008152,
35,USA300HOU_RS00030,GO:0009056,
36,USA300HOU_RS00030,GO:0009058,
37,USA300HOU_RS00030,GO:0009059,
38,USA300HOU_RS00030,GO:0009116,
39,USA300HOU_RS00030,GO:0009117,
40,USA300HOU_RS00030,GO:0009119,
41,USA300HOU_RS00030,GO:0009123,
42,USA300HOU_RS00030,GO:0009125,
43,USA300HOU_RS00030,GO:0009126,
44,USA300HOU_RS00030,GO:0009128,
45,USA300HOU_RS00030,GO:0009141,
46,USA300HOU_RS00030,GO:0009143,
47,USA300HOU_RS00030,GO:0009144,
48,USA300HOU_RS00030,GO:0009146,
49,USA300HOU_RS00030,GO:0009150,
50,USA300HOU_RS00030,GO:0009154,
51,USA300HOU_RS00030,GO:0009158,
52,USA300HOU_RS00030,GO:0009161,
53,USA300HOU_RS00030,GO:0009164,
54,USA300HOU_RS00030,GO:0009166,
55,USA300HOU_RS00030,GO:0009167,
56,USA300HOU_RS00030,GO:0009169,
57,USA300HOU_RS00030,GO:0009199,
58,USA300HOU_RS00030,GO:0009203,
59,USA300HOU_RS00030,GO:0009205,
60,USA300HOU_RS00030,GO:0009207,
61,USA300HOU_RS00030,GO:0009259,
62,USA300HOU_RS00030,GO:0009261,
63,USA300HOU_RS00030,GO:0009295,
64,USA300HOU_RS00030,GO:0009330,
65,USA300HOU_RS00030,GO:0009987,
66,USA300HOU_RS00030,GO:0010467,
67,USA300HOU_RS00030,GO:0016020,
68,USA300HOU_RS00030,GO:0016070,
69,USA300HOU_RS00030,GO:0016462,
70,USA300HOU_RS00030,GO:0016787,
71,USA300HOU_RS00030,GO:0016817,
72,USA300HOU_RS00030,GO:0016818,
73,USA300HOU_RS00030,GO:0016853,
74,USA300HOU_RS00030,GO:0016887,
75,USA300HOU_RS00030,GO:0017076,
76,USA300HOU_RS00030,GO:0017111,
77,USA300HOU_RS00030,GO:0018130,
78,USA300HOU_RS00030,GO:0019438,
79,USA300HOU_RS00030,GO:0019439,
80,USA300HOU_RS00030,GO:0019637,
81,USA300HOU_RS00030,GO:0019693,
82,USA300HOU_RS00030,GO:0030312,
83,USA300HOU_RS00030,GO:0030554,
84,USA300HOU_RS00030,GO:0032549,
85,USA300HOU_RS00030,GO:0032550,
86,USA300HOU_RS00030,GO:0032553,
87,USA300HOU_RS00030,GO:0032555,
88,USA300HOU_RS00030,GO:0032559,
89,USA300HOU_RS00030,GO:0032774,
90,USA300HOU_RS00030,GO:0032991,
91,USA300HOU_RS00030,GO:0034641,
92,USA300HOU_RS00030,GO:0034645,
93,USA300HOU_RS00030,GO:0034654,
94,USA300HOU_RS00030,GO:0034655,
95,USA300HOU_RS00030,GO:0035639,
96,USA300HOU_RS00030,GO:0036094,
97,USA300HOU_RS00030,GO:0042221,
98,USA300HOU_RS00030,GO:0042278,
99,USA300HOU_RS00030,GO:0042454,
100,USA300HOU_RS00030,GO:0042493,
101,USA300HOU_RS00030,GO:0042623,
102,USA300HOU_RS00030,GO:0043167,
103,USA300HOU_RS00030,GO:0043168,
104,USA300HOU_RS00030,GO:0043169,
105,USA300HOU_RS00030,GO:0043170,
106,USA300HOU_RS00030,GO:0043234,
107,USA300HOU_RS00030,GO:0044237,
108,USA300HOU_RS00030,GO:0044238,
109,USA300HOU_RS00030,GO:0044248,
110,USA300HOU_RS00030,GO:0044249,
111,USA300HOU_RS00030,GO:0044260,
112,USA300HOU_RS00030,GO:0044270,
113,USA300HOU_RS00030,GO:0044271,
114,USA300HOU_RS00030,GO:0044281,
115,USA300HOU_RS00030,GO:0044424,
116,USA300HOU_RS00030,GO:0044464,
117,USA300HOU_RS00030,GO:0044699,
118,USA300HOU_RS00030,GO:0044710,
119,USA300HOU_RS00030,GO:0044763,
120,USA300HOU_RS00030,GO:0046034,
121,USA300HOU_RS00030,GO:0046128,
122,USA300HOU_RS00030,GO:0046130,
123,USA300HOU_RS00030,GO:0046434,
124,USA300HOU_RS00030,GO:0046483,
125,USA300HOU_RS00030,GO:0046700,
126,USA300HOU_RS00030,GO:0046872,
127,USA300HOU_RS00030,GO:0050896,
128,USA300HOU_RS00030,GO:0055086,
129,USA300HOU_RS00030,GO:0061505,
130,USA300HOU_RS00030,GO:0071103,
131,USA300HOU_RS00030,GO:0071704,
132,USA300HOU_RS00030,GO:0071944,
133,USA300HOU_RS00030,GO:0072521,
134,USA300HOU_RS00030,GO:0072523,
135,USA300HOU_RS00030,GO:0090304,
136,USA300HOU_RS00030,GO:0097159,
137,USA300HOU_RS00030,GO:1901135,
138,USA300HOU_RS00030,GO:1901136,
139,USA300HOU_RS00030,GO:1901265,
140,USA300HOU_RS00030,GO:1901292,
141,USA300HOU_RS00030,GO:1901360,
142,USA300HOU_RS00030,GO:1901361,
143,USA300HOU_RS00030,GO:1901362,
144,USA300HOU_RS00030,GO:1901363,
145,USA300HOU_RS00030,GO:1901564,
146,USA300HOU_RS00030,GO:1901565,
147,USA300HOU_RS00030,GO:1901575,
148,USA300HOU_RS00030,GO:1901576,
149,USA300HOU_RS00030,GO:1901657,
150,USA300HOU_RS00030,GO:1901658,
0,USA300HOU_RS00035,GO:0003674,
1,USA300HOU_RS00035,GO:0003824,
2,USA300HOU_RS00035,GO:0005575,
3,USA300HOU_RS00035,GO:0005622,
4,USA300HOU_RS00035,GO:0005623,
5,USA300HOU_RS00035,GO:0005737,
6,USA300HOU_RS00035,GO:0008150,
7,USA300HOU_RS00035,GO:0008152,
8,USA300HOU_RS00035,GO:0016829,
9,USA300HOU_RS00035,GO:0016835,
10,USA300HOU_RS00035,GO:0016836,
11,USA300HOU_RS00035,GO:0016853,
12,USA300HOU_RS00035,GO:0016854,
13,USA300HOU_RS00035,GO:0044424,
14,USA300HOU_RS00035,GO:0044464,
15,USA300HOU_RS00035,GO:0052855,
16,USA300HOU_RS00035,GO:0052856,
17,USA300HOU_RS00035,GO:0052857,
0,USA300HOU_RS00040,GO:0005575,
1,USA300HOU_RS00040,GO:0005622,
2,USA300HOU_RS00040,GO:0005623,
3,USA300HOU_RS00040,GO:0005737,
4,USA300HOU_RS00040,GO:0044424,
5,USA300HOU_RS00040,GO:0044464,
0,USA300HOU_RS00045,GO:0000287,
1,USA300HOU_RS00045,GO:0001887,
2,USA300HOU_RS00045,GO:0003674,
3,USA300HOU_RS00045,GO:0003824,
4,USA300HOU_RS00045,GO:0004812,
5,USA300HOU_RS00045,GO:0004828,
6,USA300HOU_RS00045,GO:0005488,
7,USA300HOU_RS00045,GO:0005575,
8,USA300HOU_RS00045,GO:0005622,
9,USA300HOU_RS00045,GO:0005623,
10,USA300HOU_RS00045,GO:0005737,
11,USA300HOU_RS00045,GO:0005829,
12,USA300HOU_RS00045,GO:0006082,
13,USA300HOU_RS00045,GO:0006139,
14,USA300HOU_RS00045,GO:0006399,
15,USA300HOU_RS00045,GO:0006412,
16,USA300HOU_RS00045,GO:0006418,
17,USA300HOU_RS00045,GO:0006434,
18,USA300HOU_RS00045,GO:0006520,
19,USA300HOU_RS00045,GO:0006575,
20,USA300HOU_RS00045,GO:0006725,
21,USA300HOU_RS00045,GO:0006807,
22,USA300HOU_RS00045,GO:0008150,
23,USA300HOU_RS00045,GO:0008152,
24,USA300HOU_RS00045,GO:0008652,
25,USA300HOU_RS00045,GO:0009058,
26,USA300HOU_RS00045,GO:0009059,
27,USA300HOU_RS00045,GO:0009069,
