,A,Zur,ZntR,CueR
SRX5204054,11.4511707731,-0.4174722784,0.0829306461,0.6528346928000001
SRX5204055,-6.5994976794,-0.8043395864,-0.09049726870000001,-0.0647158974
SRX5204056,-8.8896935174,-0.2920191998,0.8602542751000001,0.5589055688
SRX5204057,-7.3925495579,-0.12755710550000002,0.8765866588000001,0.34582320240000003
SRX5204058,-8.7278855527,-0.4098354937,0.7907005887,0.3740429637
SRX5204059,-8.9409437477,-0.2385179128,0.2447279089,0.4898936152
SRX5204060,8.7891370804,-0.3199409617,0.5890979129,0.6199450584
SRX5204061,-1.2795112972,-0.49266045900000005,0.44150699330000004,0.3507761909
SRX5204062,6.5492893661,-0.0857144178,-0.0041129072,0.2441209754
SRX5204063,2.1385758167,-0.519219045,0.5122861827,0.2921859576
SRX5204064,-8.5883623718,-0.8334202398,0.7833939305000001,0.48175294700000004
SRX5204065,-8.5683289541,-0.3922064657,0.6395963399,0.5929995606
SRX5204066,-8.6570090124,-0.3777389346,0.8775125677000001,0.6688257230000001
SRX5204067,-8.3347098396,-0.5771086522000001,0.6684922129,0.9121892104
SRX5204068,-7.9951552276,-0.0099805169,0.35185773530000003,0.5789444691
SRX5204069,5.114667573,-0.153743502,0.40684250920000004,0.5210806304
SRX5204070,10.9878995638,-0.0815893724,0.6066196032,0.6551194854
SRX5204071,-9.0912716372,-0.2876150858,0.9251982947,0.9000344503000001
SRX5204072,3.0422882283,-0.5779424233,0.8459249417,0.6328400686
SRX5204073,7.7788948229,-0.5960761782,0.7953879721,0.7176868807
SRX5204074,11.2857265224,-0.3429745959,0.678260999,1.008900549
SRX5204075,-8.4732082104,-0.43129120860000003,0.4445574997,-0.009944982100000001
SRX5204076,11.6815869469,-0.4323132206,0.4836296302,0.7889425627000001
SRX5204077,8.8652997469,-0.6009112494000001,0.3130774508,0.1342108688
SRX5204078,9.5568320615,-0.0843636009,0.6241988344,0.4857229011
SRX5204079,9.4744690326,-0.3895225903,0.39552902500000003,0.45837530320000003
SRX5204080,-7.2185871247,-0.1466090656,0.8015286899,0.8718233768
SRX5204081,11.9591806041,-1.1074205207,0.5764718401,0.7339987276000001
SRX5204082,11.9477444626,-0.8890871221000001,0.5973308786,0.6260348875
SRX5204083,8.2097530101,0.20532117800000002,0.3042806113,-0.15934560420000002
SRX5204084,8.1002165885,-0.23570198020000002,0.4936952873,-0.0531654062
SRX5204085,7.9039648095,-0.041116839,0.4105349122,0.34141534020000003
SRX5204086,-5.6564846814,-0.43316564350000003,0.1063919683,-0.45624476700000005
SRX5204087,-4.3687126547,-0.1331995829,0.2165203185,-0.5933036582
SRX5204088,-5.6052649824,-0.0697454873,0.017566935000000002,-0.8090694704
SRX5204089,5.1284434108,0.0544204275,0.2745775822,-0.1909723481
SRX5204090,5.0820003168,-0.4054170849,0.2907162518,0.0100359507
SRX5204091,7.7863309109,-0.3345393131,0.5887078044,-0.0969271829
SRX5204092,-7.9008586798,-0.39665308250000003,0.1723230296,-0.1910374588
SRX5204093,-7.6466621482,0.178599755,-0.0805147149,0.0061402085
SRX5204094,-8.2052192472,-0.23270151360000002,0.21368743380000002,0.1027321977
SRX5204095,0.6124681835,0.0473126948,0.0871795618,0.2102644573
SRX5204096,-7.9357248611,-0.1591677153,-0.0515208707,-0.1413494031
SRX5204097,7.3232566776,0.1118550205,-0.0356586911,-0.0689150543
SRX683459,0.5152165077,-0.1448429389,0.1615099131,0.13510539
SRX683460,-2.4650130002,2.8926271733,2.2248221588,1.8539974413
SRX683461,-0.16450904500000002,-0.0979837016,-0.24896236600000002,0.031061001300000002
SRX683462,-2.5975293695,2.8925551279,2.0226667354,1.528258482
SRX683463,-0.3507074627,0.2428266405,0.0874524529,-0.1661663914
SRX683464,-2.683076239,3.1867238944,1.7255274416000002,1.9346543559
SRX683465,1.4223847391,0.40421788750000004,0.646170243,-0.0102145581
SRX683466,-3.7277236134000002,2.9231456355,1.6627228229000002,1.8136809228000002
SRX683467,0.3584436136,0.061552858700000004,0.4616083842,-0.3489089918
SRX683468,-4.7565713503,3.0418137679,1.1145215162,1.5371884658
SRX683469,-0.765498396,0.4193575148,0.7577371221,-0.431786159
SRX683470,-5.850953656,2.612671861,1.3472079479,1.6723156711
SRX322077,11.6793738316,-0.12956759410000002,-0.1980890734,0.1128068291
SRX322078,11.0367136663,-0.0859692574,0.09160269210000001,0.5645468053
SRX322079,11.7989938713,0.2706351899,-0.9985486406,0.30637019600000004
SRX322080,11.874404094199999,-0.4525406369,-0.0937893363,-0.282842088
SRX322081,-6.3761523328,-0.2677761918,0.0344912298,-0.45240133120000003
SRX322082,-5.3869889506,-0.3796217052,0.11353375680000001,0.18126291390000002
SRX322083,-5.9080976902,0.1141300502,0.1583118554,-0.316106388
SRX322084,11.905241051800001,-0.39456533190000004,0.1082523761,0.2183504124
SRX322085,-5.9971433616,0.2804352817,-0.2665642315,0.0977559756
SRX2708592,1.6119713111,-0.1429898182,-0.3301229498,-0.1904711938
SRX2708593,1.6438874462,-0.0510653494,-0.6415953761000001,-0.0186148451
SRX2708594,-0.6013668697,0.3856338312,-0.0873547132,-0.04064927
SRX2708595,-0.5107565771,0.0372967605,0.2427984739,0.1188488476
SRX2708596,0.6831133122,0.2946906879,-0.3650028421,-0.2075632041
SRX2708597,-0.1723567352,-0.3319874484,0.12220436820000001,0.08871435650000001
SRX2708598,-0.8676379967000001,0.2484796129,0.2816904854,0.2522708957
SRX2708600,1.2559452194,-0.10162291200000001,-0.15351524830000002,0.6619952039
SRX2708601,0.661887149,0.5506877143000001,0.0495597458,-0.1313890393
SRX2708602,0.23479507260000002,0.2597545958,-0.6314932456,0.1002740055
SRX2708603,1.6375240468,0.4805902943,0.14873270630000002,-0.3203530619
SRX3073814,-0.07937085990000001,-0.2919931582,-0.4657252716,-0.26807465350000004
SRX3073815,0.4513189749,-3.0401478892,0.7796005318,-2.5557874595
SRX3073816,1.2418624077,-3.6591200631,2.585451677,-3.1413136121
SRX3073817,0.8549888531000001,-2.6272979943,3.6919377247,-1.450277783
SRX3073818,-1.1566134717,-1.4032315453,3.6434296228000003,-0.22613352320000002
SRX3073819,-1.0562361189,0.1347330973,0.12737193300000002,0.5178852133
SRX3073820,-0.8924620794,-3.271362772,0.7510047328,-2.6861223082
SRX3073821,0.5492642659,-3.0074755937,2.6146497095,-2.3568882222
SRX3073822,-1.3469850707,-2.5736355308,2.941632643,-1.448351436
SRX3073823,-2.6165676262,-2.0933840999,3.4900539277,-0.3160745324
SRX3073824,0.07937085990000001,0.2919931582,0.4657252716,0.26807465350000004
SRX3073825,-0.2411371551,-2.5015403826,1.040748398,-1.754388578
SRX3073826,1.6251896825,-3.5330546081,2.5922477841,-2.526236977
SRX3073827,0.8820654932,-2.4710811374,3.733100127,-1.2798061961
SRX3073828,-1.0819595576,-1.0214699217,3.7813958549,-0.4391428456
SRX3073829,-0.5899666182000001,-0.0934600354,0.5058381797,-0.013765154600000001
SRX3073830,-1.5043535921,-3.2099328113,0.9547337434000001,-2.7203332977
SRX3073831,0.400790545,-3.5500242469,2.3236002503,-2.7104350822
SRX3073832,-2.0658358513,-2.0958750304000002,3.8356791498,-1.5716034747
SRX3073833,-2.863729251,-1.3191854333,3.3170876198,-0.2642367521
SRX2391456,-3.9750859705,0.1295044517,0.2143369176,0.12151119590000001
SRX2391457,-8.5253708873,0.1079881744,0.0375148333,-0.014537552200000001
SRX2391458,-13.5383651341,0.20715140840000001,-0.0355217249,0.0164493597
SRX2391459,-13.3638968798,0.1470539256,0.11105707540000001,-0.0466040749
SRX2391460,-8.982478338,0.0762468055,0.047557478300000004,-0.17156278500000002
SRX2391461,-5.6478638320000005,-0.019435375,-0.17158755150000002,-0.2635518879
SRX2391462,-2.7941190866000003,-7.244470000000001e-05,-0.1260310983,-0.200340062
SRX2391463,-1.6035091864000002,0.1579421336,0.046980408800000005,-0.0834976595
SRX2391464,-0.1149934868,0.23900820760000002,0.0847810345,-0.1088886753
SRX2391465,0.5010479194,0.21974141660000002,0.141831296,0.08722302080000001
SRX2391466,0.2202673679,0.2363129642,0.0113462578,-0.1935844337
SRX2391467,0.023068607,0.0636952083,0.0449721561,0.0180954833
SRX2391468,0.0357989227,-0.0218943445,0.1770134925,-0.0668131983
SRX2391469,0.1368949399,0.0457957578,-0.057126959000000005,-0.0402858542
SRX2391470,-3.0058030713,0.5449187931,0.5019894776,0.2182007826
SRX2391471,-8.4342176802,0.2919527429,0.3159765659,0.1082770217
SRX2391472,-13.5666226496,0.8010093404,0.3897974213,0.1576549247
SRX2391473,-13.6170028545,0.5014178965,0.2873965814,-0.0308290966
SRX2391474,-13.475174585,0.3708285264,-0.0500352372,-0.1706567342
SRX2391475,-13.7690350364,0.7685573471,0.2981456035,-0.1300136372
SRX2391476,-6.470154947,0.5331750816,0.4134155089,-0.11321691290000001
SRX2391477,-4.5580997278,0.2006926175,0.07119433,-0.281078047
SRX2391478,-6.2442990923,0.1639597288,0.7823587327,-0.1532304831
SRX2391479,-3.58127313,0.5158552565,0.44703366800000005,-0.019699232900000002
SRX2391480,-0.0589558409,0.5258289361,0.4735972672,0.024554426400000003
SRX2391481,0.8496745137,-0.031160353000000002,0.34730889270000004,-0.0675618814
SRX2391482,0.5688346353,0.46476751860000004,0.5199625841000001,0.022437111000000003
SRX2391483,0.6948822543000001,0.12309347030000001,0.0007732464,-0.0445018217
SRX2391484,-4.6373794818,-0.0595522813,-0.08216023780000001,-0.1253411391
SRX2391485,-8.6369616695,0.1728016437,-0.156382815,-0.189800838
SRX2391486,-13.7603046611,0.24425689590000002,-0.1906239308,-0.3121032374
SRX2391487,-11.4002808049,0.1373144306,-0.16737905220000002,-0.1721982294
SRX2391488,-7.5510813291000005,0.1895061817,-0.0277849335,-0.3444182921
SRX2391489,-4.7237351315,0.2416895885,-0.15014411800000002,-0.3832474272
SRX2391490,-2.563819905,0.17271251510000002,-0.11975993630000001,-0.3936665237
SRX2391491,-1.1564363862,0.1731872286,-0.0398616647,-0.2729822883
SRX2391492,-0.0235347398,0.3996739668,-0.1054191401,-0.1135885306
SRX2391493,-0.1158339706,0.1975392392,-0.0607582354,-0.0483824277
SRX2391494,-0.0004485847,0.2257326388,-0.13462458530000002,-0.1822246388
SRX2391495,-0.023068607,-0.0636952083,-0.0449721561,-0.0180954833
SRX2391496,-0.6678502561,0.016819329100000002,-0.0924773034,-0.10556876350000001
SRX2391497,-0.5312758021,-0.1284498278,-0.0833703537,0.09624872970000001
SRX2391498,-4.6829893166000005,0.46835460040000004,0.2049649182,-0.0825308218
SRX2391499,-8.1887896298,0.6582790848,0.2849394913,-0.2950275542
SRX2391500,-13.6019179462,0.6459213553,0.1681072553,-0.1860413418
SRX2391501,-13.1914422167,0.2240680009,0.040542374400000004,-0.49122191070000004
SRX2391502,-13.260154053800001,0.054754571700000004,-0.2776795262,-0.6307280547
SRX2391503,-12.5504098778,0.9895883738000001,-0.10933657470000001,0.09132955
SRX2391505,-4.8912883584,0.5358449694,0.3916538733,-0.4633839286
SRX2391506,-4.5743317959,0.25562658520000003,-0.037620483100000005,-0.6314642907
SRX2391507,-5.0358684717,0.0854046545,0.0028641235000000003,-0.4287138078
SRX2391508,-2.1520142852,0.410846407,0.2957098859,-0.0273402274
SRX2391510,-0.2816631627,0.4901389531,0.5521555603,-0.2718662994
SRX2391512,0.1183039733,0.4530193249,0.569474155,-0.17755849
SRX2391513,0.2871699555,0.3197227696,0.2365245835,-0.2950274648
SRX2391514,0.1464907199,0.12197032290000001,-0.0247516844,-0.3400182585
SRX5632598,1.7434790748,1.0212113448,-0.48015933450000003,0.6827265873
SRX5632599,0.1900638291,0.4969513446,-0.2138648785,0.3620013113
SRX5632600,-1.6276917210000001,0.5840088752,-1.8145523460000001,1.5885850607
SRX5632601,-1.3838431428,0.3119056217,-1.1051533606,1.3862900527
SRX5632602,-0.36568027070000003,0.3900935277,-0.16780340230000002,1.8827429603999999
SRX5632603,-0.2858647811,0.9190710094000001,-0.5510791621000001,2.1977867019
SRX5632604,0.0366057948,0.434590348,-0.3697481331,1.5745338989
SRX5632605,-0.4283347121,0.47416915590000003,-0.5610473933,1.9863259103000002
SRX5632606,1.4602735498000001,0.2535644239,-0.6947373643,0.2889707338
SRX5632607,0.4229002249,0.573631297,-0.0229590896,0.140365882
SRX5632608,0.1981967644,0.0407399328,0.1736172184,-0.0433320753
SRX5632609,0.0779736206,-0.1924859013,-0.103928322,0.5877754173
SRX5632610,1.6148872842,-0.4177118648,-0.41979844190000004,0.2865214173
SRX5632611,-0.276170385,0.1517459686,-0.0696888963,-0.544443342
SRX5632612,0.0862347167,-0.3160221775,-0.5089121839,-0.7171680415
SRX5632613,0.0061097338,0.3333540379,0.551631559,1.1445786226
SRX5632614,0.45747861040000004,-0.09375260440000001,-0.5673582674000001,-0.3905663478
SRX5632615,-0.6478330522,0.1602594223,-0.2431279744,-0.1470235523
ERX2874132,-0.2546713404,1.512822978,-0.500859454,0.4454202132
ERX2874133,-0.0872940272,2.1930291516000002,-0.6734632059,0.0694019262
ERX2874134,3.8183098833,2.0609661553,-1.1277828115,0.2614328147
ERX2874135,3.2416281994,2.6218290512999998,-1.0410282205,0.4115089324
ERX2874136,2.6933985914000003,2.598566602,-0.2281579135,0.2778374632
ERX2874137,1.755779692,2.9854893691,-0.0498857702,0.48399944640000003
ERX2874138,0.06853486980000001,0.9132286079,-1.0528618268,-0.2012372219
ERX2874139,0.0377986601,1.1160824476,-1.328148637,-0.45693396740000003
ERX2874140,-0.10428650810000001,0.06778991720000001,0.2224570418,0.1496907788
ERX2874141,0.10428650810000001,-0.06778991720000001,-0.2224570418,-0.1496907788
ERX2874142,2.2436839219,2.7154924589,-0.5779786505,0.3306656349
ERX2874143,2.4987069285,2.8240761414,-0.8101933041,0.3891825391
ERX2874144,-0.8655956938,1.2275920899,0.5327886208,-0.2397830685
ERX2874145,-1.0727175742,1.7718555979000001,0.4880661994,-0.5312826907
ERX2874146,-0.9927480497000001,0.5372878027,-0.5155153017,0.0688433781
ERX2874147,-0.7238259929,0.8129759037000001,-1.041935089,-0.42380603050000004
SRX1300292,1.8244260301000002,-0.028189787,0.3230986262,0.0216425831
SRX1300293,-1.8244260301000002,0.028189787,-0.3230986262,-0.0216425831
SRX1300299,2.3528347487,-0.5902638520000001,-0.048572893400000004,0.2176099782
SRX1300300,3.6964182964,-0.0986250813,-0.0447982771,0.22494833700000003
SRX1300304,-2.4025788309,-0.14302248110000002,-0.7694006408,-1.2907069324
SRX1300305,-0.8769487169,-0.410012195,0.1815996563,0.1798880049
SRX1300306,0.23017471720000002,-0.3895090134,-0.4313456718,-0.2839977376
SRX1300310,-0.7202312355,-1.1623199917,-0.2697466989,-0.9938407952
SRX1300311,-0.211305925,-1.1173802776,-0.4220591266,-0.7422817709
SRX7291195,-1.8655546066,0.1909795993,0.4087525602,0.12395454480000001
SRX7291196,-1.4085791951,-0.2925833675,-0.1215486808,-0.0338394761
SRX7291197,-1.5842984853000002,0.06462664280000001,0.3271538211,0.1261352037
SRX7291198,0.19246353300000002,-0.1179264679,-0.2309404743,-0.1015697685
SRX7291199,-0.0252348818,0.0358519893,0.0888238425,0.0755921365
SRX7291200,-0.1672286512,0.0820744786,0.1421166319,0.025977632
SRX7291201,-1.5683507315,-0.0405215466,0.2126336204,0.1416094948
SRX7291202,-0.028957452800000002,-0.2394915616,0.2092989555,0.21047999
SRX7291203,-1.3565192275,-0.08088644660000001,0.2227956527,0.11770712380000001
SRX7291204,0.6653888588,-0.0451803314,-0.2386743123,-0.0021499972
SRX7291205,0.5143569536,0.0425090516,0.0387157835,0.0125323957
SRX7291206,0.3686540088,-0.1437749167,-0.1552068674,0.0222543728
SRX2436955,-0.5293236074000001,-0.0523259774,-0.4262932364,-0.7040779273000001
SRX2436956,-1.1529160833,0.9117494795000001,-0.2845339354,-1.2373065929
SRX2436957,-1.010287111,0.47976816590000004,-0.3571742725,-1.4101767716
SRX2436958,-1.5483144651,0.5577442975,-0.47649842870000003,-1.0562754594000001
SRX2436959,-0.9097153149,-0.4284720584,-0.4748712705,-0.1278296237
SRX2436960,-0.9060733732,0.37410695200000005,-0.0357710153,-0.5475944223
SRX2436961,-0.7196203424000001,0.9126757312,-0.1134033477,-0.3958495541
SRX2436962,-0.0946955252,1.144657818,-0.0549903177,0.0509973782
SRX2436963,-0.8080472280000001,0.0018566606,-0.3278638184,-0.6917057520000001
SRX2436964,1.0652009681,0.8469571031,-0.0155132566,-0.2700028459
SRX2436965,-1.7374817313,0.114619467,2.073154468,-1.7968408557000002
SRX2436966,-0.26140549150000003,0.4025474357,-0.0718076441,-0.8964717133000001
SRX2436967,-0.4524880892,1.0322651271,-0.1121559127,-0.45737102
SRX2436969,-1.17988898,0.3128617983,-0.1382923544,-0.7265341784
SRX2436970,-0.2575817069,0.37932688600000003,0.11275298600000001,-1.1063804461
SRX2436971,-1.0556982146,1.023173301,-0.2284204247,-0.4067131772
SRX2437029,0.33639964510000003,1.0464270821,-0.1503346368,0.2066053334
SRX2437030,-0.6093120076,0.0662400621,-0.2204023289,-0.8396081684000001
SRX2437031,0.2105943073,-0.0456096459,0.6779210397000001,0.4038893931
SRX2437032,0.2198659007,0.0268883587,0.45006569970000004,0.3224065022
SRX2437033,0.9209844921,0.3625639867,-0.1169389811,0.308154452
SRX2437034,-2.1505048221,0.134942846,1.8799557064,-2.0426245043
SRX2437035,-0.5423563074000001,0.1731130964,-0.2671629291,-1.1319867887
SRX2437036,-0.6438463784,0.1513326345,-0.2231370402,-1.0346867827
SRX2437037,0.2753182408,0.9965122135000001,0.10111546,-0.4663372167
SRX2437038,-0.5722562512,0.6374167559,-0.2877950069,-0.9399676477000001
SRX2437039,-0.1988406187,-0.2144741668,0.2047300116,0.1802830271
SRX2437040,-0.4072460301,0.0425012918,-0.1710940773,-1.0690436325000001
SRX2437041,-0.5808636298000001,0.08727953840000001,-0.48284379390000004,-0.760409293
SRX2437042,1.0246876531,0.0850802287,-0.3538673207,0.22863083420000002
SRX2437043,-0.15249356420000001,0.8656344064,-0.21706877800000002,-0.26296945320000004
SRX2437044,0.7203597883,-0.10069516190000001,0.0791169941,0.1027053455
SRX4705203,0.0037722179000000003,-0.8093218667000001,1.9999986692,1.1160862698
SRX4705204,0.8712948437,-1.3012492335,0.37164921300000003,0.0024963475
SRX4705205,0.7461923857,-0.6660297854,0.3234557699,0.3960569149
SRX4705206,0.7286436328,-0.592477276,0.5631194425,0.543089252
SRX4705207,2.1745336834,-1.1343080478,2.36938963,0.5606271161
SRX4705208,0.3274800456,-0.8274471559000001,1.8082314893,0.453343947
SRX4705209,1.067317748,-1.1504305444,1.8193424194,0.38189849270000004
SRX4705210,-1.253668742,-1.2851507807,0.7105224824,0.2688982854
SRX4705211,-0.8148308267000001,-0.7639235001,0.878347129,0.44262802970000004
SRX4705212,-1.1054794105,-0.8210509038,0.8841658405,0.20908051330000002
SRX4705213,-0.1125249762,0.21158494,0.0306107095,-0.0035629984
SRX4705214,0.5790184812,0.1158570745,0.2037661556,0.2865579856
SRX4705215,-0.0099435761,-0.1398472812,-0.1761848691,-0.1642495649
SRX4705216,-0.0009502017,0.4540227794,-0.0153512361,-0.1553620226
SRX4705217,-0.3763674486,-0.4621143762,-0.23092674200000002,0.0445807955
SRX4705218,-0.0792322787,-0.1795031365,0.1880859822,-0.0079641952
SRX4705219,0.40101621930000003,-0.9338810032,1.4438112349,2.1358897649
SRX4705220,1.0746233012,-0.7609682283,1.2350876117,1.9832901806
SRX4705221,-0.1300689305,-1.1088388586,0.43588001330000004,0.832243908
SRX4705222,1.001991233,-0.9205313518,1.2247541514,2.1038475748
SRX4705223,0.2256916692,-0.6466070195,1.9067261002,1.1592163354
SRX4705224,0.8402310226,-0.6715361262,2.3022914301,1.2205055402
SRX4705225,0.6171371587000001,-1.3463796493,0.4664757302,-0.3061378275
SRX4705226,0.1937167495,-1.1135227763,0.2985991087,-0.4002576378
SRX4705227,0.397990969,-1.0422385507,0.5015582595,-0.0862319042
SRX4705228,-0.2715748288,-0.8165122253,1.1061012379,1.1431828104
SRX4705229,0.054640135000000006,-0.7722442882,1.2303824501,1.0136455581
SRX4705230,0.2759177253,-0.7244458297,1.6379382937,1.2296192608
SRX4705231,-0.3624149157,-1.120659022,0.4690779765,1.291620097
SRX4705232,-0.123239286,-1.2730548873,0.4775247736,0.9936076187
SRX4705233,-1.4107307722,-1.6167651199000002,1.675421693,1.532965076
SRX4705234,-0.2446193193,-0.8431280949000001,1.0020491553,0.7897792698
SRX4705235,0.48087756270000004,-1.2043899867,0.6949946741,0.1716781776
SRX4705236,-0.0643911496,-0.592018993,1.0345756963,0.9197334117
SRX4705237,0.7290113637000001,-1.2801331388000001,0.597615562,0.0803434782
SRX4705238,0.2596072756,-1.1660031361,0.5894899960000001,0.2989055258
SRX2038319,-1.1010807552,-0.22555714540000002,0.3806220564,-0.15417008940000002
SRX2038320,-0.5868099861,-0.14681669190000002,0.1921247918,0.7344568113000001
SRX2038321,-1.1217691746,0.1049361575,0.0417526062,0.2158136634
SRX2038322,0.6294020422000001,-0.25697076750000003,0.1196868254,0.2169533841
SRX2038323,1.1344834698,-0.0321092454,-0.1805649209,-0.9995861882
SRX2038324,0.0078658773,0.16674918,0.092299975,-0.9271239396000001
SRX2038325,-0.7322428967,0.160110355,0.16124763450000001,-0.9380541549
SRX2038326,0.3845777957,0.0050147062,0.2122511487,-1.2843567952
SRX2038327,-0.23573784020000002,-0.47521534930000003,0.40469437500000005,0.3910610466
SRX2038328,-0.33374203690000004,-0.5063733804,-0.0899084188,0.3978092281
SRX2038329,1.4147436803,-0.54629403,0.2644127116,-0.006908122500000001
SRX2038330,0.20805923310000002,-0.6113413483,-0.2035241352,-0.36694231120000004
SRX2038331,0.2256823263,-0.18500010620000001,-0.5924719371,-0.042623279800000004
SRX2038332,-1.1205216547,0.0341000214,-0.2246861212,0.6302521003
SRX2038334,-0.0191073016,0.2736327129,0.2477449981,-0.49928920120000003
SRX2038335,0.0681561714,0.7009229795,0.0263530052,0.7443218502000001
SRX2038336,0.3753635075,1.0400631177,0.17134522330000002,0.138002555
SRX2038337,0.4857747364,-0.7163757987,-0.5409086496000001,0.0519627895
SRX2038338,0.6797262321,-0.0476094049,-0.37416157580000003,0.3065182996
SRX2038339,-0.7100242777,-0.2652749553,0.8228176697,0.8023642321000001
SRX2038340,0.8629526629000001,0.4921843919,0.19903628850000002,-0.0701608859
SRX2038341,1.3198576279,-0.0703234342,0.0221186683,0.3314067284
SRX2038342,0.4721653263,0.23145551690000002,-0.3878972624,-0.059772848
SRX2038343,0.251769389,0.8656559773,0.4257344185,0.2911992867
SRX2038344,0.5575559046,0.5116046798,0.4128990556,0.3230785984
SRX2038345,0.9767484503,-0.3013454819,-0.1929770421,-0.1932907914
SRX2038346,0.34597546290000003,-0.6028572449,0.61958227,0.4276890638
SRX2038347,1.4503909552,-0.5639179348000001,0.5074599714,0.7363132406
SRX2038348,0.4686906638,-0.6597124327,0.6934072804,0.6374720394
SRX2038349,0.6079590864000001,0.1108323105,-0.3507816771,-0.2226909446
SRX2038350,0.5395145209000001,0.1653735096,0.0202826901,-0.46103095580000003
SRX2038351,1.3327870881,0.3440370618,-0.0009148228000000001,0.2134635491
SRX2038352,0.807238738,1.0020946029,0.37103231270000003,0.859393394
SRX2038353,-0.37030094890000004,0.2860841403,0.0072501572,-0.0427234208
SRX2038354,-0.0081869774,0.8107889702000001,0.4306100789,0.620913573
SRX2038355,0.0967952312,0.7985535829,0.5526642468,0.2243211599
SRX2038356,2.1401845128,-0.1019206082,0.0621039253,-0.1089851777
SRX2038357,0.4213545232,0.2731665504,-0.0064604806,-0.1523482102
SRX2038358,-0.42145575290000004,-0.6515586811,-0.32945170900000004,-0.36597571030000003
SRX2038359,-0.3468950554,0.44603766240000003,0.3038613788,0.10837471130000001
SRX2038360,0.9716306163,-0.23864409890000002,-0.0968101532,0.0703771851
SRX2038361,0.2420817443,0.2841661286,0.07570545990000001,-0.2481046591
SRX2038362,1.1826747288,0.3300635823,-0.053579809400000004,-0.22959876380000002
SRX2038363,-0.0750483948,0.2965859856,-0.0110275407,0.3368433487
SRX2038364,0.29658348830000003,0.4654670437,-0.2342936868,0.5632264716000001
SRX2038365,0.5182628298,-0.5486724723,0.7127696581,0.5961195544
SRX2038366,1.7727331293000002,-0.4495669734,0.8388696353,0.7017703234
SRX2038367,0.891087092,-0.5555193351000001,1.1026995639,0.7417232563
SRX2038368,-0.2667658708,-0.3164354381,0.0811326858,-0.2545490559
SRX2038369,-0.1869671225,0.4518492367,0.6846378212,0.407376155
SRX2038370,0.8211283368000001,0.3077701456,0.1087594893,0.5749247222
SRX2038371,0.3467926865,0.2465399571,0.303147218,0.42772739120000003
SRX2038372,0.2875598337,0.1600161927,-0.372912418,-0.4580679151
SRX2038373,0.28489105740000004,0.5057588107000001,0.070793643,0.38038324360000003
SRX2038374,1.3165828974,0.3417902721,0.24861960290000001,0.0807662207
SRX2038375,1.8949183726,-0.1928951489,-0.2597916053,0.2893318703
ERX530520,-0.175703239,0.054290349800000005,0.0162791188,-0.0065796959
ERX530521,-0.9678499405000001,0.48608480730000003,0.5789836108,-0.1853155181
ERX530522,0.7253026072000001,-0.23363378210000002,0.2433653369,-0.21330226730000001
ERX530523,1.6040223927000001,-0.1411579785,0.1668704908,0.0228095158
ERX530524,0.175703239,-0.054290349800000005,-0.0162791188,0.0065796959
ERX530525,0.6540770827,0.0730581666,0.4853043011,0.0407340988
ERX530526,-1.2407168238,0.467624421,0.6911324047,-0.0017269073
ERX530527,0.8212695754,-0.2814313513,0.3140155432,-0.35533146660000003
ERX3212443,-3.4148359697,-0.1408258814,0.26087620970000003,-0.1540010527
ERX3212444,-3.4114841612,-0.1938280722,0.2529606148,-0.7180865202000001
ERX3212445,-2.865192769,-0.3621895074,0.0533785338,-0.37083852240000004
ERX3212446,-1.8775160045,0.3250133078,0.2357379175,-0.5473877346
ERX3212447,-2.4319895297,-0.004688602300000001,0.3216330814,-0.1084610159
ERX3212448,-2.5408606605,-0.0999831115,0.1346185628,0.3428737001
ERX3212449,-1.8168642826,0.0446760698,-0.0370529176,-0.0190705572
ERX3212450,-0.6969768021,-0.0651358093,-5.1153800000000005e-05,-0.040755672
ERX3212451,2.5138410847,0.0204597395,0.0371040713,0.0598262291
ERX3212452,0.3850195589,-0.1595626706,0.10256745040000001,0.2695645282
ERX3212453,-2.0190789187,-0.14456036930000002,0.1479458883,0.29555969530000004
ERX3212454,-2.5307081782000003,0.1119836403,0.5223725428,0.4585773567
SRX7478973,-0.3404026597,-0.0393753785,-0.1248642538,-0.2584710146
SRX7478974,-0.0978726379,0.10099005600000001,-0.0231623293,0.0415840637
SRX7478975,0.4382752976,-0.0616146775,0.1480265831,0.21688695090000001
SRX7478976,0.8157798034,-0.1011111826,0.1633278502,0.0683583591
SRX7478977,0.1818939733,-0.0682244339,0.1400114798,0.1846733528
SRX7478978,0.9810163691,-0.2079238071,-0.0063397274,0.22771934870000002
SRX7478979,0.7743474452,-0.4665491834,0.0603991262,-0.007669303200000001
SRX7478980,1.1968052287,-0.5610577373,-0.1733127915,-0.0796893681
SRX7478981,1.4092949068,-0.3904960256,-0.1880439076,-0.21889657810000002
SRX7478982,1.1280057025,-0.5254234218,0.1254273052,-0.2636059442
SRX7478983,1.3085799437,-0.5306871808,-0.0003356208,-0.046213547300000005
SRX7478984,0.8295094772,-0.6982176174,-0.09595674700000001,-0.0797030938
ERX1521038,-0.3197247332,0.1054352541,0.4707146669,0.4738232907
ERX1521039,0.4992072957,0.3497918501,0.7219031025,1.2164514707
ERX1521040,0.2372092969,0.1815998608,0.42047350840000003,0.4110775947
