,A,Zur,ZntR,CueR
SRX5694395,-0.5614893742,0.0908817786,0.729948004,0.4605028043
SRX5694396,1.6401559492,-0.8963584155000001,-0.1705418354,0.6587495318000001
SRX5694397,-2.5981363445,-0.22039111590000002,-1.2312325557000001,-1.5373690118
SRX5694398,-2.0439046808,-0.0631937426,-0.9843702977000001,-1.3367725877
SRX5694399,1.3798357025,-0.0191665773,0.0425418183,0.8889808191
SRX5694400,-0.0436318547,-0.6471257081,-0.8255378794,-1.2399372107
SRX5694401,-0.5539414885,0.4626685608,0.3371634268,0.802671369
SRX5694402,-1.0445642139,-2.1404038085,-0.7681592023,-2.0278761643
SRX5694403,2.0979813049000002,-1.8627721528,-0.2438499684,-0.5327700465
SRX5694404,-0.28543709,-0.12802607200000002,-0.8477336411,-1.2523872472
SRX5694405,1.0139778937,0.5735711507,0.4393490909,0.6826001126
SRX5694406,-2.3574397676,0.07726165480000001,-0.3204126925,-0.155296091
SRX5694407,-0.0632947616,0.09144197650000001,-0.8324732674,-0.08740493910000001
SRX5694408,-1.1217342467,0.0842132775,0.1740779865,-0.39337206100000005
SRX5694409,0.9248635797,-1.2929433244,0.5728475233,-0.6734394771000001
SRX5694410,-3.2831877938,1.2442873809,-2.0947160387,0.8768391665
SRX5694411,-2.5113296568,0.3103531795,-1.8954851723,0.6548373469000001
SRX5694412,-2.9515077986,-0.3413844791,-0.8417400902000001,-1.5206618138999999
SRX5694413,-0.8108643666,1.1274093993,-0.8756451346,1.6505237117
SRX5694414,-0.7626662251,-1.0432523914,2.9719159352,0.6534124158
SRX5694415,-1.0391868797,0.2006010544,-0.38429036450000004,-0.6582297495
SRX5694416,0.3030616269,-0.022596626300000002,-0.2071090298,0.101154481
SRX5694417,0.6519564272,0.4366795611,-0.1829134462,0.8261136722
SRX5694418,0.1089506093,-1.1858085482,0.3227810733,-0.5979459997000001
SRX5694419,1.7904561511,-1.0686608025,-0.0981472761,-1.1863662801000001
SRX5694420,0.6022756329,0.1115067421,0.5070074459,-0.3020102088
SRX5694421,-0.1904237251,-0.4186389994,-0.2295314893,-0.1953779967
SRX5694422,-0.1437048111,-0.0366297854,-0.8479333621,0.40285321560000004
SRX5694423,0.6146083547,-0.1923341057,-0.8705260668,-0.9474213314000001
SRX5694424,-1.8151198107000002,-0.7023753489,-0.9273138717,-1.2859716363
SRX5694425,-0.5445216238,0.253464208,-1.0063051804,-1.1461262327
SRX5694426,0.6403720071,0.027463216800000002,-0.0991682744,-0.2587005748
SRX5694427,-0.0083903805,0.0472278454,0.6063071544,-0.0602354405
SRX5694428,-1.1639872939,0.6590774471,-0.6815290684,0.3358685259
SRX5694429,-1.6534367733000002,0.2934980431,-1.6871640462,0.7839778030000001
SRX5694430,-0.7676511889000001,0.11884781250000001,0.6054862193,-0.2043299248
SRX5694431,0.1143167191,0.15861618260000002,1.1827449229,0.2367887477
SRX5694432,-2.097439225,0.0894985073,-1.8668806608000001,-1.156875303
SRX5694433,2.1179942538,0.8582045257,-0.0159066795,1.3356772607
SRX5694434,1.2993710779,-1.4255491236,-0.0240822045,0.4719564701
SRX5694435,0.44375628800000005,-1.0351053693,-0.5324031439,-0.5171168034
SRX5694436,0.6867021445,-0.9001201883000001,-0.7852138685000001,-1.4548574495
SRX5694437,-0.0352371,-0.3242905562,-0.3152036642,1.1033804072
SRX5694438,-1.409673478,0.08486932550000001,-0.1795708751,-0.2776440663
SRX5694439,1.1492444422,-1.9570583002,-2.6771418287,-0.5315615528000001
SRX5694440,0.5528531981,0.2552933709,-0.9173499697,0.3051509696
SRX5694441,1.2937774210000001,-0.43568484230000004,-0.3262241765,1.0080807709
SRX5694442,1.0677064698,-2.0456412787,1.0267567353,0.3489422475
SRX5694443,0.6544382668000001,-0.1632734368,0.7383932551,-0.2471695462
SRX5694444,-0.3597377848,-0.2168730651,-1.130317816,-1.6150755141
SRX5694445,-3.3690781365999998,-1.5756542059,-0.45597715110000003,0.5639781764
SRX5694446,-0.071418327,0.32528136300000005,-0.6762216732,0.4034062081
SRX5694447,-2.221611373,-0.14053964330000002,-1.5081666164,-1.0851648698
SRX5694448,-2.6292069884,1.1406727053,-3.4811546165,0.4218257594
SRX5694449,-1.095998081,-0.06681513310000001,0.7786491925,-0.1274348999
SRX5694450,-0.6252053734,1.2688132411,-3.5871777707,0.26355322470000003
SRX5694451,0.9283662623000001,0.23233576590000002,0.4132925682,-0.1868931076
SRX5694452,1.6178650009000002,-0.889357767,-0.22615833440000002,0.7114636464
SRX5694453,-1.7978284959000002,1.0564724501,-0.0864959289,0.7371242041
SRX5694454,1.0706958753,0.24726663980000002,-0.5685554030000001,0.07098362200000001
SRX5694455,1.0645148291,-1.0365800236,-0.3089652718,-0.7081021040000001
SRX5694456,0.0628242168,0.4981947551,-0.0599264133,0.0821890509
SRX5694457,1.9556111366,0.5490157933,-0.2527288961,0.4604648583
SRX5694459,1.929753956,0.5829206563,-0.770207702,0.4378610972
SRX5694460,0.7788369183,-0.5937644181,-1.032957006,0.0892896494
SRX5694461,-2.2001654153,-0.2487708811,-2.4089454358999998,-1.5885571159
SRX5694462,-1.1687572654,-1.0303426588,-0.7504316128,-1.5146062
SRX5694463,-0.8088041857,0.3258882099,0.10342182600000001,0.20485021690000002
SRX5694464,-1.0058833659,-0.09793082630000001,-1.4848192067000001,-1.1147052891
SRX5694465,-1.9926915239,0.009192764400000001,-0.0029966413,-0.5108299552
SRX5694466,-2.2449204969,-0.2818189614,-1.798926072,0.6349663929
SRX5694467,0.9250791816,0.2555886242,-0.5060660609000001,-0.2758470839
SRX5694468,2.9227970793,-2.4923208716,-2.1800121148000002,-0.8823182358
SRX5694469,-0.8957078112,0.0265918919,0.1799107047,-0.0399447068
SRX5694470,-0.1891442653,0.0502654489,0.0894522408,0.07727364860000001
SRX5694471,-0.028663917400000002,-0.0714286154,0.1204806508,-0.3293250129
SRX5694472,0.07780167710000001,-0.4024056727,-0.21221340100000002,-0.2718955755
SRX5694474,-1.5817717243,-0.3481878051,-0.1166827926,-0.10290891690000001
SRX5694475,1.2103071185,-0.2353329872,0.6241392828,-0.3539264482
SRX5694476,0.46829439650000004,0.4444527092,-0.9406945483,-0.558348661
SRX5694477,-0.5846970402,-0.5073201017,-1.6131202488,-1.1166007396
SRX5694478,-1.464296529,0.1256757167,-1.619088767,-0.6039965432000001
SRX5694479,3.2669084545000002,-2.0259353231,1.3024358066000001,0.2808487503
SRX5694480,1.7348901017,-0.6414152081000001,1.0312198038,0.6245201865000001
SRX5694481,-1.7324255061,-0.3668832581,-1.2854907094999999,-1.1600540168
SRX5694482,0.6298239675,0.6596887577,-0.5142536919,0.3211444337
SRX5694483,-1.2376401151,-0.4267464928,0.5299616273000001,-0.0711783426
SRX5694484,-1.9874484569000002,-0.6997992307,-0.7591755009000001,-0.6834650741
SRX5694485,-1.1428303015,0.2685582915,-0.4848490103,-0.0544627015
SRX5694486,1.4519880894,0.5088963159000001,-0.4081462583,0.2368375039
SRX5694487,-2.2980847087000003,-0.167956335,-0.9682239014,-0.7554910396000001
SRX5694488,-1.8961928268000001,-0.1055654431,-1.3566246145,-1.740912236
SRX5694489,-0.49219157210000003,0.0703608285,0.2509495252,-0.13137537700000002
SRX5694491,-1.6920432755,-0.7914709644,-1.4394066111,-1.6639338917000002
SRX5694492,1.6589238820999999,-1.0927391439,-0.7321833493000001,-0.5311987168
SRX5694493,3.306434984,-0.7390397722000001,0.053515086,1.1486196127000001
SRX5694494,-1.5355933030000002,-0.2809620798,-0.5187010058,-0.3915579729
SRX5694495,0.5790411472,0.1841100018,0.0496975688,0.4569097187
SRX5694496,2.1583090051,0.1089117346,-0.2794126442,0.4093852411
SRX5694497,-2.5496849968,-0.5676256122000001,-0.5797674125,-0.3326300117
SRX5694498,-0.6968818145,-0.2669940836,0.1625203687,-0.36112808820000003
SRX5694499,-4.3699455349,1.6093912496,-1.3606907782,0.8735853562
SRX5694500,-1.8468534803,-0.9136441388000001,-0.9373961457000001,-0.7678796426000001
SRX5694501,-0.6087892777,-0.4075259614,-0.8891139745000001,-1.0576632663
SRX5694502,-3.2379505282,0.9197853666,-2.4675846089,0.9951345732
SRX5694503,-1.858833627,-0.9284875142000001,-2.7281204543,-0.0337329159
SRX5694504,1.7740246906000001,0.34526246800000004,-0.5018804391,0.33056897350000003
SRX5694505,0.536813336,-1.2962534687,0.09691302980000001,-1.1143088124
SRX5694506,-2.1153276288,1.1079225296,-1.5578326514,1.554280668
SRX5694507,1.6825435038,0.0194375221,-0.3417996958,0.1817136127
SRX5694508,1.6741386864,-0.2145087944,0.5220075393,0.8319927121
SRX5694509,0.29822083860000004,-0.6762790293000001,0.1350719595,-0.1841795835
SRX5694510,0.0206814549,-0.2661435093,0.0855098537,0.0630187586
SRX5694511,-0.7313779231,0.1125841484,-0.7547479257,-0.5371789708
SRX5694512,-0.6346906273,-1.2669997895,-0.7835092327000001,-1.7994408756
SRX5694513,2.2853859794,-0.9490454433000001,1.4070350745,0.2553634098
SRX5694514,-0.12560116100000002,-0.9690931601,-1.2643621772,-0.5834567055000001
SRX5694515,-4.7357414055,-0.0241342287,1.9719624729,0.24193434800000002
SRX5694516,1.1155728099,-2.2460678111,-2.9244331037,-0.7309775070000001
SRX5694517,-0.8731822373,0.11402991400000001,-0.5118542187,-0.9391277130000001
SRX5694518,0.4944349501,-0.0158607487,0.2803714346,0.17653931790000002
SRX5694519,1.7689681941000002,-0.3435745698,0.25049985950000003,-0.5366305226
SRX5694520,-2.9323110405,1.4447230882,-0.5111483092,0.6155904293000001
SRX5694521,-0.9511666686,0.3542840964,-0.316455029,0.3926989595
SRX5694522,-0.6047640286,-0.29097605190000003,-1.1795091198,-1.7407989433000002
SRX5694523,-2.5849727434,-0.0070387947,-1.0872629802,-1.8675228693
SRX5694524,-1.173657546,0.018473961900000002,-0.7108576283,-0.302853615
SRX5694525,0.135808314,0.12226418400000001,-0.5335787858000001,0.6783405295
SRX5694526,0.5993472503,-0.7612597064000001,-1.001820461,-1.6043140409
SRX5694527,-2.7613610181,-0.9173834419,-0.9001016085,-0.8208541971000001
SRX5694528,3.6271321307,-2.1806557236,1.1511422848,0.0044031716
SRX5694529,-2.0874763911,0.36078840910000004,-1.3684363809,-0.708491312
SRX5694530,-0.9906683141,1.2356640049,-2.1006695599,1.0604700706
SRX5694532,2.5021966448,-1.7677145281,-0.22931271560000002,-0.5247432644
SRX5694533,-4.2443476237,0.8157683827000001,-2.5959824451999998,1.6699153333
SRX5694534,-1.5083296253,0.2139757377,-1.3035254483,0.8569160352
SRX5694535,-2.8176232957,1.4981059219000001,-2.9205711458,1.0910924328
SRX5694536,-2.4866398787,-0.0855545303,-0.9325018584,-1.6626798345
SRX5694537,0.8905038656,0.039692083600000004,0.11608320750000001,-0.1702275916
SRX5694538,1.6552116619000001,0.27293093900000004,0.4128293917,0.1986594941
SRX5694539,-2.2576267444,0.0965410043,-1.6398485224,-0.2024520423
SRX5694540,0.9505881442,-1.7221896830999999,-0.6445832638,-0.607792136
SRX5694541,-1.575519429,-0.13669319770000002,-1.2150795177,-1.2642175468999999
SRX5694543,1.3357208718,-1.9234392212,-3.2144218348,-0.9161082261
SRX5694544,0.0344762314,-0.1673024673,-0.9330441027,-0.1921480597
SRX5694545,-0.13595372990000001,-0.2015783474,-0.8176500630000001,-0.9164457485
SRX5694546,1.9025502413000002,-1.2152036882,-1.1730391364,-1.7173867533
SRX5694547,0.087776723,-0.0043932032,0.1056031354,0.3407775712
SRX5694548,-0.11391736170000001,-0.0276688226,0.11765678900000001,-0.1784281296
SRX5694550,1.7800294075,-0.5504433776000001,0.8125374867,0.4184670473
SRX5694551,-0.7678104709,1.2436190967,-1.7229798474,0.9942723713
SRX5694552,1.0580397348,-0.2988256621,0.1054691782,0.30259544180000003
SRX5694553,1.2063327142,0.0209425012,-0.3213727685,0.4753006742
SRX5694554,1.1752040292,-0.6239368795,0.0094229381,-0.5867509912000001
SRX5694555,0.5436528717,-0.7995984583,-0.2949020813,-0.2570352174
SRX6072760,-0.8381041379,-1.7620445799,-1.2945130246,-2.011916374
SRX6072761,-1.6071592522,-1.4941064694000001,-1.7880288468,-2.6037749268
SRX6072762,-0.4500048461,-1.5762251266,-1.3662043964000001,-1.6823678217
SRX6072763,-1.0079904764,-1.5376643088000002,-0.8976483853,-1.3487175412
SRX6072764,-0.7722123306,-1.3937082632,-1.4877704731999999,-2.6943445361
SRX6072765,-0.332143269,-1.4493337957999999,-1.3275149561,-1.3441247219
SRX6376491,1.5502738365000002,-0.0804324845,0.49020278920000004,0.3884875823
SRX6376492,1.3717278535,-1.1445811309,-0.4722298902,-0.5969596336
SRX6376493,1.2046262408,-1.1164797509,-0.3487852731,-0.5659004567
SRX6376494,2.3662827363,-1.0590694453,0.0475780108,-0.0935854512
SRX6376495,1.8222276907000001,0.0359916397,0.9660983663,0.5881320571
SRX6376496,1.0958134633,0.029184741400000002,0.7742645761,0.0062546259000000005
SRX2723951,-1.720491701,0.7146665595,1.0829350459,0.8005440749
SRX2723952,-2.6239117156000002,0.8220777715,1.0242693677,1.5400928165
SRX2723953,-2.4834528747,0.5069803657,0.9893481092,1.165165846
SRX2723954,-2.2335168774,1.1730783603,2.2087793172,1.6569642902
SRX2723955,-1.7657264899,0.3249456479,0.6979677942,0.42661530950000004
SRX2723956,-0.36273038890000003,0.6135040390000001,0.94696335,0.5043910180000001
SRX2723957,-0.2943055813,0.1133576176,0.190678232,0.1344209102
SRX2723958,-2.3679189676,0.0015735624,-0.0724246613,0.5914964751
SRX2723959,0.2878965545,0.2269934593,0.3010693129,-0.1552655211
SRX2723960,-3.2791648503,0.6225962427,1.4414781025,0.9219215527
SRX2723961,-2.8311030453,1.2655000028,2.0848442361,2.6036278718
SRX2723962,-2.2751894739000003,0.42048260200000004,1.1135660972,0.5684209828
SRX2723963,-1.2911486486000001,0.1706344994,0.23907558580000002,-0.0487794438
SRX2723964,-1.3366246973,0.079417526,0.8128432762000001,1.0069706613
SRX2723965,-0.7550505696,0.3249669045,0.7314738937,0.3844056348
SRX2723966,0.555704678,-0.047209396,-0.4028787324,0.3210158628
SRX2723967,-0.3871173946,-0.0226563457,0.32591616760000003,-0.1575378957
SRX2723968,-0.1685872833,0.0698657418,0.07696256480000001,-0.1634779671
SRX6977206,-0.7983395268,-0.1317250762,-0.102415293,-0.0695481159
SRX6977207,-1.2337647959,-0.1413445466,-0.0171837304,-0.6199963682
SRX6977208,-0.7466295739000001,-0.4605219212,0.6884094461,0.8252360328
SRX6977209,-0.831907351,-0.3240954263,0.6728060703000001,0.6550968657
SRX6977210,-0.4317742878,-0.3754474897,0.5784286838,0.7470021076000001
SRX6977211,0.0709634737,0.120321752,-0.0421806724,0.0099263738
SRX6977212,0.2049025951,0.0973637826,-0.044449360800000004,-0.0489268008
SRX6977213,-0.27586606880000003,-0.2176855345,0.0866300332,0.039000427000000004
SRX6977214,-1.2864992581,-0.46488478320000004,-0.6276537972,-0.2918315227
SRX1153733,-0.2800230522,0.158354786,-0.0616462393,-0.0049263427
SRX1153734,0.2800230522,-0.158354786,0.0616462393,0.0049263427
SRX1153735,-0.6843967611,-0.0594704921,-1.0164273945,-0.3177916183
SRX1153736,-0.2062641296,-0.0022764227,-0.9435451421000001,-0.24866018880000001
SRX5204053,-7.94825683,-1.0674852711,0.2142574592,-0.3847065957
