,-0.06496195242577608,-0.05052596299782584,-0.0360899735698756,-0.02165398414192536,-0.0072179947139751205,0.0072179947139751205,0.02165398414192536,0.0360899735698756,0.05052596299782584,0.06496195242577608,0.07939794185372633,0.09383393128167657,0.10826992070962681,0.12270591013757705,0.1371418995655273,0.15157788899347752,0.16601387842142779,0.180449867849378,0.19488585727732827,0.20932184670527854
thresh,-0.0721799471397512,0.0721799471397512,2,,,,,,,,,,,,,,,,,
unreg,1,10,60,405,1789,1586,323,40,11,5,2,0,0,0,0,0,0,0,0,0
SigM,0,0,0,2,12,23,11,11,10,7,5,5,3,1,0,1,0,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['psmB' 'cadA'],[],[],[],[],[],[],[],[],[]
SigM_genes,[],[],[],['yngA' 'yngB'],"['mcsB' 'yacD' 'mcsA' 'hslO' 'clpC' 'ctsR' 'cysK' 'tilS' 'coaX' 'hprT'
 'efeM' 'murF']","['yabM' 'ftsH' 'efeU' 'ytpA' 'yabN' 'dltE' 'ribZB' 'yceF' 'tbcS' 'comN'
 'ywzH' 'dltC' 'yabR' 'hslR' 'ywbO' 'dltD' 'yceE' 'ddlA' 'secDF' 'tagU'
 'dltA' 'sufL' 'yceG']","['yceH' 'spcP' 'efeB' 'yceC' 'dltB' 'spcQ' 'sbp' 'yceD' 'rapD' 'yngC'
 'pbpX']","['ugtP' 'mreB' 'minD' 'divIC' 'minC' 'ispF' 'ylxX' 'spxA' 'ispD' 'divIB'
 'mreD']",['radA' 'ylxW' 'metAA' 'abhA' 'mreC' 'ponA' 'ypuD' 'yacL' 'recU' 'disA'],['tagT' 'ywnJ' 'ycgR' 'murG' 'rodA' 'bcrC' 'ycgQ'],['yjbC' 'ysxA' 'asiMA' 'maf' 'murB'],['asiMB' 'ltaSA' 'sigM' 'yebC' 'bscR'],['ypbG' 'ypuA' 'amj'],['cypB'],[],['relQ'],[],['yrhH' 'yqjL'],[],[]
