,PN96_RS10250
SBRG_BHIN_Growth_Late_1,-0.1462948994999999
SBRG_BHIN_Growth_Late_2,-0.3442536374999996
SBRG_BHIN_Growth_Mid_1,-0.0413399094999995
SBRG_BHIN_Growth_Mid_2,-1.5484164775
SBRG_BHIN_Growth_Stat_1,-1.9441752655
SBRG_BHIN_Growth_Stat_2,-1.7028041385000003
SBRG_LBv2_Growth_Late_1,-0.3838353984999996
SBRG_LBv2_Growth_Late_2,-0.9496513765000004
SBRG_LBv2_Growth_Mid_1,-0.0251464045
SBRG_LBv2_Growth_Mid_2,0.0251464045
SBRG_LBv2_Growth_Stat_1,-3.4971503155
SBRG_LBv2_Growth_Stat_2,-3.9484008905
SBRG_MHB_Rich_Mid_1,0.3845616825000002
SBRG_MHB_Rich_Mid_2,-0.0794082605000001
SBRG_NBO_Rich_Mid_1,0.4427688874999997
SBRG_NBO_Rich_Mid_2,-0.3380615735000001
SBRG_M9Na_Arabinose_Mid_1,0.3884655469999991
SBRG_M9Na_Arabinose_Mid_2,0.1560014449999993
SBRG_M9Na_Galactose_Mid_1,0.0634338799999998
SBRG_M9Na_Galactose_Mid_2,0.0256910829999998
SBRG_M9Na_GlcNAcGrowth_Late_1,0.5508817149999992
SBRG_M9Na_GlcNAcGrowth_Late_2,0.7835671049999995
SBRG_M9Na_GlcNAcGrowth_Mid_1,0.4813762769999989
SBRG_M9Na_GlcNAcGrowth_Mid_2,0.5729218989999989
SBRG_M9Na_GlcNAcGrowth_Stat_1,-1.7128534250000005
SBRG_M9Na_GlcNAcGrowth_Stat_2,-1.8695886270000008
SBRG_M9Na_GlcNAc_Mid_1,-0.0074943379999998
SBRG_M9Na_GlcNAc_Mid_2,-0.0011434670000003
SBRG_M9Na_Gluconate_Mid_1,-0.9317390000000004
SBRG_M9Na_Gluconate_Mid_2,-1.4088926390000005
SBRG_M9Na_Glucosamine_Mid_1,-1.2598989340000006
SBRG_M9Na_Glucosamine_Mid_2,-1.0295181530000006
SBRG_M9Na_Glycerol_Mid_1,0.1905304479999996
SBRG_M9Na_Glycerol_Mid_2,0.2226172859999993
SBRG_M9Na_Maltose_Mid_1,0.4736433770000001
SBRG_M9Na_Maltose_Mid_2,0.3877995389999995
SBRG_M9Na_Mannitol_Mid_1,0.4293939980000001
SBRG_M9Na_Mannitol_Mid_2,0.3664321229999991
SBRG_M9Na_Trehalose_Mid_1,0.0710352419999997
SBRG_M9Na_Trehalose_Mid_2,0.2578579169999999
SBRG_M9Na_ethanol_Mid_1,-1.8277239440000008
SBRG_M9Na_ethanol_Mid_2,-1.3098161730000006
SBRG_M9Na_fructose_Mid_1,-0.0122171319999999
SBRG_M9Na_fructose_Mid_2,-0.0179200120000002
SBRG_M9Na_fumarate_Mid_1,0.2424390199999999
SBRG_M9Na_fumarate_Mid_2,0.276025122
SBRG_M9Na_glucoseGrowth_Late_1,0.476355977999999
SBRG_M9Na_glucoseGrowth_Late_2,0.6329460420000004
SBRG_M9Na_glucoseGrowth_Mid_1,0.1327376089999994
SBRG_M9Na_glucoseGrowth_Mid_2,-0.1327376090000003
SBRG_M9Na_glucoseGrowth_Stat_1,-0.6872355290000005
SBRG_M9Na_glucoseGrowth_Stat_2,-0.627444562
SBRG_M9Na_ribose_Mid_1,0.121385805
SBRG_M9Na_ribose_Mid_2,0.0927050869999996
SBRG_M9Na_succinate_Mid_1,-0.2320275030000003
SBRG_M9Na_succinate_Mid_2,0.4998654600000005
SBRG_M9Na_sucrose_Mid_1,-0.0576307850000006
SBRG_M9Na_sucrose_Mid_2,-0.633179749
SBRG_LBv2_HapROver_Late_1,-0.7850017794999999
SBRG_LBv2_HapROver_Late_2,-1.0355485824999997
SBRG_LBv2_HapROver_Mid_1,-0.4451049904999999
SBRG_LBv2_HapROver_Mid_2,-0.6466835724999997
SBRG_LBv2_HapROver_Stat_1,-0.3611903844999995
SBRG_LBv2_HapROver_Stat_2,-0.1848794074999995
SBRG_LBv2_LuxOOver_Late_1,-0.9672147185000002
