,b4575_2
omics__wt_thr__1,5.2981841625
omics__wt_thr__2,5.0817988971
omics__bw_ac__1,5.5596624593
omics__bw_ac__2,5.5449564095
omics__bw_fum__1,5.3518570462
omics__bw_fum__2,5.4476362301
omics__bw_glc__1,5.6636954594999995
omics__bw_glc__2,5.7293979998
omics__bw_pyr__1,5.6046885421
omics__bw_pyr__2,5.7349590377
ompr__wt_nacl__1,5.0920618357
ompr__wt_nacl__2,5.1285786591
ompr__bw_delompr_nacl__1,4.9738285279
ompr__bw_delompr_nacl__2,4.7874682197
minspan__wt_ade__1,6.260622116
minspan__wt_glc__1,5.4301271624
minspan__wt_glc__2,5.653351093
minspan__wt_glc__3,5.5893693451
minspan__wt_glc__4,5.6938284846
minspan__wt_glc_anaero__1,6.1473709248
minspan__wt_glc_anaero__2,6.7278309906
minspan__wt_trp__1,6.0221012847
minspan__bw_delcra_glc__1,5.5783809253
minspan__bw_delcra_glc__2,5.2391990475
minspan__bw_delcra_trp__1,5.8958897826
minspan__bw_delmntr__1,5.3402495935
minspan__bw_delnac_ade__1,6.7885436884
minspan__bw_delnac_glc__1,5.4230933198
cra_crp__wt_ac__1,4.9204965811
cra_crp__wt_ac__2,4.6048689516
cra_crp__wt_fru__1,4.3154121647
cra_crp__wt_fru__2,4.7664399303
cra_crp__delcra_ac__1,4.8792043952
cra_crp__delcra_ac__2,4.8253451931
cra_crp__delcra_fru__1,4.6111968929
cra_crp__delcra_fru__2,4.7461716041
cra_crp__delcra_glc__1,4.4559110721
cra_crp__delcra_glc__2,4.326546926
rpoB__wt_031__1,5.5386471107
rpoB__wt_044__1,5.3534238718000005
rpoB__wt_lb__1,4.1262002923
rpoB__wt_lb__2,4.3933220562
rpoB__rpoBE546V_031__1,5.0287679151
rpoB__rpoBE546V_044__1,4.8035488384
rpoB__rpoBE546V_lb__1,4.7515317121
rpoB__rpoBE546V_lb__2,3.9183155844
rpoB__rpoBE546V_glc__1,5.0724009488
rpoB__rpoBE672K_glc__1,3.8592558409
rpoB__rpoBE672K_glc__2,4.3464590437
rpoB__rpoBE672K_lb__1,4.0013220303
rpoB__rpoBE672K_lb__2,4.0325439335
crp__wt_fru__1,5.0079969955
crp__wt_glyc__1,4.5087931109
crp__wt_glyc__2,4.7709811681000005
crp__delar1_glyc__1,5.1557980456
crp__delar1_glyc__2,5.108541673
crp__delar1ar2_glyc__1,4.8239263146999996
crp__delar1ar2_glyc__2,4.4845257402
crp__delar1ar2_glyc__3,4.4893288361
crp__delar2_glyc__1,4.3418891127
crp__delar2_glyc__2,4.086325637
crp__delar2_glyc__3,4.6999798515
crp__delcrp_fru__1,5.2514681054
crp__delcrp_fru__2,4.5044377402
crp__delcrp_fru__3,5.2888473236
crp__delcrp_glc__1,4.9463961515
crp__delcrp_glc__2,4.5559548502
crp__delcrp_glc__3,5.2520699238
crp__delcrp_glyc__1,4.7977963724
crp__delcrp_glyc__2,4.8027152512
crp__delcrp_glyc__3,4.6864035929
glu__glu_ale3__1,5.0301585484
glu__glu_ale4__1,4.2516881938
glu__glu_ale5__1,4.4343979387
glu__glu_ale6__1,3.8089662084
glu__glu_ale8__1,5.0848801866
glu__glu_ale9__1,5.4174487808
glu__glu_ale10__1,5.181699484
42c__wt_42c__1,3.4169672333
42c__42c_ale1__1,4.9598737037
42c__42c_ale2__1,4.6208784621
42c__42c_ale3__1,3.6981190124000003
42c__42c_ale4__1,5.5385407322999995
42c__42c_ale5__1,4.5805625698
42c__42c_ale6__1,5.2898953182
42c__42c_ale8__1,5.4257586693
42c__42c_ale9__1,3.9811743213
42c__42c_ale10__1,5.675244136
ssw__wt_ac__1,5.9664579658
ssw__wt_glc__1,4.8297074713
ssw__wt_glyc__1,7.4526631638
ssw__wt_xyl__1,6.7242284609
ssw__glc_ale1__1,6.0819146548
ssw__glc_ale2__1,5.8743161742000005
ssw__glc_ale3__1,5.789616715
ssw__glyc_ale1__1,6.1456358394
ssw__glyc_ale2__1,6.2171799712
ssw__xyl_ale1__1,6.457749197
ssw__xyl_ale2__1,6.85013806
ssw__xyl_ale3__1,6.8176270906
ssw__glc_ac_ac2__1,6.122561395
ssw__glc_ac_glc1__1,6.5167897718
ssw__glc_ac_glc2__1,6.1744071021
ssw__glc_glyc_glc__1,6.1138337243
ssw__glc_glyc_glyc__1,5.7754568357
ssw__glc_xyl_glc__1,5.6415059123999995
ssw__glc_xyl_xyl__1,5.4481888036
pgi__glu4_delpgi__1,5.6497148393
pgi__pgi_ale1__1,4.8969052394
pgi__pgi_ale2__1,5.1958036537
pgi__pgi_ale3__1,4.8167713096
pgi__pgi_ale5__1,4.7670988924
pgi__pgi_ale6__1,5.064393735
pgi__pgi_ale7__1,4.8995941181
pgi__pgi_ale8__1,4.4815453468
ica__wt_glc__1,3.9049283541
ica__wt_glc__2,4.0182439902
ica__wt_glc__3,4.5122992593
ica__wt_glc__4,5.03732054
ica__arg_sbt__1,5.3387376208
ica__arg_sbt__2,4.7477403297
ica__cytd_rib__1,5.156407579
ica__cytd_rib__2,5.3243271967
ica__gth__1,6.0214670349
ica__gth__2,5.8687682693
ica__leu_glcr__1,4.6249813271
ica__leu_glcr__2,4.4710332969
ica__met_glc__1,4.4802841941
ica__met_glc__2,4.2741403079
ica__no3_anaero__1,5.4540889256
ica__no3_anaero__2,5.4301899803
ica__phe_acgam__1,4.4126056155
ica__phe_acgam__2,4.2949043482
ica__thm_gal__1,4.7167543911
ica__thm_gal__2,4.7182719246
ica__tyr_glcn__1,4.6630817491
ica__tyr_glcn__2,4.4011502487
ica__ura_pyr__1,4.6631203403
ica__ura_pyr__2,4.9159633293
ica__wt_glc__5,4.5914157588
ica__wt_glc__6,4.5620715547
ica__bw_delpurR_cytd__1,4.7915034841
ica__bw_delpurR_cytd__2,5.1306330435
ica__ade_glc__1,5.1165624874
ica__ade_glc__2,5.2563288455
ytf__wt_glc__1,4.9249028903
ytf__wt_glc__2,4.4595207095
ytf__delyafC__1,5.3830866731
ytf__delyafC__2,5.4222665277
ytf__delyeiE__1,4.7494352226
ytf__delyeiE__2,4.4324480035
ytf__delyiaJ__1,5.2128288402
ytf__delyiaJ__2,5.336741188
ytf__delyieP__1,5.1529748497
ytf__delyieP__2,5.20627605
ytf__wt_ph5__1,5.2764227099
ytf__wt_ph5__2,5.1795518671
ytf__wt_ph8__1,4.5043008286
ytf__wt_ph8__2,4.3776941733
ytf__delybaO__1,5.1521115742
ytf__delybaO__2,5.2368897752
ytf__delybaQ__1,5.1779666471
ytf__delybaQ__2,5.0805785131
ytf__delybiH__1,5.1523300768
ytf__delybiH__2,5.334721792
ytf__delydcI_ph5__1,4.9644684523
ytf__delydcI_ph5__2,4.964082288
ytf__delydcI_ph8__1,4.7533468339
ytf__delydcI_ph8__2,4.0498178906
ytf__delyddM__1,5.1902750228
ytf__delyddM__2,5.1991519969
ytf__delyheO__1,5.1978824192
ytf__delyheO__2,5.1172545393
fps__bw_glc__1,5.2633911646
fps__bw_glc__2,5.0269610635
fps__fps_thrA_ale1__1,4.9395766433
fps__fps_thrA_ale1__2,4.9168802039
fps__fps_thrA_ale2__1,5.0764508576
fps__fps_thrA_ale2__2,4.8721622282
fps__fps_serB_ale1__1,5.163377548
fps__fps_serB_ale1__2,4.9985314232
fps__fps_serB_ale4__1,6.6657408796
fps__fps_serB_ale4__2,6.280126521
fps__fps_ptsI_ale1__1,5.3052060696
fps__fps_ptsI_ale1__2,5.1500598541
fps__fps_ptsI_ale3__1,4.9253277065
fps__fps_ptsI_ale3__2,5.1100947993
pal__lyx_ale2_f6__1,5.8757801938
pal__lyx_ale2__1,4.761102368
pal__lyx_ale2__2,4.6492720232
pal__lyx_ale4__1,4.761102368
pal__lyx_ale4__2,4.6492720232
pal__5drib_ale10_f18__1,5.7030374346
pal__5drib_ale10_f18__2,5.6056686393
pal__5drib_ale10__1,5.2074997454
pal__arab_ale14_f9__1,5.5970383086
pal__arab_ale14_f9__2,5.5637690457
pal__arab_ale14__1,4.8257647518999995
pal__arab_ale14__2,4.7915660412
pal__arab_ale16__1,5.9901185716
pal__arab_ale16__2,6.0715377308
pal__tartr_ale26_f10__1,5.4077514092
pal__tartr_ale26_f10__2,6.0250279304
pal__tartr_ale26__1,5.1618528582
pal__tartr_ale26__2,5.0462663726
pal__tartr_ale28_f10__1,5.8038005886
pal__tartr_ale28_f10__2,6.3897844489
pal__tartr_ale28__1,5.3963167022
pal__tartr_ale28__2,5.6743699655
efeU__delmenFentC_citr__1,5.3285584636
efeU__delmenFentC_citr__2,4.9511273389
efeU__delmenFentC__1,5.3421938315
efeU__delmenFentC__2,5.3747658151
efeU__menFentC_ale39__1,5.2797374603
efeU__menFentC_ale39__2,5.1484858171
efeU__menFentC_ale29__1,5.4097224826
efeU__menFentC_ale29__2,5.293051643
efeU__menFentC_ale30__1,4.470044499
efeU__menFentC_ale30__2,4.5579645403
efeU__menFentCubiC_ale36__1,5.103055416
efeU__menFentCubiC_ale36__2,4.4200083228
efeU__menFentCubiC_ale37__1,4.9897964529
efeU__menFentCubiC_ale37__2,5.0162002007
efeU__menFentCubiC_ale38__1,4.7927582951000005
efeU__menFentCubiC_ale38__2,5.1273870881
