,-0.06797163064285715,-0.05997496821428572,-0.05197830578571429,-0.04398164335714286,-0.03598498092857143,-0.027988318499999998,-0.019991656071428568,-0.011994993642857138,-0.003998331214285708,0.003998331214285722,0.011994993642857152,0.019991656071428582,0.027988318500000012,0.03598498092857144,0.04398164335714287,0.0519783057857143,0.05997496821428573,0.06797163064285718,0.07596829307142859,0.08396495550000001
thresh,-0.055976637,0.055976637,1,,,,,,,,,,,,,,,,,
unreg,1,0,1,0,3,15,95,579,1913,1309,285,67,13,6,2,1,1,1,0,1
unreg_genes,['cydD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['cspC'],['ywzD'],[],['YkkC riboswitch']
